Maquina,Rodada,Date,Time,Origem_Arquivo,Relógios núcleo (avg) [MHz],Relógios efetivos núcleo (avg) [MHz],Uso total da CPU [%],Carga do núcleo da GPU [%],CPU Inteira [°C],CPU Inteira [°C].1,Núcleo máximo [°C],Estrangulamento térmico do núcleo (avg) [Yes/Não],Distância do núcleo para TjMAX (avg) [°C],Potência total da CPU [W],IA: Package-Level RAPL/PBM PL1 [Yes/Não],IA: Package-Level RAPL/PBM PL2 PL3 [Yes/Não],Limite de desempenho - Térmico [Yes/Não],Relógio da memória [MHz],Taxa de leituras [MB/s],Taxa de gravações [MB/s],Potência das linhas GPU (avg) [W],GPU Clock [MHz].1,GPU Clock [MHz],Limite térmico da GPU [°C]
Máquina A,3,21.6.2026,17:53:32.917,maqA_rodada_03.CSV,2693.4,417.8,10.3,0.0,67,64,66,Não,53,14.503,Não,Não,Não,2593.7,0.17,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:33.925,maqA_rodada_03.CSV,2942.8,405.8,10.2,0.0,65,61,65,Não,53,16.034,Não,Não,Não,2593.7,0.0,0.012,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:34.940,maqA_rodada_03.CSV,3067.5,406.7,10.0,0.0,65,60,65,Não,52,15.775,Não,Não,Não,2593.7,0.032,0.136,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:35.959,maqA_rodada_03.CSV,3055.0,411.0,9.1,0.0,66,67,66,Não,53,17.127,Não,Não,Não,2593.7,0.0,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:36.963,maqA_rodada_03.CSV,3316.9,408.3,11.2,0.0,63,67,63,Não,53,16.059,Não,Não,Não,2593.7,0.383,0.154,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:37.954,maqA_rodada_03.CSV,3154.8,432.8,11.7,0.0,65,67,62,Não,53,16.352,Não,Não,Não,2593.7,0.378,0.088,2.292,0.0,99.8,0.0
Máquina A,3,21.6.2026,17:53:38.951,maqA_rodada_03.CSV,1047.4,88.6,5.0,0.0,45,45,44,Não,57,16.628,Não,Não,Não,2593.7,0.407,0.092,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:39.965,maqA_rodada_03.CSV,1134.7,43.8,2.3,0.0,45,45,43,Não,58,5.873,Não,Não,Não,2593.7,0.316,0.166,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:53:40.974,maqA_rodada_03.CSV,1134.7,43.8,2.3,0.0,45,66,43,Não,58,4.129,Não,Não,Não,2593.7,0.316,0.166,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:41.969,maqA_rodada_03.CSV,3578.7,289.0,6.8,0.0,68,68,68,Não,53,8.991,Não,Não,Não,2593.7,0.022,0.06,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:53:42.984,maqA_rodada_03.CSV,1172.1,179.0,8.6,0.0,45,67,44,Não,57,16.458,Não,Não,Não,2593.7,1.666,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:53:43.987,maqA_rodada_03.CSV,3217.1,423.3,12.9,0.0,67,70,67,Não,52,15.68,Não,Não,Não,2593.7,10.241,0.084,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:53:44.984,maqA_rodada_03.CSV,1247.0,172.4,5.5,0.0,45,45,44,Não,58,18.037,Não,Não,Não,2593.7,0.0,0.006,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:53:45.998,maqA_rodada_03.CSV,1059.9,40.0,3.7,0.0,44,44,43,Não,58,10.951,Não,Não,Não,2593.7,0.0,0.016,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:53:46.994,maqA_rodada_03.CSV,1770.7,172.8,12.9,0.0,44,45,43,Não,58,4.078,Não,Não,Não,2593.7,0.129,12.541,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:53:48.008,maqA_rodada_03.CSV,1097.3,52.3,4.2,0.0,45,45,43,Não,58,5.825,Não,Não,Não,2593.7,0.129,12.541,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:53:49.016,maqA_rodada_03.CSV,1209.5,41.7,3.5,0.0,45,44,43,Não,58,4.242,Não,Não,Não,2593.7,0.0,0.013,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:50.018,maqA_rodada_03.CSV,2718.4,311.3,11.2,0.0,59,64,59,Não,53,4.768,Não,Não,Não,2593.7,12.135,0.216,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:51.026,maqA_rodada_03.CSV,2818.1,429.5,10.1,0.0,61,63,61,Não,52,14.362,Não,Não,Não,2593.7,0.0,0.004,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:53:52.031,maqA_rodada_03.CSV,2955.3,424.1,11.7,0.0,65,72,65,Não,53,20.273,Não,Não,Não,2593.7,0.04,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:53.035,maqA_rodada_03.CSV,3254.5,413.6,10.3,0.0,66,66,66,Não,52,18.531,Não,Não,Não,2593.7,0.065,0.003,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:53:54.042,maqA_rodada_03.CSV,3254.5,413.6,10.3,0.0,66,45,66,Não,52,18.81,Não,Não,Não,2593.7,0.065,0.003,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:55.035,maqA_rodada_03.CSV,2980.2,267.8,8.1,0.0,45,44,46,Não,57,12.687,Não,Não,Não,2593.7,0.0,0.091,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:56.033,maqA_rodada_03.CSV,3305.2,66.2,5.2,0.0,56,45,56,Não,56,5.109,Não,Não,Não,2594.3,0.066,0.019,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:57.054,maqA_rodada_03.CSV,2007.6,42.4,3.1,0.0,44,44,44,Não,58,3.923,Não,Não,Não,2593.7,0.0,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:58.066,maqA_rodada_03.CSV,3142.3,44.2,3.7,0.0,46,45,46,Não,58,4.612,Não,Não,Não,2593.7,0.0,0.01,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:53:59.074,maqA_rodada_03.CSV,3217.1,42.7,4.1,0.0,58,61,52,Não,56,4.03,Não,Não,Não,2593.7,0.0,0.024,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:0.073,maqA_rodada_03.CSV,3292.7,247.6,11.4,0.0,54,64,53,Não,51,11.363,Não,Não,Não,2594.3,5.017,0.09,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:1.075,maqA_rodada_03.CSV,3366.8,494.0,12.5,0.0,69,60,69,Não,52,17.314,Não,Não,Não,2593.7,0.194,0.016,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:2.085,maqA_rodada_03.CSV,2631.1,451.6,11.3,0.0,61,45,61,Não,52,16.639,Não,Não,Não,2593.7,0.089,0.037,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:3.091,maqA_rodada_03.CSV,2493.9,334.3,9.2,0.0,45,44,44,Não,57,13.356,Não,Não,Não,2593.7,0.0,0.002,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:4.098,maqA_rodada_03.CSV,2069.9,48.0,3.8,0.0,45,44,43,Não,58,4.875,Não,Não,Não,2593.7,0.174,0.037,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:5.105,maqA_rodada_03.CSV,2194.6,40.6,4.1,0.0,45,44,45,Não,57,3.986,Não,Não,Não,2593.7,0.0,0.008,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:6.117,maqA_rodada_03.CSV,1596.1,44.4,3.4,0.0,44,45,43,Não,58,4.813,Não,Não,Não,2593.7,0.0,0.006,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:7.105,maqA_rodada_03.CSV,2431.6,43.0,3.9,0.0,44,48,43,Não,58,4.137,Não,Não,Não,2593.7,0.032,0.005,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:8.112,maqA_rodada_03.CSV,2843.0,164.4,7.0,0.0,62,53,59,Não,54,7.853,Não,Não,Não,2593.7,0.21,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:9.117,maqA_rodada_03.CSV,2818.1,396.7,12.4,0.0,53,50,53,Não,55,15.143,Não,Não,Não,2593.7,0.065,0.004,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:10.132,maqA_rodada_03.CSV,3179.7,393.5,10.1,0.0,53,61,53,Não,55,13.109,Não,Não,Não,2593.7,0.0,0.108,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:11.130,maqA_rodada_03.CSV,2917.9,406.4,10.7,0.0,58,50,58,Não,53,15.755,Não,Não,Não,2593.7,0.032,0.003,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:12.144,maqA_rodada_03.CSV,2593.7,401.4,10.7,0.0,55,48,55,Não,54,14.442,Não,Não,Não,2593.7,0.832,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:13.145,maqA_rodada_03.CSV,2431.6,396.1,11.3,0.0,53,64,53,Não,54,13.29,Não,Não,Não,2593.7,0.0,0.018,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:14.138,maqA_rodada_03.CSV,2431.6,396.1,11.3,0.0,53,67,53,Não,54,20.584,Não,Não,Não,2593.7,0.0,0.018,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:15.161,maqA_rodada_03.CSV,3267.0,797.8,19.4,0.0,69,68,69,Não,47,24.987,Não,Não,Não,2593.7,0.0,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:16.160,maqA_rodada_03.CSV,2705.9,740.3,17.3,0.0,63,53,63,Não,50,24.956,Não,Não,Não,2593.7,0.0,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:17.158,maqA_rodada_03.CSV,3154.8,393.6,10.7,0.0,53,58,47,Não,54,14.511,Não,Não,Não,2593.7,0.751,0.013,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:18.156,maqA_rodada_03.CSV,2718.4,393.6,10.0,0.0,53,59,53,Não,54,12.997,Não,Não,Não,2593.7,0.306,0.003,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:19.162,maqA_rodada_03.CSV,2543.8,396.0,10.2,0.0,57,52,54,Não,54,14.003,Não,Não,Não,2593.7,0.145,0.013,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:20.156,maqA_rodada_03.CSV,2880.5,384.7,13.1,0.0,46,52,46,Não,56,13.427,Não,Não,Não,2593.7,0.247,0.089,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:21.169,maqA_rodada_03.CSV,1172.1,345.8,10.5,0.0,45,45,44,Não,57,12.21,Não,Não,Não,2593.7,0.0,0.02,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:22.160,maqA_rodada_03.CSV,1047.4,53.5,4.9,0.0,44,45,44,Não,57,4.706,Não,Não,Não,2593.7,0.308,0.038,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:23.182,maqA_rodada_03.CSV,1359.2,45.5,4.9,0.0,44,45,43,Não,58,4.596,Não,Não,Não,2593.7,0.112,0.093,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:24.178,maqA_rodada_03.CSV,1421.5,41.7,4.6,0.0,45,45,43,Não,58,4.267,Não,Não,Não,2593.7,0.556,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:25.181,maqA_rodada_03.CSV,1234.5,51.0,3.8,0.0,44,44,43,Não,58,4.364,Não,Não,Não,2593.7,0.0,0.011,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:26.180,maqA_rodada_03.CSV,2169.7,100.2,4.2,0.0,63,61,61,Não,51,6.105,Não,Não,Não,2593.7,5.82,0.008,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:27.169,maqA_rodada_03.CSV,2980.2,491.7,17.9,0.0,61,61,61,Não,52,17.597,Não,Não,Não,2593.7,0.0,0.003,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:28.176,maqA_rodada_03.CSV,3329.4,459.2,14.0,0.0,53,58,53,Não,54,18.992,Não,Não,Não,2593.7,0.016,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:29.182,maqA_rodada_03.CSV,2531.3,494.9,15.6,0.0,54,68,54,Não,52,19.02,Não,Não,Não,2593.7,2.88,0.147,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:30.182,maqA_rodada_03.CSV,3092.4,558.2,20.5,0.0,58,69,58,Não,53,19.428,Não,Não,Não,2593.7,1.404,0.412,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:31.197,maqA_rodada_03.CSV,3217.1,450.0,13.6,0.0,62,45,61,Não,54,17.602,Não,Não,Não,2593.7,0.261,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:32.206,maqA_rodada_03.CSV,1820.5,151.4,7.0,0.0,45,44,43,Não,58,6.809,Não,Não,Não,2593.7,0.113,0.403,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:33.227,maqA_rodada_03.CSV,1022.5,45.1,8.9,0.0,45,45,43,Não,58,4.265,Não,Não,Não,2593.7,0.198,0.032,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:34.237,maqA_rodada_03.CSV,1184.6,43.4,3.5,0.0,44,45,43,Não,58,4.538,Não,Não,Não,2593.7,0.0,0.07,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:35.247,maqA_rodada_03.CSV,1571.2,41.3,3.7,0.0,44,45,43,Não,58,4.408,Não,Não,Não,2593.7,0.065,0.11,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:36.238,maqA_rodada_03.CSV,1434.0,40.0,3.2,0.0,45,55,43,Não,58,4.16,Não,Não,Não,2593.7,0.0,0.005,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:37.241,maqA_rodada_03.CSV,2905.4,355.0,11.1,0.0,62,53,59,Não,52,14.065,Não,Não,Não,2593.7,15.118,0.002,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:38.239,maqA_rodada_03.CSV,2531.3,500.1,17.0,0.0,55,61,54,Não,53,18.23,Não,Não,Não,2593.7,6.56,0.2,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:39.239,maqA_rodada_03.CSV,2855.5,540.2,20.8,0.0,45,44,47,Não,54,19.744,Não,Não,Não,2593.7,0.0,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:40.236,maqA_rodada_03.CSV,1384.1,59.0,5.9,0.0,44,45,44,Não,58,4.894,Não,Não,Não,2593.7,0.0,0.02,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:41.246,maqA_rodada_03.CSV,1072.4,47.5,6.6,0.0,44,45,43,Não,58,4.84,Não,Não,Não,2593.7,0.056,0.147,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:42.236,maqA_rodada_03.CSV,1022.5,41.7,4.9,0.0,45,45,44,Não,58,4.271,Não,Não,Não,2593.7,0.056,0.101,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:43.252,maqA_rodada_03.CSV,1471.4,45.6,4.1,0.0,45,44,44,Não,58,4.479,Não,Não,Não,2593.7,0.114,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:44.256,maqA_rodada_03.CSV,3117.4,69.0,5.7,0.0,46,46,48,Não,56,5.366,Não,Não,Não,2593.7,49.36,0.148,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:45.247,maqA_rodada_03.CSV,2556.2,485.7,18.5,0.0,61,70,58,Não,51,17.164,Não,Não,Não,2593.7,6.273,0.196,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:46.257,maqA_rodada_03.CSV,2556.2,485.7,18.5,0.0,61,73,58,Não,51,23.857,Não,Não,Não,2593.7,6.273,0.196,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:47.275,maqA_rodada_03.CSV,3055.0,831.0,20.0,0.0,69,64,69,Não,45,26.212,Não,Não,Não,2593.7,0.0,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:48.291,maqA_rodada_03.CSV,1396.6,526.0,12.6,0.0,45,45,45,Não,56,20.204,Não,Não,Não,2593.7,4.371,0.054,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:49.300,maqA_rodada_03.CSV,1284.4,42.3,7.6,0.0,45,45,43,Não,58,4.322,Não,Não,Não,2593.7,0.0,0.039,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:50.325,maqA_rodada_03.CSV,1521.3,46.5,4.5,0.0,44,45,43,Não,58,4.639,Não,Não,Não,2593.7,0.105,0.01,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:51.318,maqA_rodada_03.CSV,1259.4,42.1,5.9,0.0,45,44,44,Não,58,4.243,Não,Não,Não,2593.7,0.0,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:52.328,maqA_rodada_03.CSV,1247.0,43.7,3.6,0.0,44,56,44,Não,58,4.46,Não,Não,Não,2593.7,0.113,0.003,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:53.328,maqA_rodada_03.CSV,2805.6,304.6,9.3,0.0,69,64,63,Não,53,12.624,Não,Não,Não,2593.7,1.337,0.037,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:54.330,maqA_rodada_03.CSV,3217.1,413.0,11.6,0.0,53,56,53,Não,53,16.599,Não,Não,Não,2593.7,0.063,0.004,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:55.335,maqA_rodada_03.CSV,2868.0,410.3,9.6,0.0,56,67,64,Não,50,16.379,Não,Não,Não,2593.7,0.02,0.085,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:56.334,maqA_rodada_03.CSV,2207.1,406.5,10.1,0.0,68,65,68,Não,51,16.869,Não,Não,Não,2593.7,0.28,0.002,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:57.334,maqA_rodada_03.CSV,1808.1,322.6,8.7,0.0,45,45,44,Não,57,16.869,Não,Não,Não,2593.7,0.0,0.003,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:54:58.341,maqA_rodada_03.CSV,1496.3,45.3,7.8,0.0,45,45,44,Não,58,13.164,Não,Não,Não,2593.7,0.008,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:54:59.354,maqA_rodada_03.CSV,1084.8,44.1,3.4,0.0,44,44,43,Não,58,4.57,Não,Não,Não,2593.7,0.295,0.007,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:0.363,maqA_rodada_03.CSV,972.6,57.0,4.4,0.0,44,44,43,Não,58,4.283,Não,Não,Não,2593.7,0.065,0.02,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:1.366,maqA_rodada_03.CSV,1059.9,62.7,7.3,0.0,45,49,43,Não,58,4.77,Não,Não,Não,2593.7,0.146,0.083,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:2.385,maqA_rodada_03.CSV,3254.5,709.8,21.9,0.0,56,64,55,Não,47,10.323,Não,Não,Não,2593.7,0.092,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:3.379,maqA_rodada_03.CSV,3516.4,3084.0,85.3,0.0,59,74,60,Não,41,10.323,Não,Não,Não,2593.7,0.168,0.017,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:4.396,maqA_rodada_03.CSV,3429.1,2949.9,82.5,0.0,59,67,60,Não,42,32.593,Não,Não,Não,2593.7,0.0,0.01,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:5.402,maqA_rodada_03.CSV,3628.6,3007.5,81.8,0.0,60,59,62,Não,40,37.171,Não,Não,Não,2593.7,0.202,0.43,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:6.392,maqA_rodada_03.CSV,3753.3,2915.0,81.9,0.0,65,49,63,Não,38,37.171,Não,Não,Não,2593.7,0.234,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:7.402,maqA_rodada_03.CSV,1209.5,1933.9,50.0,0.0,45,49,45,Não,56,35.1,Não,Não,Não,2593.7,0.0,0.004,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:8.397,maqA_rodada_03.CSV,1035.0,48.9,4.2,0.0,45,45,45,Não,56,26.082,Não,Não,Não,2593.7,0.064,0.002,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:9.410,maqA_rodada_03.CSV,1010.0,44.3,4.8,0.0,45,46,44,Não,57,5.092,Não,Não,Não,2593.7,0.129,0.005,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:10.415,maqA_rodada_03.CSV,1247.0,43.0,8.9,0.0,45,45,44,Não,57,4.129,Não,Não,Não,2593.7,0.0,0.089,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:11.403,maqA_rodada_03.CSV,1558.7,44.9,2.5,0.0,45,54,44,Não,58,4.746,Não,Não,Não,2593.7,0.0,0.003,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:12.404,maqA_rodada_03.CSV,3491.5,956.7,30.6,0.0,59,55,61,Não,42,3.818,Não,Não,Não,2593.7,0.014,0.036,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:13.414,maqA_rodada_03.CSV,3703.4,3035.9,84.3,0.0,64,53,65,Não,39,13.244,Não,Não,Não,2593.7,0.0,0.031,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:14.414,maqA_rodada_03.CSV,2232.0,2822.5,74.8,0.0,56,65,58,Não,50,34.467,Não,Não,Não,2593.7,0.064,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:15.412,maqA_rodada_03.CSV,1421.5,50.5,3.1,0.0,45,45,45,Não,56,37.395,Não,Não,Não,2593.7,0.0,0.017,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:16.407,maqA_rodada_03.CSV,960.2,50.9,4.1,0.0,45,45,44,Não,57,5.114,Não,Não,Não,2593.7,0.097,0.003,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:17.430,maqA_rodada_03.CSV,960.2,60.7,10.0,0.0,45,45,44,Não,57,4.25,Não,Não,Não,2593.7,1.541,0.014,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:18.421,maqA_rodada_03.CSV,960.2,60.7,10.0,0.0,45,64,44,Não,57,5.244,Não,Não,Não,2593.7,1.541,0.014,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:19.426,maqA_rodada_03.CSV,3815.7,1977.4,16.3,0.0,77,67,75,Não,32,10.689,Não,Não,Não,2593.7,2.502,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:20.427,maqA_rodada_03.CSV,3666.0,3070.0,82.9,0.0,78,77,78,Não,37,21.278,Não,Não,Não,2593.7,10.006,0.099,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:21.451,maqA_rodada_03.CSV,1795.6,389.4,22.5,0.0,46,46,46,Não,55,47.869,Não,Não,Não,2593.7,3.388,12.856,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:22.459,maqA_rodada_03.CSV,1047.4,45.8,7.4,0.0,45,45,45,Não,56,15.167,Não,Não,Não,2593.7,0.808,0.0,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:23.453,maqA_rodada_03.CSV,1795.6,45.6,3.8,0.0,45,45,45,Não,56,4.83,Não,Não,Não,2593.7,0.26,0.007,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:24.464,maqA_rodada_03.CSV,1109.8,42.1,4.4,0.0,45,45,45,Não,57,4.658,Não,Não,Não,2593.7,0.032,0.006,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:25.459,maqA_rodada_03.CSV,1434.0,42.0,4.6,0.0,45,45,44,Não,56,4.15,Não,Não,Não,2593.7,0.194,0.129,2.292,0.0,300.0,0.0
Máquina A,3,21.6.2026,17:55:26.459,maqA_rodada_03.CSV,3803.2,2505.9,63.6,0.0,84,71,79,Não,26,4.627,Não,Não,Não,2593.7,2.327,0.006,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:27.475,maqA_rodada_03.CSV,3017.6,2939.8,81.7,0.0,75,80,78,Não,36,39.097,Não,Não,Não,2593.7,13.214,0.006,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:28.465,maqA_rodada_03.CSV,3479.0,3071.2,80.5,0.0,80,68,81,Não,30,50.636,Não,Não,Não,2593.7,3.209,2.015,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:29.496,maqA_rodada_03.CSV,1247.0,799.0,26.1,0.0,48,49,47,Não,54,50.59,Não,Não,Não,2593.7,0.496,144.328,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:30.484,maqA_rodada_03.CSV,1122.3,53.1,4.3,0.0,46,48,45,Não,55,20.452,Não,Não,Não,2593.7,0.207,0.222,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:31.498,maqA_rodada_03.CSV,1346.7,45.3,5.1,0.0,46,45,45,Não,56,5.039,Não,Não,Não,2593.7,0.0,0.09,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:32.526,maqA_rodada_03.CSV,3204.7,98.5,7.0,0.0,49,45,49,Não,55,4.354,Não,Não,Não,2593.7,2.934,0.138,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:33.529,maqA_rodada_03.CSV,1197.1,112.0,6.7,0.0,45,46,45,Não,56,5.707,Não,Não,Não,2593.7,0.229,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:34.529,maqA_rodada_03.CSV,3790.7,759.9,12.7,0.0,82,50,84,Não,23,6.58,Não,Não,Não,2593.7,12.213,0.103,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:35.531,maqA_rodada_03.CSV,3329.4,2456.5,71.3,0.0,64,67,64,Sim,39,11.58,Não,Não,Não,2593.7,0.693,0.221,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:36.539,maqA_rodada_03.CSV,2892.9,2230.4,58.3,0.0,70,80,70,Sim,47,45.267,Não,Não,Não,2593.7,0.0,0.056,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:37.543,maqA_rodada_03.CSV,3217.1,2712.7,74.4,0.0,66,67,65,Sim,37,39.705,Não,Não,Não,2593.7,0.12,0.0,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:38.553,maqA_rodada_03.CSV,1097.3,428.6,11.2,0.0,48,48,47,Não,54,42.311,Não,Não,Não,2593.7,0.195,0.052,2.292,0.0,350.0,0.0
Máquina A,3,21.6.2026,17:55:39.560,maqA_rodada_03.CSV,1134.7,45.9,4.0,0.0,48,48,47,Não,55,13.041,Não,Não,Não,2593.7,1.429,0.051,2.292,0.0,300.0,0.0
