P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],Total upload [MB],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Package C8 Ocupação [%],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
46,25.3,42.0,5301,21:37:28.250,82.4,0.0,0.0,5.525,1097.3,10.6,0.5,47,0.0,4.8,53,0.2,0.0,139.2,2718.4,3603.2,39.0,1.9,0.0,97.9,47,51,47,0.1,63,0.0,37,16.461,51.7,0,25.3,11138,6.6,48,0.0,58.7,0.2,0.0,0.0,4189.8,0.0,52,1.035,0.1,3.1,8.3,53,0.0,0.0,0.001,92.0,0.0,0.0,0.1,82.4,2594,0.0,47,0.0,9556,46.1,4.1,62,11.0,0.0,48.7,0.0,0.0,45.0,54,0.0,0.0,0.0,45.0,0.7,0.0,0.4,0.4,0,0.0,0.0,62,0.6,3.826,11.902,409.4,1097.3,0.2,62,0.0,91.4,530,7.488,0.0,0.0,53,53,99.7,11.0,7.9,99.9,0.0,0.0,1.039,3.8,40,82.2,0.0,0.0,4.1,4189.8,0.0,87.8,16.0,9.3,62,43,0.1,1.7,3.0,0.336,0.0,47,0.0,4.8,16.1,42.0,10.9,0.0,38,8.75,0.0,42.0,0.0,53,0.0,0.1,37,0.0,45,2.6,4489.0,1.9,49.1,0.0,1.025,17.5,16.663,39.0,1,0.0,9.9,27.2,0.8,13.4,21.6.2026,1.04,49,4,0.0,0.0,607,0.0,67.1,0.0,0.0,1.2,42.0,0.0,0.0,0.0,10.9,1.04,3890.5,45,0.1,0.025,98.7,350.0,0.0,0,0.986,1097.3,0.0,0.0,35.1,1097.3,0.0,0,0.0,1.048,0.6,1.03,1.04,0,11.0,11.0,896.4,16.1,247.4,1.065,482.0,4489.0,0.0,1.3
53,32.5,42.0,5286,21:37:29.260,63.3,0.0,0.0,5.525,1097.3,10.1,0.5,53,0.0,4.9,55,0.0,0.0,106.9,1858.0,2764.5,39.0,0.6,0.0,95.2,45,52,45,0.0,58,0.0,36,16.461,12.1,0,31.4,11139,13.6,45,0.0,56.6,0.1,4.9,0.0,1396.6,0.0,55,1.013,0.3,1.6,7.6,55,0.2,0.0,0.0,84.1,0.0,0.0,0.7,63.3,2608,0.0,45,0.0,9556,46.1,4.1,63,11.0,0.0,51.5,0.0,0.0,44.0,47,0.0,0.0,0.0,14.0,0.3,0.0,0.2,0.5,0,0.0,6.4,50,0.2,3.826,11.902,398.7,1097.3,0.1,63,0.0,92.2,530,7.488,0.0,0.0,47,55,99.9,11.0,14.6,100.0,0.0,0.0,1.032,14.8,40,63.6,0.0,0.0,0.0,1396.6,44.3,83.5,10.2,7.2,53,43,0.1,0.7,0.9,0.336,0.0,45,14.3,3.9,15.6,42.0,13.4,0.0,50,13.75,0.0,14.0,0.0,55,0.0,0.1,36,0.0,45,0.8,4389.3,3.3,42.7,0.0,1.022,16.5,15.43,39.0,1,0.6,24.2,18.6,0.7,7.4,21.6.2026,0.957,48,4,0.0,0.0,607,0.0,66.9,0.0,0.0,0.6,14.0,0.0,0.0,0.0,13.4,1.009,3890.5,45,0.9,0.007,99.2,350.0,0.0,0,0.986,1097.3,0.0,0.0,49.5,2992.7,0.0,0,0.0,1.011,0.8,1.013,1.017,0,30.0,11.0,1262.9,15.6,635.0,1.006,469.9,1396.6,0.0,0.0
43,28.6,42.0,5289,21:37:30.278,70.9,0.0,0.0,5.525,1097.3,10.1,1.0,46,0.0,1.4,55,0.0,0.0,117.7,3242.1,3044.4,39.0,0.5,0.0,98.9,46,52,45,0.8,62,0.0,36,17.591,11.0,0,28.5,11146,15.7,48,0.0,58.5,0.0,3.3,0.0,4489.0,0.0,52,1.026,0.0,0.0,2.5,54,0.0,0.0,0.0,28.8,0.0,0.0,0.1,70.9,2606,0.1,46,0.0,9549,46.1,4.1,61,11.0,0.0,51.8,0.0,0.0,45.0,57,0.0,0.0,0.0,45.0,1.8,0.0,0.0,0.5,0,0.0,8.4,61,0.0,3.749,13.134,401.8,3092.4,0.0,61,0.0,97.3,530,7.354,0.0,0.0,54,54,99.9,31.0,16.2,99.9,0.0,0.0,1.038,2.2,39,70.4,0.0,0.0,3.4,4189.8,0.7,83.6,6.7,2.8,61,43,0.1,0.0,1.0,0.316,0.0,46,11.3,2.8,15.7,42.0,10.3,0.0,39,7.5,0.0,42.0,0.0,54,0.0,0.1,36,0.0,45,0.7,4489.0,0.9,48.0,0.0,1.038,14.5,17.398,39.0,1,0.0,26.9,32.5,1.1,30.3,21.6.2026,1.031,48,4,0.0,0.0,607,0.1,66.9,0.0,0.0,2.4,45.0,0.0,0.0,0.0,10.3,1.038,3890.5,45,0.1,0.0,97.5,99.8,0.0,0,0.986,1097.3,0.0,0.0,39.4,2992.7,0.0,0,0.0,1.041,0.5,1.041,1.038,0,30.0,11.0,1011.0,15.7,689.6,1.049,479.1,4489.0,0.8,0.0
49,29.3,42.0,5278,21:37:31.281,83.3,0.0,0.0,5.525,1097.3,10.6,0.4,64,0.0,6.4,53,0.0,0.0,139.8,3192.2,3603.4,39.0,0.4,0.0,96.3,47,50,47,0.7,64,0.0,36,17.591,7.9,0,28.8,11146,6.4,46,0.0,59.1,0.0,0.0,0.0,4489.0,0.0,54,1.036,0.2,4.1,9.8,53,0.3,0.0,0.0,112.0,0.0,0.0,0.5,83.3,2617,0.0,47,0.0,9549,46.1,4.1,63,11.0,0.0,49.3,0.0,0.0,43.0,51,0.0,0.0,0.0,45.0,0.4,0.0,0.5,0.5,0,0.0,5.5,52,0.5,3.749,13.134,410.6,2992.7,0.0,63,0.0,90.0,530,7.354,0.0,0.0,36,53,99.9,30.0,3.4,100.0,0.0,0.0,1.024,11.5,39,83.0,0.0,0.0,0.0,3990.2,0.0,91.0,7.6,10.4,64,43,0.1,0.1,0.8,0.316,0.0,47,0.0,3.7,16.2,42.0,14.0,0.0,48,13.75,0.0,40.0,25.4,53,0.0,0.1,36,0.0,45,0.4,4289.5,2.5,49.1,0.0,1.014,15.4,16.94,39.0,1,0.1,3.1,32.0,0.7,7.9,21.6.2026,1.014,50,4,0.0,0.0,607,0.0,66.8,0.0,0.0,0.7,45.0,0.0,0.0,0.0,14.0,1.032,3890.5,45,0.6,0.987,99.3,350.0,0.0,0,0.986,1097.3,0.0,0.0,43.6,3092.4,0.0,0,0.0,1.04,1.0,1.039,1.019,0,31.0,11.0,1113.1,16.2,68.8,1.074,481.5,4489.0,0.1,12.5
45,36.8,42.0,5283,21:37:32.290,66.9,0.0,0.0,5.525,1097.3,10.3,0.9,47,0.001,2.7,55,0.0,0.0,111.4,2020.1,2885.4,39.2,0.5,0.0,97.2,45,53,45,1.5,63,0.0,36,16.481,12.5,0,36.0,11152,9.4,43,0.0,56.4,1.2,11.4,0.0,1396.6,0.0,57,1.037,0.1,2.1,4.5,55,0.0,0.0,0.004,53.4,0.0,0.0,2.8,66.9,2612,0.1,45,0.0,9543,46.1,4.1,63,11.0,0.0,51.8,0.0,0.0,14.0,55,0.0,0.0,0.0,45.0,0.4,0.0,0.2,0.5,0,0.0,13.6,63,0.2,3.627,12.21,400.7,1097.3,1.9,63,0.0,95.2,530,7.312,0.0,0.0,53,55,98.0,11.0,9.8,99.9,0.0,0.0,1.032,69.7,39,67.0,0.0,0.0,1.4,4489.0,0.0,84.0,9.6,3.4,63,43,0.1,45.6,0.9,0.247,0.0,45,4.9,3.4,15.7,36.0,13.8,0.0,37,13.125,0.0,45.0,0.0,55,0.0,0.1,36,0.0,45,22.1,1396.6,0.1,32.9,0.0,1.039,15.9,18.004,39.0,1,0.9,13.9,20.2,1.5,7.8,21.6.2026,1.042,47,4,0.0,0.0,607,0.1,66.9,0.0,0.0,0.6,14.0,0.0,0.0,0.0,13.8,1.037,3890.5,45,2.1,0.002,99.2,300.0,3.3,0,0.986,1097.3,0.0,0.0,55.0,1097.3,0.0,0,0.0,1.036,0.4,1.034,1.032,0,11.0,11.0,1401.7,15.7,352.5,1.045,475.4,4489.0,1.0,0.0
41,31.6,42.0,4992,21:37:33.301,39.1,0.0,0.0,5.525,1097.3,6.7,0.4,44,0.001,2.2,56,0.0,0.0,57.8,1558.7,1473.8,39.2,0.5,0.0,96.8,43,57,44,1.9,45,0.0,36,18.098,7.6,0,30.8,12023,0.9,44,0.0,61.6,0.0,27.7,0.0,1695.9,0.0,56,0.688,0.4,0.1,3.2,56,4.1,0.0,0.016,35.5,0.0,0.2,2.9,39.1,2903,0.0,43,0.5,8672,41.9,4.1,45,11.0,0.0,51.9,0.0,0.0,17.0,59,0.0,1.2,0.0,17.0,0.4,0.0,0.6,0.5,0,0.0,10.3,44,0.6,3.293,14.073,221.7,1695.9,0.0,44,0.0,96.5,530,5.354,0.0,0.0,56,57,99.9,17.0,3.9,99.9,0.0,0.0,0.688,74.6,40,38.8,0.0,0.0,0.0,1795.6,30.2,95.5,26.0,3.7,44,44,0.8,0.1,0.7,0.341,0.0,44,9.0,6.1,8.8,42.0,11.4,0.0,56,1.875,3.0,18.0,30.2,57,0.0,0.5,36,0.1,45,0.5,1695.9,1.1,26.2,0.0,0.683,22.0,10.308,12.0,1,0.0,4.3,15.6,0.7,6.7,21.6.2026,0.688,43,4,0.0,0.0,607,0.0,63.2,0.0,0.1,0.6,17.0,0.0,0.0,1.3,11.4,0.69,1197.1,45,1.8,0.212,99.3,350.0,0.0,0,0.656,1097.3,0.0,0.0,37.3,1695.9,0.0,0,0.0,0.692,0.4,0.693,0.683,0,17.0,11.0,948.9,8.8,110.1,0.704,262.4,1695.9,0.0,0.0
39,19.9,42.0,4991,21:37:34.292,12.4,0.0,0.0,5.525,1097.3,3.6,0.5,44,0.004,2.1,56,0.0,0.0,7.6,1247.0,182.6,39.2,0.7,0.0,91.6,44,57,44,2.7,45,0.0,36,3.632,7.7,0,19.4,12024,5.6,43,0.0,76.8,0.5,80.9,0.0,1396.6,0.0,57,0.693,7.9,0.0,3.4,56,4.7,0.0,0.0,39.2,0.1,0.3,1.7,22.3,2904,0.0,44,3.5,8671,41.8,4.1,44,11.0,0.0,49.2,0.0,0.0,14.0,61,0.0,3.3,0.1,14.0,0.3,0.0,0.0,0.8,0,0.0,0.0,44,0.0,2.268,0.974,49.3,1097.3,2.1,44,0.0,96.4,530,1.665,0.0,0.0,56,56,97.9,11.0,2.4,99.9,0.0,0.0,0.909,33.1,39,12.2,0.0,0.0,2.3,1396.6,0.4,96.3,36.2,3.6,44,43,1.0,2.7,0.6,0.105,0.0,44,0.0,5.6,2.1,36.0,6.1,0.0,56,1.875,9.0,14.0,0.4,56,0.0,0.7,36,0.2,45,23.2,1396.6,4.8,38.3,0.0,0.959,3.4,3.597,39.0,1,0.4,1.4,12.5,0.8,4.7,21.6.2026,0.695,43,4,0.0,0.0,607,0.0,63.2,0.0,0.0,0.3,14.0,0.0,0.0,19.8,6.1,0.795,3890.5,44,2.4,0.0,99.6,300.0,0.0,0,0.978,1097.3,0.0,0.0,11.4,1097.3,0.0,0,0.0,0.653,0.4,0.691,0.689,0,11.0,11.0,266.6,2.2,31.7,1.074,55.1,1396.6,0.4,22.3
40,15.1,41.0,4991,21:37:35.286,4.1,0.0,0.0,5.525,1097.3,2.9,6.2,42,0.004,4.3,57,0.2,0.0,3.0,1695.9,64.9,39.2,0.6,0.0,97.5,43,58,43,0.0,44,0.0,36,3.632,6.7,0,13.7,12021,0.0,43,0.0,86.2,3.8,87.5,0.0,1995.1,0.0,57,0.709,0.6,4.4,6.6,57,0.2,0.0,0.051,74.4,0.1,0.1,0.2,13.7,2904,0.4,43,1.4,8673,41.9,4.1,45,11.0,0.1,48.4,0.1,0.0,14.0,60,0.0,21.0,0.1,20.0,1.0,0.0,0.0,0.9,0,0.0,0.0,41,0.2,2.268,0.974,36.8,1995.1,5.0,44,0.0,92.9,530,1.665,0.0,0.0,58,57,94.8,20.0,0.2,99.3,0.1,0.0,0.772,2.8,39,5.1,0.0,0.0,0.0,1995.1,0.5,94.9,14.4,6.0,43,43,0.3,3.7,0.5,0.105,0.0,43,2.0,3.0,1.9,36.0,2.5,0.0,59,1.25,13.6,20.0,0.5,57,0.0,0.3,36,0.1,44,55.6,1396.6,1.9,65.1,0.0,0.688,3.1,3.236,14.0,1,0.5,0.2,17.0,0.9,17.4,21.6.2026,0.689,42,4,0.0,0.0,607,0.5,63.2,0.0,0.1,1.5,20.0,0.0,0.0,22.0,2.5,0.717,1396.6,45,0.2,0.003,98.2,300.0,0.0,0,0.673,1097.3,0.0,0.0,8.6,1995.1,0.0,0,0.0,0.716,0.9,0.669,0.774,0,20.0,11.0,207.8,1.9,3.5,0.724,36.1,1995.1,1.0,0.0
40,18.6,42.0,4991,21:37:36.306,14.5,0.0,0.0,5.525,1097.3,3.5,0.6,42,0.001,2.2,57,0.2,0.0,9.1,1508.8,216.2,39.2,0.7,0.0,99.5,43,58,43,0.8,44,0.0,36,3.101,7.7,0,18.6,12021,11.3,41,0.0,76.5,1.3,68.8,0.0,1396.6,0.0,59,0.719,0.6,0.0,3.4,57,0.4,0.0,0.063,38.4,0.1,0.3,0.1,20.7,2904,0.0,43,6.1,8673,41.9,4.1,44,11.0,0.0,49.0,0.0,0.0,14.0,60,0.0,15.7,0.2,20.0,0.7,0.0,0.1,1.7,0,0.0,0.0,42,0.3,2.077,0.702,47.5,1097.3,2.1,43,0.0,96.1,530,1.583,0.0,0.0,58,57,97.8,11.0,1.0,99.9,0.1,0.0,0.78,1.7,40,13.9,0.0,0.0,3.2,1995.1,0.0,98.4,36.2,4.1,43,42,1.2,2.8,0.6,0.078,0.0,43,0.0,6.2,2.1,36.0,6.4,0.0,58,1.875,12.7,20.0,0.0,57,0.0,0.8,36,0.2,44,22.7,1396.6,0.0,39.2,0.0,0.696,13.7,4.004,8.0,1,0.8,0.5,15.1,0.7,21.6,21.6.2026,0.689,42,5,0.0,0.0,607,0.1,63.2,0.0,0.0,1.9,14.0,0.0,0.0,0.6,6.4,0.718,798.0,45,0.2,0.275,97.8,300.0,0.0,0,0.651,1097.3,0.0,0.0,10.4,1995.1,0.0,0,0.0,0.691,1.2,0.694,0.69,0,20.0,11.0,245.3,2.1,12.4,0.788,53.1,1995.1,0.0,20.7
40,30.6,41.0,4991,21:37:37.293,7.4,0.0,0.0,5.525,1097.3,3.9,0.5,42,0.003,1.8,56,0.0,0.0,6.5,1546.2,158.6,39.2,0.4,0.0,97.6,43,58,44,0.4,45,0.0,36,5.063,5.2,0,29.8,12020,3.2,43,0.0,79.3,0.0,83.4,0.0,2194.6,0.0,57,0.689,0.5,2.0,3.5,57,0.2,0.0,0.0,38.5,0.0,0.1,0.2,45.0,2903,0.0,43,8.7,8675,41.9,4.1,45,11.0,0.1,49.2,0.0,0.0,14.0,60,0.0,5.9,0.0,14.0,2.4,0.0,0.1,0.9,0,0.0,0.6,41,0.1,2.426,2.219,100.1,1895.4,0.0,43,0.0,96.3,530,2.227,0.0,0.0,58,57,99.9,19.0,1.6,99.9,0.0,0.0,0.761,4.9,40,7.3,0.0,0.0,4.0,1396.6,1.8,95.9,23.1,3.0,44,42,0.6,0.2,0.4,0.106,0.0,43,0.0,4.2,4.1,42.0,8.1,0.0,59,1.25,12.4,14.0,45.0,57,0.0,0.4,36,0.1,45,0.4,1396.6,1.9,40.5,0.0,0.711,6.9,5.032,16.0,1,0.2,2.3,15.5,0.6,34.5,21.6.2026,0.713,42,5,0.0,0.0,607,0.0,63.2,0.0,0.0,3.0,22.0,0.0,0.0,8.5,8.1,0.726,1596.1,45,0.3,0.004,96.9,350.0,0.0,0,0.691,1097.3,0.0,0.0,35.3,1895.4,0.0,0,0.0,0.726,0.7,0.693,0.771,0,19.0,11.0,898.0,4.1,58.1,0.746,116.2,1396.6,1.7,0.0
45,19.1,41.0,5289,21:37:38.292,39.5,0.0,0.0,5.525,1097.3,7.7,0.7,47,0.002,5.7,56,0.0,0.0,59.0,1758.2,1519.4,39.2,0.6,0.0,94.8,45,54,44,3.9,58,0.0,36,9.908,8.4,0,18.5,11370,17.7,44,0.0,59.3,0.3,36.1,0.0,1396.6,0.0,56,1.007,0.6,4.2,8.7,56,0.2,0.0,0.0,96.9,0.1,0.2,5.9,39.5,2606,0.0,44,5.0,9325,45.0,4.1,56,11.0,0.0,49.8,0.0,0.0,14.0,55,0.0,4.0,0.1,44.0,0.3,0.0,0.0,0.6,0,0.0,0.0,58,0.0,2.742,6.643,249.0,2194.6,0.5,56,0.0,90.9,530,3.434,0.0,0.0,53,56,99.3,22.0,18.6,99.9,0.0,0.0,0.921,150.3,39,39.4,0.0,0.0,0.8,1396.6,0.0,74.1,42.0,9.7,58,42,0.6,0.0,0.6,0.16,0.0,44,7.9,7.7,9.9,36.0,9.9,0.0,42,14.375,8.0,14.0,0.0,55,0.0,0.5,36,0.1,45,6.1,1396.6,1.2,32.2,0.0,0.961,14.2,9.477,38.0,1,0.0,29.6,17.6,0.7,12.0,21.6.2026,0.811,46,5,0.0,0.0,607,0.1,66.9,0.0,0.0,1.1,14.0,0.0,0.0,1.9,9.9,0.946,3790.7,45,3.6,0.0,98.8,300.0,1.8,0,0.963,1097.3,0.0,0.0,17.7,1097.3,0.0,0,0.0,1.004,0.5,1.012,0.821,0,11.0,11.0,432.2,9.9,759.6,1.029,289.0,4389.3,0.0,28.3
55,37.7,41.0,5308,21:37:39.301,49.5,0.0,0.0,5.525,1097.3,11.1,1.6,51,0.002,2.1,55,0.1,0.0,78.5,2406.6,2006.7,39.2,0.4,0.0,85.8,45,53,45,10.9,50,0.0,36,9.908,7.1,0,37.3,11370,24.7,44,0.0,41.0,0.2,10.6,0.0,4489.0,0.0,56,1.05,0.3,10.7,3.4,55,0.2,0.0,0.202,43.8,0.0,0.3,16.5,49.5,2587,0.1,45,0.0,9325,45.0,4.1,59,11.0,0.0,50.8,0.0,0.0,45.0,45,0.0,0.0,0.0,45.0,4.9,0.5,0.5,0.6,0,0.0,1.2,46,0.6,2.742,6.643,412.8,1097.3,0.2,59,0.0,96.3,530,3.434,0.0,0.0,49,55,99.2,11.0,23.9,99.8,0.1,0.0,1.023,425.2,40,49.3,0.0,0.0,7.8,1396.6,20.9,57.1,45.6,2.7,55,42,0.9,1.7,0.6,0.16,0.0,45,11.2,10.7,16.3,36.0,13.0,0.0,54,9.375,0.0,14.0,0.0,55,0.0,0.7,36,0.2,45,2.9,4489.0,2.2,10.5,0.0,1.025,26.4,14.966,39.0,1,0.0,36.0,24.1,0.8,82.1,21.6.2026,1.023,47,5,0.0,0.0,607,0.1,67.2,0.0,0.0,7.2,45.0,0.0,0.0,0.0,13.0,1.032,3890.5,45,11.0,0.133,92.6,300.0,6.1,0,0.981,1097.3,0.0,0.0,56.4,1097.3,0.0,0,0.0,1.047,0.8,1.035,1.023,0,11.0,11.0,1442.9,16.3,939.4,1.031,490.8,4489.0,0.0,0.2
63,19.3,41.0,5289,21:37:40.317,55.5,0.0,0.0,5.525,1097.3,10.8,0.4,52,0.004,3.5,53,0.0,0.0,92.4,2119.8,2383.6,39.2,0.7,0.0,87.4,45,51,47,8.7,61,0.0,36,15.015,8.3,0,17.9,11373,34.9,45,0.0,37.9,0.0,6.5,0.0,1396.6,0.0,55,1.032,0.1,8.5,5.0,53,0.0,0.0,0.0,57.2,0.0,0.1,15.5,55.5,2606,0.0,45,0.0,9322,45.0,4.1,51,11.0,0.0,50.5,0.0,0.0,45.0,37,0.0,0.0,0.0,14.0,1.7,0.0,0.3,0.8,0,0.0,0.0,46,0.3,3.218,11.203,414.0,2992.7,0.0,51,0.0,94.7,530,4.554,0.0,0.0,48,55,99.9,30.0,35.5,100.0,0.1,0.0,1.001,398.8,40,56.2,0.0,0.0,1.5,1396.6,0.0,53.9,72.2,4.5,63,43,0.4,0.0,0.6,0.198,0.0,47,12.0,13.3,16.3,42.0,12.4,0.0,54,10.625,0.0,14.0,2.0,55,0.0,0.3,36,0.1,45,0.5,4489.0,2.3,3.7,0.0,0.996,23.4,14.521,39.0,1,23.0,57.8,21.2,1.2,31.8,21.6.2026,0.976,49,5,0.0,0.0,607,0.0,66.9,0.0,0.1,2.6,14.0,0.0,0.0,0.0,12.4,1.017,3890.5,45,9.7,0.01,97.3,350.0,0.0,0,0.986,1097.3,0.0,0.0,23.8,3092.4,0.0,0,0.0,1.031,1.1,1.032,1.001,0,31.0,11.0,601.9,16.3,1482.1,1.067,491.0,1396.6,0.4,0.0
