P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
45,0.0,45.0,5007,20:11:18.382,0.8,0.0,0.0,4.506,1097.3,4.2,145.2,45,0.003,1.8,53,0.3,0.0,1.4,1234.5,36.1,42.5,3.7,0.0,48.5,47,54,47,14.9,48,0.0,4.49,37.7,0,0.4,9678,11.3,46,0.0,72.9,0.2,97.4,0.0,1296.8,0.0,54,0.685,10.3,29.4,3.7,53,0.2,0.0,0.369,41.5,0.1,0.2,7.5,14.9,2888,8.3,47,0.0,11529,54.3,9.9,48,11.0,0.0,47.7,0.1,0.0,17.0,55,0.0,8.5,0.1,14.0,0.3,0.0,0.3,0.8,0,0.0,0.0,45,0.6,3.028,0.998,49.8,1097.3,0.2,47,0.0,96.0,1324,1.825,0.0,0.0,55,53,99.6,11.0,12.1,86.3,0.1,0.0,0.684,180.7,44,2.0,0.0,0.0,0.9,1097.3,0.4,54.3,2.9,4.7,47,49,0.6,0.6,2.1,0.117,0.0,47,0.0,8.0,2.3,42.0,4.4,0.0,55,1.875,14.2,11.0,0.4,53,0.0,0.4,0.1,49,2.6,1695.9,32.0,91.4,0.0,0.686,0.0,4.487,5.0,0,0.0,5.6,12.4,0.8,6.6,21.6.2026,0.683,46,0.0,0.0,622,13.2,63.4,0.0,0.1,0.6,13.0,0.0,0.0,4.4,0.686,498.8,48,15.0,0.169,99.3,99.8,0.0,0,0.646,1097.3,0.0,0.0,0.1,1097.3,0.0,0,0.0,0.692,0.9,0.687,0.683,0,11.0,11.0,0.8,2.3,144.1,0.688,41.1,1396.6,14.3,4.6
43,0.0,44.0,5005,20:11:19.395,3.6,0.0,0.0,4.506,2892.9,4.1,136.5,44,0.006,1.9,54,0.1,0.0,0.2,1957.7,4.9,42.5,2.8,0.0,52.7,47,55,46,11.8,49,0.0,4.943,41.4,0,0.0,9679,17.4,45,0.0,68.4,0.0,99.3,0.0,1097.3,0.0,55,0.684,0.7,53.8,2.8,53,0.2,0.0,0.154,31.5,0.0,0.5,5.7,17.4,2890,7.5,47,0.0,11528,54.3,9.9,48,29.0,0.0,47.9,0.0,0.0,44.0,57,0.0,0.3,0.0,11.0,0.7,0.0,0.2,0.4,0,0.0,0.0,44,0.3,3.365,1.039,46.3,3092.4,0.0,46,0.0,97.0,1324,1.925,0.0,0.0,56,53,99.9,31.0,17.1,87.1,0.1,0.0,1.026,133.7,44,0.3,0.0,0.0,3.0,897.8,0.4,25.2,0.0,3.4,47,48,1.9,0.0,1.7,0.144,0.0,47,0.0,10.7,2.2,42.0,4.4,0.0,56,3.125,1.1,9.0,0.4,53,0.0,1.2,0.3,49,0.5,4389.3,31.5,96.3,0.0,0.668,0.0,4.942,4.0,0,0.0,8.3,19.6,0.4,11.7,21.6.2026,1.043,45,0.0,0.0,622,12.5,63.3,0.0,0.0,1.1,11.0,0.0,0.0,4.4,0.86,399.0,48,11.8,0.032,98.8,99.8,0.0,0,0.633,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.692,0.5,1.038,1.053,0,11.0,11.0,0.5,2.2,193.7,0.673,38.8,1097.3,13.0,0.0
45,0.0,43.0,5004,20:11:20.407,0.0,0.0,0.0,4.506,1596.1,3.9,90.1,44,0.007,4.6,53,0.2,0.0,0.1,1371.6,1.8,42.5,1.6,0.0,70.4,46,55,47,10.6,48,0.0,4.508,17.5,0,0.3,9680,17.5,45,0.0,80.3,0.0,99.6,0.0,1396.6,0.0,55,0.684,0.8,23.7,7.5,54,0.2,0.0,0.064,83.8,0.0,0.3,5.5,17.5,2891,4.7,46,3.7,11527,54.3,9.9,48,16.0,0.0,47.9,0.0,0.0,16.0,55,0.0,9.5,0.0,15.0,0.1,0.0,0.0,0.5,0,0.0,0.0,44,0.2,3.009,1.037,47.0,1596.1,0.0,47,0.0,92.4,1324,1.769,0.0,0.0,56,54,99.9,16.0,18.1,91.1,0.1,0.0,0.681,129.2,43,0.1,0.0,0.0,0.0,1097.3,0.4,53.4,0.0,7.7,47,48,1.3,0.4,0.8,0.132,0.0,46,0.0,4.8,2.1,42.0,4.2,0.0,56,3.75,22.9,11.0,0.4,54,0.0,0.9,0.2,48,0.4,1596.1,14.4,97.8,0.0,0.682,0.0,4.513,5.0,0,3.4,9.4,13.8,0.4,1.5,21.6.2026,0.729,45,0.0,0.0,622,8.5,63.3,0.0,0.0,0.1,14.0,0.0,0.0,4.2,0.695,498.8,48,10.8,0.002,99.8,350.0,0.0,0,0.646,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.687,0.5,0.683,0.719,0,11.0,11.0,0.4,2.1,238.3,0.692,39.1,1496.3,8.2,1.9
59,5.3,43.0,5665,20:11:21.427,19.5,0.0,0.0,4.506,2094.9,12.2,318.7,58,0.004,20.6,45,1.9,0.0,14.7,2531.3,383.0,42.5,10.8,0.0,65.6,55,44,55,23.6,60,0.0,9.583,436.2,0,7.5,8987,32.4,55,3.2,70.6,9.5,89.6,0.0,2992.7,0.0,45,0.807,0.4,19.3,18.8,45,0.2,0.0,5.47,379.3,6.2,0.2,32.5,32.4,2230,17.4,55,3.7,12220,57.6,9.9,60,21.0,9.0,45.2,9.0,0.0,29.0,41,0.0,7.0,5.9,29.0,12.2,0.0,0.1,238.0,0,0.0,0.0,55,2.0,3.097,6.024,395.8,2094.9,6.3,60,0.0,81.0,1324,3.064,0.0,0.0,42,45,93.5,21.0,33.1,87.2,5.9,0.0,0.814,827.5,44,9.2,0.0,0.0,9.9,3092.4,5.0,38.9,0.0,18.7,59,48,0.6,8.2,16.8,0.207,0.0,55,0.8,2.9,16.7,42.0,15.3,0.0,45,17.5,18.6,31.0,6.8,45,0.0,0.4,0.1,49,180.1,2892.9,4.3,88.4,0.0,0.814,0.0,9.677,25.0,0,27.4,41.1,25.4,251.2,230.7,21.6.2026,0.807,56,0.0,0.0,622,12.5,71.7,0.0,9.6,8.0,30.0,0.0,0.0,15.3,0.815,2493.9,48,23.9,0.014,91.8,350.0,4.4,0,0.781,2094.9,0.0,0.0,8.5,2094.9,0.0,0,0.0,0.822,234.9,0.807,0.809,0,21.0,21.0,218.0,16.7,1051.7,0.835,405.1,2892.9,12.4,12.7
59,5.3,43.0,5665,20:11:22.428,19.5,0.0,0.0,4.506,2094.9,12.2,318.7,58,0.004,20.6,45,1.9,0.0,14.7,2531.3,383.0,42.5,10.8,0.0,65.6,55,44,55,23.6,60,0.0,9.583,436.2,0,7.5,8987,32.4,55,3.2,70.6,9.5,89.6,0.0,2992.7,0.0,45,0.807,0.4,19.3,18.8,45,0.2,0.0,5.47,379.3,6.2,0.5,32.5,32.4,2230,17.4,55,3.7,12220,57.6,9.9,69,21.0,9.0,45.2,9.0,0.0,29.0,41,0.0,7.0,5.9,29.0,12.2,0.0,0.1,238.0,0,0.0,0.0,55,2.0,3.097,6.024,395.8,2094.9,6.3,69,0.0,81.0,1324,3.064,0.0,0.0,42,45,93.5,21.0,33.1,87.2,5.9,0.0,0.814,827.5,44,9.2,0.0,0.0,9.9,3092.4,5.0,38.9,0.0,18.7,59,48,1.9,8.2,16.8,0.207,0.0,55,0.8,2.9,16.7,42.0,15.3,0.0,45,21.875,18.6,31.0,6.8,45,0.0,1.3,0.3,49,180.1,2892.9,4.3,88.4,0.0,0.814,0.0,33.794,25.0,0,27.4,41.1,25.4,251.2,230.7,21.6.2026,0.807,56,0.0,0.0,622,12.5,71.7,0.0,9.6,8.0,30.0,0.0,0.0,15.3,0.815,2493.9,49,23.9,0.014,91.8,350.0,4.4,0,0.781,2094.9,0.0,0.0,8.5,2094.9,0.0,0,0.0,0.822,234.9,0.807,0.809,0,21.0,21.0,218.0,16.7,1051.7,0.835,405.1,2892.9,12.4,12.7
45,0.0,44.0,5006,20:11:23.436,0.0,0.0,0.0,4.506,2793.2,6.7,134.2,72,0.01,1.1,53,0.0,0.0,0.4,2481.4,8.6,42.5,6.6,0.0,0.0,48,48,47,50.5,60,0.0,32.454,282.5,0,0.0,9675,62.0,60,0.6,68.8,0.1,99.2,0.0,4489.0,0.0,40,0.954,0.0,0.1,1.2,53,0.0,0.0,0.0,16.2,0.0,0.3,80.7,62.0,2889,5.4,48,0.0,11532,54.3,9.9,69,28.0,0.0,49.1,0.0,0.0,14.0,55,0.0,0.0,0.0,14.0,0.1,0.0,0.3,0.6,0,0.0,0.0,47,0.3,4.008,27.432,225.7,3092.4,0.1,69,0.0,98.7,1324,8.81,0.0,0.0,28,52,99.8,31.0,8.3,88.0,0.0,0.0,0.957,2087.5,43,0.4,0.0,0.0,0.0,4489.0,0.0,83.2,0.0,1.9,72,49,1.1,0.0,1.8,0.517,0.0,47,0.0,5.9,16.2,42.0,11.6,0.0,53,21.875,0.0,45.0,0.0,52,0.0,0.8,0.2,49,1.7,1396.6,47.0,92.7,0.0,0.957,0.0,15.794,39.0,0,13.2,104.3,24.9,0.3,4.2,21.6.2026,0.969,52,0.0,0.0,622,11.8,63.4,0.0,0.0,0.3,45.0,0.0,0.0,11.6,0.978,3890.5,49,50.9,0.008,99.6,350.0,6.1,0,0.983,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.033,0.7,0.954,0.974,0,11.0,11.0,0.3,16.2,171.5,1.027,255.8,1396.6,10.1,0.9
45,0.0,45.0,5006,20:11:24.441,0.0,0.0,0.0,4.506,1097.3,7.4,38.0,46,0.004,1.0,53,0.2,0.0,2.8,1321.8,83.2,42.5,2.0,0.0,21.2,47,54,47,61.0,48,0.0,13.992,56.0,0,0.0,9676,14.1,46,7.0,73.1,0.2,97.9,0.0,1596.1,0.0,54,0.684,0.0,2.4,2.1,53,0.0,0.0,0.072,21.6,0.1,0.2,100.7,61.0,2889,1.5,47,0.0,11531,54.3,9.9,48,11.0,0.0,50.0,0.0,0.0,16.0,55,0.0,4.1,0.1,16.0,0.6,0.0,0.0,0.8,0,0.0,0.0,46,0.2,3.07,10.439,262.0,1097.3,0.4,47,0.0,97.8,1324,3.868,0.0,0.0,54,53,99.5,11.0,16.2,96.5,0.0,0.0,0.686,2628.9,43,1.9,0.0,0.0,23.7,897.8,1.8,75.8,0.0,3.5,47,49,0.6,0.0,22.7,0.126,0.0,47,0.0,1.5,11.7,42.0,9.9,0.0,54,2.5,11.8,9.0,0.0,53,0.0,0.4,0.1,48,4.1,1596.1,9.2,97.3,0.0,0.741,0.0,15.338,4.0,0,0.0,11.1,13.2,0.8,12.1,21.6.2026,0.684,46,0.0,0.0,622,3.3,63.4,0.0,0.0,1.1,16.0,0.0,0.0,9.9,0.69,399.0,48,61.3,0.0,98.8,350.0,0.0,0,0.633,1596.1,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.687,0.2,0.684,0.684,0,11.0,16.0,0.2,11.7,297.5,0.673,308.4,1596.1,1.5,13.1
45,0.0,45.0,5005,20:11:25.466,1.7,0.0,0.0,4.506,1596.1,3.9,132.6,46,0.006,0.7,53,0.0,0.0,0.1,1309.3,1.4,42.5,2.2,0.0,68.9,45,55,47,12.3,48,0.0,4.736,27.5,0,1.6,9676,16.5,45,0.0,74.7,0.0,99.7,0.0,1596.1,0.0,55,0.682,0.1,43.2,1.1,53,0.0,0.0,0.0,11.7,0.0,0.5,6.7,34.1,2890,7.0,45,0.3,11531,54.3,9.9,47,16.0,0.0,48.2,0.0,0.0,16.0,55,0.0,4.9,0.1,16.0,0.1,0.0,0.2,0.6,0,0.0,0.0,42,0.2,3.175,1.044,44.2,1097.3,0.0,47,0.0,98.7,1324,1.821,0.0,0.0,54,55,99.9,11.0,17.4,87.3,0.0,0.0,0.682,168.3,43,0.1,0.0,0.0,0.0,798.0,0.1,33.6,0.0,0.0,47,49,1.9,34.1,0.9,0.145,0.0,47,0.0,7.1,1.9,42.0,6.8,0.0,58,3.75,14.7,8.0,1.6,55,0.0,1.2,0.3,48,0.5,1596.1,13.6,96.7,0.0,0.727,0.0,4.734,4.0,0,0.0,7.8,13.1,0.4,1.4,21.6.2026,0.717,45,0.0,0.0,622,12.3,63.3,0.0,0.0,0.1,16.0,0.0,0.0,6.8,0.691,399.0,46,13.0,0.004,99.8,350.0,0.0,0,0.626,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.683,0.5,0.682,0.683,0,11.0,11.0,0.4,1.9,185.3,0.67,38.6,1596.1,11.7,1.5
46,0.0,44.0,5005,20:11:26.477,1.2,0.0,0.0,4.506,1097.3,3.9,131.5,43,0.004,0.3,54,0.2,0.0,0.9,1209.5,21.9,42.5,1.9,0.0,65.6,47,54,46,13.2,48,0.0,4.516,24.2,0,0.0,9677,15.7,45,0.0,81.4,0.0,98.8,0.0,1197.1,0.0,55,0.689,0.0,12.9,1.7,53,0.0,0.0,0.063,17.6,0.0,0.4,6.5,15.7,2890,7.2,46,1.8,11530,54.3,9.9,48,11.0,0.0,48.2,0.0,0.0,16.0,54,0.0,9.4,0.1,12.0,0.0,0.0,0.2,0.5,0,0.0,0.0,44,0.4,3.069,0.972,46.6,1596.1,0.0,45,0.0,98.2,1324,1.775,0.0,0.0,57,54,99.9,16.0,16.5,87.3,0.1,0.0,0.683,154.5,43,0.9,0.0,0.0,0.0,798.0,0.4,64.2,0.0,2.4,47,49,1.4,0.0,1.3,0.135,0.0,47,0.0,3.5,2.1,42.0,4.4,0.0,56,1.25,26.2,8.0,0.4,53,0.0,0.9,0.2,48,0.4,1596.1,14.8,97.1,0.0,0.681,0.0,4.515,4.0,0,6.2,8.2,12.1,0.4,1.2,21.6.2026,0.688,46,0.0,0.0,622,12.3,63.3,0.0,0.0,0.1,12.0,0.0,0.0,4.4,0.688,399.0,48,13.2,0.127,99.8,350.0,0.0,0,0.626,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.689,0.7,0.683,0.718,0,11.0,11.0,0.4,2.1,205.9,0.67,41.0,1197.1,12.9,0.0
55,15.6,45.0,5213,20:11:27.474,32.7,0.0,7.0,4.506,1097.3,20.5,461.3,52,0.002,29.4,48,0.5,0.0,35.0,2618.6,901.9,42.5,17.8,0.0,56.4,52,48,52,26.6,56,0.0,13.309,651.2,0,15.3,9397,29.7,51,6.7,56.4,23.7,68.0,0.0,4389.3,0.0,49,0.973,0.1,33.2,25.5,48,0.1,0.0,0.647,526.3,20.0,0.2,34.8,53.9,2682,25.4,52,0.0,11810,55.6,9.9,58,11.0,26.0,37.3,22.7,0.0,37.0,45,0.0,9.6,17.7,41.0,23.9,6.5,0.0,673.3,0,0.0,3.4,54,0.5,3.122,9.68,647.3,1097.3,17.0,58,9.4,66.8,1324,3.893,0.0,0.0,48,48,76.0,11.0,29.9,69.9,15.4,0.0,0.841,876.7,43,23.6,0.0,0.0,53.9,3890.5,17.2,30.0,5.5,26.4,55,48,0.5,16.7,25.4,0.155,0.0,52,0.0,9.7,27.8,42.0,24.4,0.0,46,10.0,14.7,39.0,18.5,48,0.0,0.4,0.1,50,434.8,3691.0,6.9,71.2,0.0,0.841,2.8,13.34,38.0,0,15.5,33.5,26.2,781.6,437.9,21.6.2026,1.017,52,0.0,6.4,622,19.8,66.0,0.0,30.3,17.3,44.0,0.0,0.0,24.4,0.962,3790.7,49,26.8,0.002,75.8,350.0,0.0,0,0.961,1596.1,0.0,0.0,23.0,1097.3,0.0,0,0.0,1.019,582.5,0.907,1.042,0,11.0,16.0,589.8,27.7,850.1,1.052,678.0,4090.0,19.7,20.3
75,76.7,44.0,5226,20:11:28.465,84.0,0.0,9.6,4.506,3092.4,82.1,2121.6,70,0.007,113.6,37,0.0,0.0,118.4,3728.4,3060.7,42.5,87.7,0.0,0.0,63,34,63,87.2,68,0.0,34.4,3216.6,0,77.5,9376,82.4,59,0.7,1.2,113.6,4.5,0.0,4389.3,0.0,41,1.061,0.1,15.5,81.6,37,0.0,0.0,0.0,2107.3,82.2,0.5,121.4,87.6,2669,115.0,63,0.0,11831,55.7,9.9,68,31.0,113.5,3.9,113.5,0.0,44.0,25,0.0,0.0,80.5,44.0,113.1,9.4,0.0,2929.7,0,0.0,0.1,71,0.0,4.121,29.312,2707.8,3092.4,80.9,68,9.9,7.7,1324,9.315,0.0,0.0,30,37,8.4,31.0,82.2,6.0,80.1,0.0,1.073,3120.9,43,83.9,0.0,0.0,80.6,4289.5,80.9,0.0,10.2,81.0,75,48,1.6,81.6,124.6,0.561,0.0,63,0.0,10.3,115.8,42.0,82.5,0.0,29,50.001,0.0,43.0,82.9,37,0.0,1.1,0.3,50,2087.8,4389.3,10.3,0.3,0.0,1.073,8.2,34.369,38.0,0,80.6,115.0,37.4,3002.6,2079.9,21.6.2026,1.061,66,0.0,9.6,622,82.9,66.1,0.0,116.2,80.4,44.0,0.0,0.0,82.5,1.063,3790.7,50,86.7,0.016,8.6,350.0,0.1,0,0.966,3092.4,0.0,0.0,111.4,3092.4,0.0,0,0.0,1.031,2925.3,1.061,1.061,0,31.0,31.0,2876.3,115.8,2964.7,1.083,2826.4,4389.3,83.3,87.6
82,73.5,45.0,5226,20:11:29.476,79.0,0.0,10.3,4.506,3092.4,78.7,2110.1,76,0.006,114.3,31,0.0,0.0,115.9,3678.5,2979.8,42.5,87.8,0.0,0.0,69,28,69,82.2,82,0.0,36.892,3333.4,0,74.0,9376,80.8,71,1.6,2.1,114.2,7.5,0.0,4289.5,0.0,29,1.038,0.0,9.2,77.9,31,0.0,0.0,0.0,2108.6,75.6,0.4,121.0,88.2,2669,114.5,69,0.0,11831,55.7,9.9,78,31.0,114.9,6.4,118.6,0.0,44.0,18,0.0,0.0,77.1,44.0,114.5,10.4,0.4,2955.8,0,0.0,0.0,69,0.4,3.99,31.91,2717.3,2992.7,77.5,78,11.5,10.5,1324,9.605,0.0,0.0,24,31,10.7,30.0,80.4,9.1,79.7,0.0,1.021,3104.6,42,78.5,0.0,0.0,78.1,4289.5,77.5,0.3,8.9,78.0,82,49,1.3,78.0,129.5,0.556,0.0,69,1.6,10.2,116.6,42.0,79.2,0.0,31,42.501,0.0,43.0,76.0,31,0.0,0.9,0.2,52,2091.1,4389.3,9.6,0.8,0.0,1.021,10.1,36.384,38.0,0,80.1,119.9,36.9,2888.6,2083.2,21.6.2026,1.058,72,0.0,11.6,622,78.0,66.1,0.0,112.3,77.4,43.0,0.0,0.0,79.2,1.044,3790.7,50,81.6,0.147,9.5,350.0,8.5,0,0.971,2992.7,0.0,0.0,109.3,2992.7,0.0,0,0.0,1.067,3052.2,1.058,1.046,0,30.0,30.0,2812.3,116.5,3087.8,1.042,2838.9,4389.3,78.1,88.2
45,43.5,45.0,5014,20:11:30.479,40.9,0.0,10.6,4.506,1097.3,46.2,1239.7,46,0.003,69.6,53,0.1,0.0,70.9,1147.2,1825.5,42.5,49.7,0.0,14.2,47,53,47,51.7,49,0.0,26.457,1931.8,0,42.3,9684,50.7,48,0.1,28.1,69.6,44.0,0.0,1097.3,0.0,52,0.684,0.0,22.3,42.9,53,0.0,0.0,0.019,1227.1,43.8,0.2,74.8,51.7,2881,69.9,47,0.0,11523,54.3,9.9,49,11.0,69.3,23.4,77.8,0.0,12.0,55,0.0,1.1,43.6,12.0,69.8,10.2,0.0,1781.4,0,0.0,0.1,46,0.1,3.503,22.253,1662.3,1396.6,44.3,48,10.6,45.5,1324,6.738,0.0,0.0,54,53,44.6,14.0,51.0,44.1,48.8,0.0,0.683,1922.4,42,45.8,0.0,0.0,44.0,997.6,42.5,15.4,7.6,43.3,48,49,0.8,43.5,75.0,0.366,0.0,47,0.1,13.2,71.6,42.0,43.2,0.0,54,3.75,2.3,10.0,42.6,53,0.0,0.5,0.1,49,1262.4,1197.1,25.6,38.8,0.0,0.688,8.9,27.077,4.0,0,24.7,74.0,11.5,1788.0,1272.8,21.6.2026,0.682,47,0.0,9.7,622,44.2,63.5,0.0,69.5,44.9,11.0,0.0,0.0,43.2,0.686,399.0,49,52.1,0.0,44.5,350.0,8.4,0,0.638,1097.3,0.0,0.0,69.6,1097.3,0.0,0,0.0,0.683,2005.5,0.683,0.709,0,11.0,11.0,1792.3,71.7,1898.6,0.678,1748.1,1197.1,44.9,47.9
45,0.0,45.0,5015,20:11:31.490,5.1,0.0,0.0,4.506,1097.3,4.5,50.5,44,0.007,5.5,54,1.5,0.0,0.0,1184.6,0.8,42.5,1.5,0.0,43.8,46,55,46,19.1,48,0.0,4.903,17.7,0,0.0,9681,13.4,45,0.0,70.3,0.1,99.8,0.0,1396.6,0.0,55,0.687,0.1,37.4,9.5,54,0.0,0.0,3.106,103.5,0.0,0.5,9.9,19.1,2880,3.2,47,0.0,11526,54.3,9.9,48,11.0,0.3,47.9,0.0,0.0,14.0,55,0.0,3.1,1.3,14.0,0.4,0.0,0.4,16.4,0,0.0,0.0,44,1.8,3.267,1.091,51.5,1097.3,0.2,45,0.0,90.3,1324,1.897,0.0,0.0,56,53,99.7,11.0,16.0,95.0,0.1,0.0,0.683,235.9,43,0.1,0.0,0.0,2.7,897.8,2.8,40.3,0.0,11.1,47,49,1.9,2.3,0.8,0.146,0.0,46,0.0,8.7,2.3,42.0,5.6,0.0,56,1.875,9.2,9.0,0.7,54,0.0,1.2,0.3,48,2.4,1396.6,32.4,97.4,0.0,0.683,0.0,4.891,4.0,0,0.0,7.4,11.9,0.4,14.4,21.6.2026,0.683,45,0.0,0.0,622,4.7,63.5,0.0,0.0,1.4,14.0,0.0,0.0,5.6,0.686,399.0,48,18.9,0.081,98.5,99.8,0.0,0,0.633,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.693,0.6,0.687,0.688,0,11.0,11.0,0.3,2.3,175.5,0.682,46.4,1396.6,4.5,5.0
