P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
65,0.0,42.0,6438,20:7:57.452,35.2,0.0,2.2,4.506,1097.3,14.6,4.3,55,0.007,7.7,52,85.4,0.0,58.0,3366.8,1496.5,40.0,32.0,0.0,0.8,48,49,48,31.0,67,0.0,19.833,1191.6,0,0.0,9133,25.7,49,2.8,19.4,0.6,46.6,0.0,3890.5,0.0,51,1.076,85.8,26.3,11.0,52,0.6,0.0,18.417,136.3,0.0,0.3,41.9,54.2,1457,0.3,48,0.0,12074,56.9,8.0,67,11.0,83.5,50.1,0.0,0.0,45.0,35,0.0,0.0,53.9,42.0,5.7,0.0,0.1,2144.6,0,0.0,4.5,46,85.6,4.052,15.055,518.1,2793.2,0.7,67,0.0,85.7,1070,5.831,0.0,0.0,45,52,99.2,28.0,1.7,99.7,0.0,0.0,0.981,1055.3,45,36.1,0.0,0.0,8.4,4489.0,54.2,6.8,37.6,11.1,65,45,1.1,0.8,46.9,0.265,0.0,48,8.2,16.9,20.6,36.0,19.3,0.0,54,15.0,0.0,45.0,0.1,52,0.0,0.9,0.2,45,10.6,4489.0,61.1,23.3,0.0,1.056,7.9,19.822,39.0,0,34.4,2.8,33.8,0.4,106.4,21.6.2026,0.932,51,0.0,0.0,684,0.2,81.5,0.0,0.0,8.5,39.0,0.0,0.0,19.3,1.018,3890.5,45,31.5,0.118,91.1,300.0,10.0,0,0.986,3092.4,0.0,0.0,0.0,2892.9,0.0,0,0.0,1.056,0.9,1.026,0.946,0,29.0,31.0,0.7,20.6,70.1,1.07,607.7,4189.8,0.4,30.4
56,0.0,43.0,6456,20:7:58.458,38.4,0.0,0.0,4.506,1097.3,14.0,0.9,67,0.0,4.7,52,37.0,0.0,59.5,2705.9,1534.8,40.0,35.3,0.0,2.1,50,48,48,30.7,68,0.0,21.233,1298.7,0,0.0,9130,0.0,46,0.2,17.8,0.2,47.6,0.0,4489.0,0.0,54,1.009,16.3,25.2,6.4,50,5.6,0.0,12.068,84.3,0.0,0.1,39.1,57.5,1439,0.1,50,0.0,12077,56.9,8.0,68,11.0,93.4,51.2,0.0,0.0,41.0,44,0.0,0.0,57.1,44.0,1.2,0.0,0.2,2396.1,0,0.0,7.4,46,37.3,3.704,16.878,528.3,1097.3,0.2,68,0.0,93.0,1070,5.809,0.0,0.0,33,50,99.7,11.0,0.1,99.9,0.0,0.0,0.733,992.9,46,36.4,0.0,0.0,1.7,3691.0,57.5,7.3,40.6,6.5,67,45,0.2,1.8,51.0,0.245,0.0,50,3.2,17.6,20.8,36.0,14.5,0.0,54,4.375,0.0,37.0,0.0,50,0.0,0.2,0.0,46,4.1,4090.0,63.2,14.2,0.0,0.694,11.5,20.687,39.0,0,0.0,0.3,27.1,0.6,22.3,21.6.2026,0.695,52,0.0,0.0,684,0.1,81.7,0.0,0.0,1.5,45.0,0.0,0.0,14.5,0.857,3890.5,45,31.2,1.312,98.3,300.0,8.5,0,0.988,1097.3,0.0,0.0,0.1,1695.9,0.0,0,0.0,1.031,0.5,0.944,0.693,0,17.0,11.0,1.1,20.8,3.9,1.053,625.5,4389.3,0.2,37.4
43,0.0,44.0,6111,20:7:59.465,4.5,0.0,0.0,4.506,1097.3,13.6,1.5,44,0.005,10.7,53,2.1,0.0,22.0,1384.1,565.8,40.0,31.1,0.0,18.3,47,55,47,38.4,45,0.0,16.922,1094.0,0,35.6,9563,0.0,45,4.7,35.6,0.2,75.4,0.0,1396.6,0.0,55,0.705,2.3,33.1,17.3,53,1.1,0.0,1.447,194.0,0.0,0.4,48.4,51.0,1784,0.1,45,0.0,11644,54.9,8.0,46,11.0,77.1,49.6,0.0,0.0,14.0,57,0.0,0.7,51.4,19.0,5.3,0.0,0.1,1986.6,0,0.0,10.4,44,2.2,3.883,12.412,431.3,1097.3,0.2,45,0.0,81.9,1070,5.05,0.0,0.0,56,55,99.7,11.0,0.2,99.9,0.0,0.0,0.731,1233.2,45,15.6,0.0,0.0,7.9,1396.6,51.0,8.1,14.2,17.0,47,45,1.3,0.0,43.0,0.252,0.0,47,3.4,10.5,17.3,42.0,15.5,0.0,56,4.375,3.0,14.0,0.9,53,0.0,0.9,0.2,46,2.8,1396.6,32.3,40.6,0.0,0.681,4.1,17.86,10.0,0,0.0,0.2,13.9,0.7,92.4,21.6.2026,0.68,45,0.0,0.0,684,0.1,77.3,0.0,0.0,8.2,14.0,0.0,0.0,15.5,0.687,997.6,46,39.2,0.689,91.5,350.0,5.7,0,0.678,1097.3,0.0,0.0,0.0,1695.9,0.0,0,0.0,0.66,0.7,0.66,0.681,0,17.0,11.0,0.7,17.3,3.0,0.695,498.0,1895.4,0.0,30.5
43,0.0,42.0,6113,20:8:0.463,12.4,0.0,0.0,4.506,1097.3,7.3,2.4,44,0.006,9.8,55,3.2,0.0,1.7,1633.5,40.0,40.0,11.2,0.0,29.1,44,56,45,20.0,45,0.0,5.329,154.4,0,0.0,9561,23.0,44,0.0,56.7,7.9,85.6,0.0,1995.1,0.0,56,0.718,3.0,31.5,16.2,56,2.5,0.0,0.983,177.8,0.0,0.3,12.6,23.0,1781,0.1,45,0.7,11646,54.9,8.0,45,11.0,11.7,45.8,0.0,0.0,20.0,57,0.0,2.2,19.2,20.0,2.1,0.0,0.2,280.7,0,0.0,0.0,45,3.4,3.365,1.43,94.6,1097.3,13.1,44,0.0,83.3,1070,2.097,0.0,0.0,56,55,86.5,11.0,0.4,99.8,0.0,0.0,0.766,291.5,45,2.9,0.0,0.0,3.3,1895.4,19.1,44.2,17.0,16.4,45,45,1.4,15.9,7.1,0.152,0.0,44,0.0,13.0,4.5,42.0,10.8,0.0,55,1.875,7.0,19.0,0.2,56,0.0,0.9,0.2,45,144.6,1995.1,44.3,67.8,0.0,0.691,10.8,5.317,13.0,0,8.6,0.4,16.4,0.4,37.6,21.6.2026,0.684,44,0.0,0.0,684,0.2,77.4,0.0,0.0,3.2,20.0,0.0,0.0,10.8,0.713,1296.8,45,20.5,0.538,96.6,350.0,0.0,0,0.666,1097.3,0.0,0.0,0.0,1895.4,0.0,0,0.0,0.718,0.6,0.718,0.685,0,19.0,11.0,0.4,4.4,4.6,0.726,95.5,1995.1,0.0,11.2
43,0.0,42.0,6115,20:8:1.460,18.7,0.0,2.0,4.506,1097.3,16.8,74.4,42,0.005,21.1,55,6.0,0.0,11.9,1396.6,290.8,40.2,27.6,0.0,12.0,45,56,45,38.3,45,0.0,7.778,452.8,0,0.0,9557,0.0,45,0.5,23.9,10.5,55.8,0.0,1396.6,0.0,55,0.691,0.3,48.3,33.4,55,1.4,0.0,6.253,381.0,0.1,0.3,27.2,38.3,1780,4.1,45,0.0,11650,54.9,8.0,45,11.0,26.8,39.7,0.0,0.0,19.0,57,0.0,0.0,37.3,14.0,14.5,0.3,2.6,661.4,0,0.0,1.7,45,8.6,3.886,3.312,248.9,1795.6,16.6,45,0.0,63.1,1070,2.888,0.0,0.0,58,55,82.4,18.0,0.5,93.2,0.0,0.0,0.701,673.2,47,18.7,0.0,0.0,23.3,1396.6,37.3,9.6,50.0,33.6,45,45,0.9,15.6,18.3,0.205,0.0,45,0.0,21.2,11.3,42.0,17.6,0.0,55,3.75,0.0,14.0,0.0,55,0.0,0.7,0.2,45,187.2,1895.4,46.0,18.2,0.0,0.838,22.9,7.813,8.0,0,8.5,0.5,14.0,0.8,256.8,21.6.2026,0.685,44,0.0,0.0,684,6.5,77.4,0.0,0.0,22.8,14.0,0.0,0.0,17.6,0.723,798.0,45,38.0,16.7,75.7,350.0,1.0,0,0.646,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.706,0.6,0.706,0.756,0,11.0,11.0,0.8,11.3,6.6,0.697,253.1,1396.6,8.0,27.6
42,0.0,42.0,6115,20:8:2.475,55.1,0.0,0.0,4.506,1097.3,12.9,33.3,42,0.004,1.3,55,2.7,0.0,35.2,1458.9,885.1,40.2,36.7,0.0,2.3,45,56,45,31.4,45,0.0,7.87,599.2,0,20.9,9557,38.1,45,0.0,18.5,2.5,6.4,0.0,1995.1,0.0,55,0.686,0.0,29.3,1.8,55,1.2,0.0,3.127,19.9,0.0,0.3,21.6,55.1,1780,1.6,45,0.0,11650,54.9,8.0,45,11.0,1.2,47.4,0.0,0.0,20.0,58,0.0,0.0,2.0,14.0,8.5,0.0,2.1,23.4,0,0.0,0.8,44,4.8,3.861,3.393,206.2,1097.3,4.0,45,0.0,98.2,1070,2.788,0.0,0.0,58,55,95.9,11.0,8.5,96.9,0.0,0.0,0.687,527.8,47,54.7,0.0,0.0,14.0,1895.4,0.4,57.9,51.3,0.0,45,45,0.9,5.6,24.3,0.199,0.0,45,0.9,22.3,8.7,42.0,19.7,0.0,56,1.25,0.0,19.0,1.7,55,0.0,0.7,0.2,45,44.9,1995.1,63.4,7.4,0.0,0.687,34.8,7.752,13.0,0,27.9,7.7,14.6,0.5,150.9,21.6.2026,0.722,44,0.0,0.0,684,3.0,77.4,0.0,0.0,13.4,20.0,0.0,0.0,19.7,0.703,1296.8,45,31.1,12.764,86.1,350.0,0.0,0,0.666,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.716,0.5,0.721,0.682,0,11.0,11.0,0.5,8.7,188.8,0.726,242.2,1396.6,4.3,36.9
41,0.0,42.0,6109,20:8:3.471,0.0,0.0,0.0,4.506,1097.3,5.4,79.9,42,0.002,1.4,55,1.3,0.0,2.1,1346.7,51.5,40.2,13.7,0.0,33.1,45,57,45,19.3,45,0.0,5.033,192.3,0,0.0,9561,0.0,43,0.0,69.0,3.6,83.6,0.0,1396.6,0.0,57,0.696,0.2,0.0,2.3,55,0.1,0.0,1.52,26.2,0.0,0.2,10.6,19.3,1785,4.5,45,0.0,11646,54.9,8.0,45,11.0,0.0,46.3,0.0,0.0,18.0,59,0.0,2.6,0.0,18.0,6.9,0.0,0.2,0.4,0,0.0,0.0,41,1.5,3.212,1.311,67.9,1097.3,5.8,45,0.0,97.6,1070,1.947,0.0,0.0,58,55,93.7,11.0,0.7,92.7,0.1,0.0,0.689,259.2,46,3.6,0.0,0.0,11.9,1396.6,0.0,99.0,22.0,5.7,45,45,0.6,6.4,7.8,0.128,0.0,45,0.0,9.8,3.1,36.0,5.4,0.0,59,2.5,5.7,14.0,0.0,55,0.0,0.4,0.1,45,64.0,1795.6,43.5,60.5,0.0,0.688,11.5,5.18,13.0,0,0.0,0.5,13.5,0.5,127.2,21.6.2026,0.684,43,0.0,1.4,684,7.2,77.3,0.0,0.0,11.7,14.0,0.0,0.0,5.4,0.691,1296.8,45,19.2,0.347,86.1,300.0,0.0,0,0.666,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.694,0.6,0.696,0.689,0,11.0,11.0,0.5,3.1,12.5,0.689,70.9,1795.6,7.9,13.7
45,0.0,42.0,6112,20:8:4.481,12.2,0.0,0.0,4.506,1097.3,4.9,1.5,62,0.006,0.1,56,1.1,0.0,1.2,2543.8,28.3,40.2,23.8,0.0,19.5,45,53,44,24.6,62,0.0,6.31,632.5,0,0.0,9554,0.0,46,0.0,69.5,0.9,97.0,0.0,4489.0,0.0,54,1.048,0.1,0.0,0.1,56,0.0,0.0,1.105,1.7,0.0,0.4,19.5,24.6,1782,0.2,45,2.3,11653,54.9,8.0,62,11.0,0.0,49.3,0.0,0.0,37.0,55,0.0,0.8,0.0,14.0,3.8,0.0,0.0,0.4,0,0.0,2.6,44,1.1,3.127,2.658,103.1,1097.3,1.4,62,0.0,99.8,1070,2.204,0.0,0.0,38,55,98.4,11.0,0.0,99.8,0.0,0.0,1.027,490.7,45,2.1,0.0,0.0,5.3,4489.0,0.8,99.9,8.4,0.0,62,45,1.3,0.7,24.9,0.139,0.0,44,0.0,7.4,4.2,36.0,7.0,0.0,56,11.25,5.6,45.0,0.0,55,0.0,0.9,0.2,45,16.1,3691.0,50.4,61.6,0.0,1.032,0.0,5.65,8.0,0,17.3,0.0,25.5,0.3,63.8,21.6.2026,1.026,47,0.0,0.0,684,0.1,77.4,0.0,0.0,5.6,45.0,0.0,0.0,7.0,1.032,798.0,45,25.7,0.0,94.0,300.0,0.0,0,0.648,2992.7,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.028,0.5,1.036,1.027,0,11.0,30.0,0.4,4.2,0.6,1.031,123.4,1396.6,0.0,23.1
44,0.0,42.0,6113,20:8:5.488,16.8,0.0,0.0,4.506,3092.4,10.0,0.6,47,0.001,0.1,55,0.3,0.0,28.5,2967.7,735.6,40.2,61.7,0.0,8.0,46,52,45,34.7,59,0.0,17.245,2660.5,0,0.0,9550,29.2,59,11.2,47.0,0.2,79.8,0.0,4489.0,0.0,41,1.033,0.0,0.0,0.1,54,0.0,0.0,0.27,1.5,0.0,0.1,50.2,62.1,1781,0.0,46,0.0,11657,54.9,8.0,59,31.0,0.0,52.2,0.0,0.0,14.0,56,0.0,0.0,0.0,14.0,3.9,0.0,0.2,0.4,0,0.0,12.4,50,0.5,3.083,13.642,397.7,2992.7,0.3,59,0.0,99.8,1070,4.564,0.0,0.0,53,54,99.7,30.0,0.1,99.9,0.0,0.0,1.025,1295.6,45,17.4,0.0,0.0,6.4,4489.0,0.0,99.8,24.8,0.0,59,45,0.2,1.0,102.9,0.124,0.0,46,0.4,8.7,15.5,36.0,12.6,0.0,50,16.25,0.0,45.0,0.8,54,0.0,0.2,0.0,45,3.8,1396.6,43.6,0.2,0.0,1.03,1.3,17.141,39.0,0,0.0,0.1,29.8,0.4,71.0,21.6.2026,1.023,48,0.0,0.0,684,0.0,77.4,0.0,0.0,5.6,45.0,0.0,0.0,12.6,1.027,3890.5,45,34.5,1.548,94.0,300.0,0.0,0,0.986,2892.9,0.0,0.0,0.1,2992.7,0.0,0,0.0,1.019,0.5,1.023,1.023,0,30.0,29.0,1.3,15.5,1.2,1.038,477.0,1396.6,0.0,62.1
46,0.0,42.0,6114,20:8:6.481,17.2,0.0,0.0,4.506,1097.3,10.5,1.0,64,0.007,0.1,55,0.0,0.0,33.5,2020.1,853.7,40.2,65.0,0.0,44.7,46,52,45,33.5,64,0.0,15.884,2695.9,0,32.7,9552,0.0,46,11.5,54.1,1.5,71.2,0.0,4489.0,0.0,54,1.005,0.0,0.0,0.1,55,0.0,0.0,0.062,1.5,0.0,0.4,50.2,64.6,1781,0.1,46,0.0,11655,54.9,8.0,64,11.0,0.0,51.3,0.0,0.0,37.0,54,0.0,0.0,0.0,14.0,2.7,0.0,0.1,0.4,0,0.0,2.2,44,0.1,3.226,12.108,409.3,1097.3,1.8,64,0.0,99.8,1070,4.579,0.0,0.0,36,54,98.1,11.0,0.0,99.9,0.0,0.0,0.766,1278.2,44,21.8,0.0,0.0,2.2,1396.6,0.6,99.9,30.4,0.7,64,46,1.4,0.9,104.3,0.156,0.0,45,2.8,4.8,16.0,42.0,14.7,0.0,56,4.375,0.0,14.0,0.0,54,0.0,1.0,0.2,45,27.1,3691.0,5.7,0.8,0.0,0.706,2.4,16.217,39.0,0,23.1,0.1,20.2,0.4,50.6,21.6.2026,0.699,48,0.0,0.0,684,0.1,77.4,0.0,0.0,3.4,45.0,0.0,0.0,14.7,0.868,3890.5,45,34.2,0.063,96.4,350.0,0.0,0,0.986,1097.3,0.0,0.0,0.0,1895.4,0.0,0,0.0,1.026,0.6,1.01,0.706,0,19.0,11.0,0.6,16.0,1.4,1.026,490.9,1396.6,0.6,64.6
49,0.5,42.0,6116,20:8:7.488,22.7,0.0,0.0,4.506,1097.3,11.5,1.5,72,0.001,0.1,54,0.0,0.0,22.5,2020.1,944.6,40.2,80.6,0.0,65.6,45,50,46,27.3,64,0.0,15.97,3522.1,0,9.2,9551,2.7,48,1.8,57.4,0.5,68.0,0.0,4489.0,0.0,52,1.068,0.1,0.0,0.2,54,0.0,0.0,0.0,2.2,0.0,0.1,37.9,76.4,1779,0.0,45,0.0,11656,54.9,8.0,66,11.0,0.0,50.7,0.0,0.0,14.0,51,0.0,0.0,0.0,45.0,2.9,0.0,0.4,0.6,0,0.0,4.0,51,0.4,2.92,12.521,471.9,1097.3,0.8,66,0.0,99.8,1070,4.402,0.0,0.0,28,55,99.1,11.0,3.6,99.9,0.0,0.0,1.038,971.3,44,23.1,0.0,0.0,4.4,1396.6,0.0,96.0,14.6,0.0,72,46,0.3,1.5,127.4,0.128,0.0,46,4.2,2.7,16.0,42.0,12.1,0.0,49,23.75,0.0,14.0,0.8,55,0.0,0.2,0.0,45,10.1,1396.6,3.5,0.0,0.0,1.038,3.9,15.751,39.0,0,0.0,0.4,20.2,0.4,46.0,21.6.2026,1.048,50,0.0,0.0,684,0.1,77.4,0.0,0.0,3.1,45.0,0.0,0.0,12.1,1.045,3890.5,46,26.5,0.071,96.7,350.0,0.0,0,0.986,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.028,0.4,1.063,1.038,0,11.0,11.0,23.9,16.0,139.8,1.038,565.9,4489.0,0.0,76.4
43,0.0,43.0,6112,20:8:8.491,26.3,0.0,0.0,4.506,1097.3,12.2,0.9,68,0.006,0.1,55,0.3,0.0,42.9,2381.7,464.9,40.2,99.9,0.0,40.8,45,52,45,29.6,69,0.0,21.247,4487.0,0,2.0,9562,1.2,48,4.9,54.2,0.9,76.6,0.0,4489.0,0.0,52,1.039,0.0,0.0,0.1,55,0.0,0.0,0.302,1.3,0.0,0.5,44.7,100.0,1783,0.1,45,0.0,11645,54.9,8.0,69,11.0,0.0,50.8,0.1,0.0,43.0,57,0.0,0.0,0.0,14.0,2.5,0.0,0.3,0.4,0,0.0,0.0,45,0.6,3.229,17.469,514.8,1097.3,1.6,69,0.0,99.9,1070,5.708,0.0,0.0,32,55,98.3,11.0,0.3,99.9,0.1,0.0,1.029,1144.0,43,11.6,0.0,0.0,3.2,4489.0,0.0,99.6,0.0,0.0,68,46,1.7,0.6,173.1,0.161,0.0,45,6.6,2.7,22.7,42.0,13.8,0.0,55,16.25,0.0,45.0,0.0,55,0.0,1.2,0.3,46,24.4,4289.5,17.2,0.0,0.0,1.021,4.1,21.523,39.0,0,0.0,6.9,23.9,0.4,39.4,21.6.2026,1.034,48,0.0,0.0,684,0.1,77.4,0.0,0.0,3.2,45.0,0.0,0.0,13.8,1.038,3890.5,45,30.1,0.052,96.6,350.0,0.0,0,0.988,1097.3,0.0,0.0,1.2,1097.3,0.0,0,0.0,1.022,1.3,1.059,1.029,0,11.0,11.0,0.8,22.7,12.9,1.07,617.6,1396.6,3.0,100.0
49,0.0,42.0,6111,20:8:9.496,0.0,0.0,0.0,4.506,1097.3,9.8,5.1,68,0.004,0.1,54,0.0,0.0,1.6,2381.7,70.0,40.2,99.9,0.0,68.9,46,51,46,12.2,69,0.0,17.284,4486.9,0,0.0,9562,0.0,46,0.0,66.3,1.0,96.3,0.0,4489.0,0.0,54,1.064,0.1,0.0,0.1,54,0.0,0.0,0.0,1.7,0.0,0.2,13.8,100.0,1783,0.2,46,0.0,11645,54.9,8.0,69,11.0,0.0,49.7,0.0,0.0,43.0,51,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.6,0,0.0,0.0,44,0.0,3.036,13.795,410.9,1097.3,1.0,69,0.0,99.8,1070,4.709,0.0,0.0,32,54,98.9,11.0,0.0,99.7,0.0,0.0,1.039,339.5,42,2.8,0.0,0.0,1.1,1396.6,0.0,99.9,0.0,1.4,68,46,0.9,1.2,173.1,0.119,0.0,46,0.0,0.9,15.9,42.0,9.7,0.0,56,12.5,0.0,14.0,0.0,54,0.0,0.6,0.1,45,11.1,4289.5,7.5,0.0,0.0,1.039,0.0,17.168,39.0,0,0.0,0.0,23.9,0.6,13.1,21.6.2026,1.027,49,0.0,0.0,684,0.3,77.4,0.0,0.0,0.9,45.0,0.0,0.0,9.7,1.04,3890.5,45,13.0,0.0,98.8,350.0,0.0,0,0.988,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.029,0.7,1.062,1.027,0,11.0,11.0,0.6,15.9,0.6,1.03,492.4,4489.0,0.0,100.0
41,0.1,42.0,6111,20:8:10.493,6.3,0.0,0.0,4.506,1097.3,3.4,0.9,41,0.003,0.1,56,0.6,0.0,2.6,1409.1,52.9,40.2,16.2,0.0,60.0,44,57,44,17.0,45,0.0,8.269,602.6,0,0.1,9562,0.1,45,0.0,83.1,0.7,95.9,0.0,1496.3,0.0,55,0.668,0.0,0.0,0.1,56,0.0,0.0,0.38,1.1,0.1,0.2,11.1,34.7,1784,0.1,44,3.8,11645,54.9,8.0,45,11.0,0.0,49.5,0.0,0.0,15.0,59,0.0,7.5,0.0,14.0,1.5,0.0,0.5,0.3,0,0.0,0.0,44,1.0,2.919,4.839,80.5,1097.3,0.4,45,0.0,99.8,1070,2.631,0.0,0.0,59,56,99.4,11.0,0.1,99.8,0.1,0.0,0.718,268.2,43,3.6,0.0,0.0,2.3,1396.6,0.1,99.8,5.2,0.0,45,47,0.9,1.1,56.5,0.124,0.0,44,0.0,2.4,6.1,42.0,7.7,0.0,56,3.75,19.3,14.0,0.1,56,0.0,0.6,0.1,45,5.0,1496.3,14.3,76.6,0.0,0.74,0.0,8.752,10.0,0,30.9,0.0,14.1,0.7,32.1,21.6.2026,0.688,43,0.0,0.0,684,0.1,77.4,0.0,0.0,2.9,15.0,0.0,0.0,7.7,0.691,997.6,45,17.7,0.061,96.7,350.0,0.0,0,0.681,1695.9,0.0,0.0,0.0,1596.1,0.0,0,0.0,0.668,0.7,0.671,0.688,0,16.0,17.0,0.8,6.1,0.8,0.688,96.4,1396.6,0.0,34.7
