P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
46,49.6,42.0,6506,20:29:51.156,45.2,0.0,0.0,3.333,1097.3,14.6,2.2,59,0.0,18.2,54,0.0,0.0,66.7,2905.4,1681.8,37.5,0.3,0.0,64.1,46,51,46,23.9,62,0.0,36,17.53,5.5,0,49.3,8697,22.0,48,0.2,39.2,0.8,19.9,0.0,4489.0,0.0,52,1.007,0.4,5.3,28.3,54,0.0,0.0,0.0,317.0,0.0,0.0,32.5,49.3,1389,0.4,46,0.0,12510,58.9,7.5,63,11.0,0.0,49.6,0.0,0.0,43.0,54,0.0,0.0,0.0,44.0,3.9,0.0,0.7,0.8,0,0.0,7.6,53,0.7,3.722,13.119,470.2,1097.3,0.9,63,0.0,70.0,994,7.406,0.0,0.0,41,54,98.9,11.0,21.8,99.8,0.0,0.86,798.8,39,45.2,0.0,0.0,5.5,4389.3,25.2,65.0,31.1,29.6,59,43,0.1,0.0,0.4,0.306,0.0,46,22.2,6.6,19.2,42.0,18.6,0.0,47,20.0,0.0,44.0,20.6,54,0.0,0.1,36,0.0,46,11.4,4289.5,8.4,7.7,0.0,0.88,7.6,18.48,39.0,0,1.1,29.2,29.1,0.5,74.1,21.6.2026,0.85,49,0.0,0.0,686,0.1,82.4,0.0,0.0,6.4,45.0,0.0,0.0,18.6,0.944,3890.5,46,22.9,0.029,92.9,350.0,5.4,0,0.986,1097.3,0.0,0.0,78.7,2394.1,0.0,0,0.0,1.052,0.6,0.977,0.855,0,24.0,11.0,2014.7,19.3,735.2,1.074,532.3,4389.3,0.0,1.3
68,19.7,42.0,6781,20:29:52.171,60.9,0.0,0.0,3.333,1097.3,10.7,0.5,56,0.001,3.8,51,0.1,0.0,100.7,2930.3,2602.1,37.5,0.5,0.0,94.4,49,48,49,3.9,68,0.0,36,18.462,9.3,0,19.3,8726,30.9,46,0.0,44.3,0.1,0.0,0.0,3092.4,0.0,54,1.044,0.2,1.6,5.8,51,0.2,0.0,0.048,68.6,0.0,0.0,5.3,60.9,1114,0.0,49,0.0,12481,58.8,7.5,65,11.0,0.0,49.3,0.0,0.0,45.0,32,0.0,0.0,0.0,44.0,4.4,0.0,0.6,0.4,0,0.0,1.5,46,0.7,3.667,14.007,404.5,2992.7,0.1,65,0.0,93.9,994,7.556,0.0,0.0,44,51,99.9,30.0,30.9,100.0,0.0,1.02,135.7,39,60.7,0.0,0.0,7.4,3291.9,0.1,64.9,56.1,5.9,68,43,0.1,1.7,0.7,0.259,0.0,49,4.0,11.7,15.9,42.0,10.9,0.0,54,20.625,0.0,33.0,0.1,51,0.0,0.1,36,0.0,48,1.1,4489.0,1.3,17.9,0.0,1.027,34.6,16.627,39.0,0,0.1,50.6,29.4,0.8,76.1,21.6.2026,1.01,52,0.0,0.0,686,0.0,85.8,0.0,0.0,6.9,31.0,0.0,0.0,10.9,1.035,3890.5,46,3.8,0.516,93.0,350.0,1.9,0,0.988,1097.3,0.0,0.0,25.3,2992.7,0.0,0,0.0,1.044,0.5,1.034,1.025,0,30.0,11.0,647.0,15.9,1311.6,1.076,478.5,4389.3,0.1,0.5
53,30.5,42.0,6505,20:29:53.186,45.7,0.0,0.0,3.333,1097.3,11.5,0.5,51,0.0,2.4,53,0.0,0.0,71.7,2606.1,1844.7,37.8,0.4,0.0,95.8,47,50,47,3.5,60,0.0,36,16.566,7.9,0,29.8,8697,47.0,45,0.0,55.5,0.2,36.6,0.0,4389.3,0.0,55,1.045,0.1,1.4,3.6,53,0.0,0.0,0.0,42.3,0.0,0.0,5.4,47.0,1390,0.0,47,0.0,12510,58.9,7.5,68,11.0,0.0,51.1,0.0,0.0,42.0,47,0.0,0.0,0.0,45.0,3.8,0.0,0.2,0.9,0,0.0,1.0,60,0.2,3.754,12.118,435.3,1097.3,0.4,68,0.0,96.1,994,7.413,0.0,0.0,49,53,99.6,11.0,47.2,99.9,0.0,1.031,139.4,39,45.8,0.0,0.0,6.1,1396.6,0.0,40.6,11.1,3.3,60,44,0.1,0.0,0.6,0.305,0.0,47,8.7,2.4,17.1,42.0,11.3,0.0,40,13.125,0.0,14.0,0.0,53,0.0,0.1,36,0.0,46,4.3,4189.8,0.0,49.1,0.0,1.026,6.7,16.661,37.0,0,0.0,78.0,26.1,0.4,67.4,21.6.2026,1.025,50,0.0,0.0,686,0.0,82.3,0.0,0.0,6.0,44.0,0.0,0.0,11.3,1.028,3691.0,46,3.8,0.006,93.8,350.0,9.4,0,0.941,1097.3,0.0,0.0,43.3,3092.4,0.0,0,0.0,1.054,0.6,0.955,1.03,0,31.0,11.0,1103.1,17.1,2012.4,1.054,518.1,4489.0,0.0,0.0
55,16.1,42.0,6775,20:29:54.196,43.7,0.0,0.0,3.333,1097.3,10.4,0.4,52,0.0,3.3,51,0.0,0.0,71.0,2942.8,1833.3,37.8,0.2,0.0,91.9,48,50,49,6.2,60,0.0,36,16.768,5.1,0,15.8,8727,50.5,46,0.0,60.1,0.8,23.6,0.0,3790.7,0.0,54,1.038,0.0,0.0,5.7,52,0.0,0.0,0.116,67.8,0.0,0.0,9.6,50.5,1120,0.0,48,0.0,12480,58.8,7.5,60,11.0,0.0,50.8,0.0,0.0,45.0,45,0.0,0.0,0.0,45.0,0.5,0.0,0.2,0.4,0,0.0,0.0,54,0.2,3.334,12.792,401.0,1097.3,1.0,60,0.0,94.0,994,6.138,0.0,0.0,48,52,99.0,11.0,50.3,100.0,0.0,1.044,245.9,39,44.2,0.0,0.0,0.4,4389.3,24.6,48.0,2.2,4.9,55,44,0.1,2.4,0.4,0.253,0.0,48,13.0,2.4,15.7,42.0,12.5,0.0,46,20.625,0.0,44.0,0.0,52,0.0,0.1,36,0.0,46,14.0,4489.0,1.2,76.9,0.0,1.029,15.8,16.857,39.0,0,0.0,81.8,29.5,0.7,10.4,21.6.2026,1.028,50,0.0,0.0,686,0.0,85.8,0.0,0.0,0.6,38.0,0.0,0.0,12.5,1.035,3890.5,46,6.2,0.093,99.3,350.0,0.9,0,0.981,1097.3,0.0,0.0,20.5,3092.4,0.0,0,0.0,1.051,1.0,1.028,1.029,0,31.0,11.0,520.2,15.7,2112.4,1.035,474.3,4489.0,0.0,1.6
42,17.2,42.0,6223,20:29:55.192,26.7,0.0,0.0,3.333,1097.3,5.7,0.4,44,0.0,6.9,56,0.0,0.0,38.0,1434.0,963.4,37.8,0.5,0.0,93.2,44,56,44,4.8,45,0.0,36,16.637,4.9,0,16.3,9569,5.8,43,0.0,70.7,0.2,61.8,0.0,1396.6,0.0,57,0.719,0.0,2.5,10.7,56,0.0,0.0,0.041,118.1,0.0,0.3,8.7,26.7,1672,0.0,44,4.6,11638,54.8,7.5,45,11.0,0.0,48.5,0.0,0.0,20.0,58,0.0,1.9,0.0,14.0,1.0,0.0,0.2,0.5,0,0.0,0.0,44,0.2,3.309,12.635,147.8,1097.3,0.4,44,0.0,88.9,994,5.192,0.0,0.0,56,56,99.6,11.0,6.3,99.9,0.0,0.774,221.6,39,27.0,0.0,0.0,0.0,1396.6,0.0,88.6,38.6,9.7,44,44,1.0,0.0,0.4,0.305,0.0,44,0.0,6.3,6.1,42.0,8.7,0.0,56,3.125,12.6,14.0,19.4,56,0.0,0.7,36,0.2,45,4.0,1995.1,1.1,39.3,0.0,0.689,8.1,7.622,8.0,0,21.3,8.7,14.4,0.4,16.3,21.6.2026,0.687,44,0.0,0.0,686,0.0,78.8,0.0,0.0,1.4,14.0,0.0,0.0,8.7,0.706,798.0,45,5.3,0.017,98.5,350.0,1.1,0,0.628,1097.3,0.0,0.0,9.5,1995.1,0.0,0,0.0,0.669,0.4,0.719,0.687,0,20.0,11.0,225.3,6.1,218.0,0.708,165.5,1396.6,0.0,0.0
41,21.7,42.0,6223,20:29:56.201,13.6,0.0,0.0,3.333,1097.3,3.9,15.3,44,0.004,3.0,56,0.0,0.0,8.1,1197.1,179.2,37.8,0.8,0.0,97.7,44,56,44,1.3,45,0.0,36,6.989,8.0,0,21.9,9570,4.8,43,0.0,73.8,0.5,69.1,0.0,1296.8,0.0,57,0.667,0.1,1.1,4.9,56,0.0,0.0,0.0,54.3,0.0,0.3,0.1,21.9,1672,0.8,44,7.6,11637,54.8,7.5,45,11.0,0.0,49.0,0.0,0.0,13.0,59,0.0,2.6,0.0,13.0,0.4,0.0,1.0,0.5,0,0.0,0.0,44,1.0,2.982,3.503,50.6,1097.3,0.8,45,0.0,94.7,994,2.888,0.0,0.0,56,56,99.1,11.0,3.8,98.5,0.0,0.693,5.6,39,13.0,0.0,0.0,4.5,1296.8,0.0,93.8,37.4,7.4,44,43,1.1,0.3,0.6,0.149,0.0,44,0.0,6.6,2.3,42.0,6.3,0.0,56,1.25,18.9,13.0,0.0,56,0.0,0.8,36,0.2,45,9.3,1296.8,1.9,34.8,0.0,0.695,12.7,4.354,7.0,0,0.0,2.6,12.0,0.5,6.8,21.6.2026,0.693,44,0.0,0.0,686,1.4,78.8,0.0,0.0,0.5,13.0,0.0,0.0,6.3,0.684,698.3,45,0.2,0.026,99.4,350.0,0.0,0,0.648,1097.3,0.0,0.0,11.2,1097.3,0.0,0,0.0,0.662,0.4,0.668,0.693,0,11.0,11.0,263.9,2.3,63.2,0.702,53.7,1296.8,2.4,19.0
43,17.4,42.0,6223,20:29:57.196,6.3,0.0,0.0,3.333,1097.3,3.1,0.4,44,0.004,3.7,56,0.6,0.0,5.1,1384.1,122.8,37.8,0.7,0.0,98.6,44,56,44,0.2,45,0.0,36,4.369,7.1,0,15.9,9570,1.8,43,0.0,78.1,0.1,78.7,0.0,1596.1,0.0,57,0.666,0.0,3.6,6.0,56,0.0,0.0,0.932,66.7,0.0,0.1,0.7,15.9,1672,0.0,44,10.7,11637,54.8,7.5,45,11.0,0.0,49.0,0.0,0.0,14.0,57,0.0,2.6,0.0,14.0,0.7,0.0,0.0,0.5,0,0.0,0.0,44,0.6,2.769,1.126,40.6,1097.3,0.1,44,0.0,93.6,994,2.115,0.0,0.0,56,56,99.9,11.0,2.8,99.9,0.0,0.737,17.1,39,7.4,0.0,0.0,0.0,1695.9,0.0,92.6,34.2,5.2,44,43,0.4,0.0,0.6,0.13,0.0,44,0.0,6.1,1.8,36.0,2.4,0.0,56,1.875,23.0,17.0,0.0,56,0.0,0.3,36,0.1,45,1.1,1396.6,0.0,42.6,0.0,0.687,11.1,3.919,11.0,0,0.0,1.7,13.9,0.5,12.1,21.6.2026,0.683,44,0.0,0.0,686,0.0,78.8,0.0,0.0,1.1,16.0,0.0,0.0,2.4,0.688,1097.3,45,1.1,0.005,98.8,300.0,0.0,0,0.648,1097.3,0.0,0.0,9.1,1695.9,0.0,0,0.0,0.676,0.5,0.663,0.687,0,17.0,11.0,218.2,1.8,40.3,0.707,42.0,1396.6,0.0,0.0
41,17.2,42.0,6226,20:29:58.205,10.0,0.0,0.0,3.333,1097.3,3.7,1.7,42,0.002,5.0,56,1.6,0.0,5.0,1109.8,122.3,37.8,0.7,0.0,92.6,44,57,44,2.2,45,0.0,35,3.946,6.7,0,16.9,9570,3.2,43,0.0,75.5,0.6,75.7,0.0,1097.3,0.0,57,0.659,0.0,5.1,8.2,56,0.0,0.0,1.041,90.0,0.1,0.2,1.1,16.9,1669,0.1,44,8.6,11637,54.8,7.5,45,11.0,0.0,48.4,0.0,0.0,11.0,59,0.0,5.7,0.1,11.0,1.8,0.0,0.2,0.6,0,0.0,0.0,41,1.8,2.623,0.885,45.6,1097.3,0.9,43,0.0,91.3,994,1.987,0.0,0.0,58,56,99.0,11.0,2.8,99.8,0.0,0.69,22.0,39,9.6,0.0,0.0,3.3,1197.1,0.5,90.7,34.2,8.8,44,43,0.8,1.4,0.5,0.113,0.0,44,0.0,7.1,2.1,36.0,4.7,0.0,59,1.25,22.6,12.0,0.5,56,0.0,0.6,35,0.1,45,10.5,1097.3,4.7,43.0,0.0,0.69,12.5,4.164,6.0,0,0.5,1.7,11.1,0.5,31.4,21.6.2026,0.69,43,0.0,0.0,686,0.1,78.8,0.0,0.0,2.8,11.0,0.0,0.0,4.7,0.677,598.5,45,1.7,0.06,97.0,300.0,0.0,0,0.648,1097.3,0.0,0.0,9.3,1097.3,0.0,0,0.0,0.654,0.5,0.654,0.69,0,11.0,11.0,223.1,2.1,38.3,0.69,45.6,1097.3,2.1,6.7
41,16.0,41.0,6226,20:29:59.226,10.3,0.0,0.0,3.333,1097.3,3.4,0.6,42,0.003,3.6,57,0.0,0.0,5.5,1359.2,132.5,37.8,0.6,0.0,99.7,43,58,43,0.8,45,0.0,36,4.158,6.3,0,16.0,9570,4.5,43,0.0,78.2,0.7,86.5,0.0,1596.1,0.0,57,0.668,0.1,3.4,6.0,57,0.0,0.0,0.0,64.4,0.0,0.3,0.1,23.1,1669,0.0,43,3.0,11637,54.8,7.5,45,11.0,0.0,48.7,0.0,0.0,14.0,59,0.0,5.3,0.1,14.0,1.4,0.0,0.3,0.5,0,0.0,0.0,42,0.3,2.77,0.947,41.3,1097.3,1.2,44,0.0,93.6,994,2.017,0.0,0.0,58,57,98.7,11.0,4.0,99.9,0.0,0.732,2.4,39,10.0,0.0,0.0,4.3,1496.3,0.7,91.1,42.3,6.7,43,43,1.1,3.3,0.6,0.12,0.0,43,0.0,5.7,1.9,36.0,6.6,0.0,58,1.25,18.2,15.0,23.1,57,0.0,0.8,36,0.2,45,13.4,1396.6,0.0,35.7,0.0,0.734,0.1,4.497,10.0,0,0.7,2.7,13.6,0.4,24.5,21.6.2026,0.687,42,0.0,0.0,683,0.0,78.8,0.0,0.0,2.2,16.0,0.0,0.0,6.6,0.697,997.6,45,0.2,0.031,97.7,300.0,0.0,0,0.681,1097.3,0.0,0.0,7.8,1695.9,0.0,0,0.0,0.678,0.4,0.668,0.687,0,17.0,11.0,185.4,1.9,64.8,0.722,43.1,1396.6,0.0,8.3
45,19.4,42.0,6520,20:30:0.242,39.0,0.0,0.0,3.333,1097.3,9.1,1.1,52,0.004,2.3,55,12.1,0.0,58.9,2107.3,1515.6,37.8,0.4,0.0,92.5,45,54,45,1.1,52,0.0,36,4.418,5.8,0,18.8,8915,40.5,45,0.0,47.6,0.5,19.3,0.0,4389.3,0.0,55,0.649,0.1,3.5,3.3,55,0.0,0.0,29.781,40.4,0.0,0.1,1.0,40.5,1375,0.1,45,1.4,12291,57.9,7.5,57,11.0,0.0,50.3,0.0,0.0,14.0,55,0.0,0.2,0.0,14.0,2.8,0.0,0.0,0.8,0,0.0,0.0,48,12.1,2.96,0.979,324.9,3092.4,0.8,57,0.0,96.4,994,1.719,0.0,0.0,48,55,99.1,31.0,40.5,99.9,0.1,1.01,20.9,40,39.6,0.0,0.0,4.0,1396.6,0.0,49.2,47.2,1.6,52,43,0.2,0.0,0.5,0.129,0.0,45,5.2,11.2,12.8,36.0,8.7,0.0,52,14.375,3.1,14.0,0.0,55,0.0,0.2,36,0.0,45,9.7,1396.6,5.4,29.5,0.0,1.008,33.3,12.142,39.0,0,0.0,65.2,21.1,0.5,50.1,21.6.2026,1.005,46,0.0,0.0,683,0.1,82.5,0.0,0.0,4.1,44.0,0.0,0.0,8.7,0.967,3890.5,45,1.3,0.004,95.7,300.0,6.0,0,0.983,1097.3,0.0,0.0,22.2,2992.7,0.0,0,0.0,1.009,1.1,1.004,1.01,0,30.0,11.0,567.6,12.8,1684.8,1.038,385.7,1396.6,0.0,0.0
44,46.6,42.0,6551,20:30:1.244,49.6,0.0,0.0,3.333,1097.3,12.9,6.2,46,0.001,6.3,53,0.3,0.0,73.7,2556.2,1920.7,37.8,0.4,0.0,82.6,47,52,47,7.9,58,0.0,36,12.972,5.8,0,45.9,8916,29.2,46,0.0,37.0,2.7,7.9,0.0,3591.2,0.0,54,1.032,0.1,9.3,9.1,53,0.0,0.0,0.064,114.3,0.0,0.2,11.1,49.6,1344,0.4,47,0.0,12291,57.9,7.5,58,11.0,0.0,50.9,0.1,0.0,21.0,56,0.0,0.0,0.0,45.0,3.1,0.0,0.2,0.6,0,0.0,5.4,61,0.4,3.163,9.248,454.6,1097.3,4.1,58,0.0,90.4,994,3.773,0.0,0.0,54,53,95.8,11.0,29.8,99.4,0.0,1.038,269.9,39,50.8,0.0,0.0,5.1,3990.2,0.0,56.4,44.5,9.6,61,43,0.8,6.0,0.5,0.177,0.0,47,18.8,9.8,18.0,36.0,16.4,0.0,39,11.25,0.0,40.0,21.1,53,0.0,0.6,36,0.1,45,48.3,2094.9,6.0,1.1,0.0,1.043,18.7,15.822,38.0,0,2.0,47.1,25.6,0.6,55.7,21.6.2026,1.027,48,0.0,0.0,683,0.5,82.9,0.0,0.0,4.7,36.0,0.0,0.0,16.4,1.033,3790.7,45,9.0,0.036,95.1,300.0,2.6,0,0.963,1097.3,0.0,0.0,71.3,2992.7,0.0,0,0.0,1.003,0.6,1.037,1.033,0,30.0,11.0,1833.5,18.0,1199.3,1.05,533.5,4489.0,2.4,18.3
63,11.4,42.0,6535,20:30:2.245,33.3,0.0,0.0,3.333,1097.3,12.4,1.7,56,0.003,1.9,53,0.0,0.0,51.5,1621.0,1277.5,37.8,14.5,0.0,70.6,48,50,47,14.9,64,0.0,36,15.97,533.7,0,11.0,8916,66.4,48,0.0,30.3,2.3,32.1,0.0,1396.6,0.0,52,1.036,0.0,17.5,2.8,53,0.0,0.0,0.0,33.1,0.0,0.3,15.9,66.4,1360,0.1,48,0.0,12291,57.9,7.5,58,11.0,0.0,51.6,0.0,0.0,44.0,37,0.0,0.0,0.0,14.0,1.7,0.0,0.1,0.7,0,0.0,0.0,46,0.1,3.254,12.089,448.0,1097.3,3.4,58,0.0,96.9,994,4.456,0.0,0.0,44,52,96.4,11.0,67.1,99.8,0.0,1.02,372.7,39,32.2,0.0,0.0,2.3,1396.6,0.0,5.4,54.9,2.9,63,44,1.0,3.6,21.1,0.225,0.0,47,13.7,12.8,17.8,36.0,12.5,0.0,54,10.625,0.0,14.0,0.0,52,0.0,0.7,36,0.2,45,41.9,4389.3,10.2,13.0,0.0,1.02,19.5,15.964,39.0,0,0.0,108.5,16.2,0.8,28.5,21.6.2026,1.021,50,0.0,0.0,683,0.1,82.7,0.0,0.0,2.0,14.0,0.0,0.0,12.5,1.026,3890.5,45,14.7,0.003,97.6,300.0,8.7,0,0.983,1097.3,0.0,0.0,10.2,1097.3,0.0,0,0.0,1.006,0.6,1.042,1.02,0,11.0,11.0,239.0,17.8,2846.1,1.043,534.2,1396.6,0.2,15.8
63,1.8,42.0,6548,20:30:3.247,38.3,0.0,0.0,3.333,1097.3,11.8,7.1,55,0.005,0.1,53,2.7,0.0,55.9,1982.7,1414.4,37.8,26.2,0.0,56.9,47,50,47,23.6,63,0.0,36,15.734,1081.1,0,1.2,8917,45.3,45,3.4,33.7,1.4,35.5,0.0,4289.5,0.0,55,1.012,0.0,13.7,0.2,53,0.0,0.0,0.167,2.5,0.0,0.1,33.2,45.3,1347,0.4,47,0.0,12289,57.9,7.5,61,11.0,0.0,52.4,0.0,0.0,14.0,37,0.0,0.0,0.0,14.0,1.8,0.0,0.2,0.9,0,0.0,0.5,46,2.9,3.223,11.907,431.1,1097.3,2.1,61,0.0,99.7,994,4.482,0.0,0.0,45,53,97.7,11.0,45.4,99.3,0.0,0.989,831.2,39,38.4,0.0,0.0,2.5,2493.9,15.6,26.6,51.6,0.0,63,44,0.2,2.0,42.0,0.207,0.0,47,10.6,11.1,17.1,36.0,12.8,0.0,54,9.375,0.0,25.0,0.0,53,0.0,0.1,36,0.0,45,25.0,1396.6,12.3,15.7,0.0,0.994,10.7,14.901,38.0,0,0.0,68.6,19.9,0.6,31.5,21.6.2026,0.99,50,0.0,0.0,683,0.6,82.9,0.0,0.0,2.7,43.0,0.0,0.0,12.8,1.005,3790.7,45,23.7,0.005,96.8,300.0,11.2,0,0.966,2992.7,0.0,0.0,1.3,1097.3,0.0,0,0.0,1.037,0.6,0.99,0.989,0,11.0,30.0,22.5,17.1,1755.4,1.038,516.3,1396.6,0.0,24.9
45,0.3,42.0,6533,20:30:4.249,26.9,0.0,0.0,3.333,1097.3,11.4,6.9,59,0.001,0.2,55,0.1,0.0,35.5,2232.0,1043.6,37.8,15.3,0.0,62.8,45,51,45,28.6,58,0.0,36,15.066,592.6,0,0.0,8917,61.1,48,0.0,39.2,0.7,14.7,0.0,4289.5,0.0,52,1.022,0.0,24.7,0.2,55,0.0,0.0,0.195,3.3,0.0,0.3,39.5,61.1,1361,0.4,47,0.0,12290,57.9,7.5,58,11.0,0.0,50.6,0.0,0.0,14.0,55,0.0,0.0,0.0,45.0,2.5,0.0,0.5,0.6,0,0.0,0.0,58,0.6,3.113,11.376,430.2,1097.3,1.1,58,0.0,99.8,994,4.419,0.0,0.0,41,53,98.8,11.0,58.6,99.4,0.0,1.02,1014.1,39,29.2,0.0,0.0,4.6,1396.6,0.0,8.3,12.1,0.0,59,44,1.0,0.4,17.4,0.193,0.0,45,4.2,11.6,16.2,36.0,13.8,0.0,42,10.0,0.0,14.0,0.0,55,0.0,0.8,36,0.2,45,14.5,1396.6,7.6,71.2,0.0,1.03,48.0,13.863,38.0,0,9.5,97.7,22.4,1.0,46.9,21.6.2026,1.014,49,0.0,0.0,683,0.5,82.7,0.0,0.1,3.7,43.0,0.0,0.0,13.8,1.015,3790.7,45,27.7,0.117,95.8,300.0,7.0,0,0.963,2992.7,0.0,0.0,0.2,1097.3,0.0,0,0.0,1.033,0.5,0.974,1.02,0,11.0,30.0,3.9,16.2,2434.0,1.011,515.2,4489.0,20.1,14.3
