P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],GPU D3D Uso (avg) [%],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
88,90.5,48.0,5010,19:46:56.182,96.9,0.0,8.8,3.706,2992.7,93.0,2802.0,80,0.008,151.7,39,0.3,0.0,161.0,3728.4,4144.4,42.2,98.1,0.0,0.0,61,30,61,98.8,88,0.0,37,56.998,4243.6,0,92.4,10150,96.3,63,0.0,0.0,159.0,0.0,0.0,4489.0,0.0,37,1.047,0.2,0.0,88.7,39,0.2,0.0,0.14,2731.9,93.7,0.3,164.2,98.9,2885,154.3,61,0.0,11057,52.1,8.9,91,30.0,160.0,2.3,149.0,0.0,45.0,12,0.0,0.0,94.9,45.0,148.2,3.1,0.3,4101.2,0,0.0,0.0,83,0.6,4.208,52.413,3646.3,2992.7,94.5,91,5.4,1.7,1180,15.022,0.0,0.0,20,39,1.9,30.0,95.0,2.8,89.0,0.0,1.065,4239.5,42,95.8,0.0,0.0,90.1,4389.3,96.5,0.0,0.0,92.1,88,50,1.2,96.2,164.6,0.468,0.0,61,0.0,2.3,156.9,50.0,94.8,0.0,17,51.251,0.0,44.0,95.3,39,0.0,0.0,0.8,37,0.2,55,2906.7,4489.0,1.4,0.0,0.0,1.06,0.0,56.625,39.0,0,90.7,159.7,37.4,4052.9,2679.6,21.6.2026,1.067,70,0.0,0.0,558,91.2,63.4,0.0,158.0,87.2,45.0,0.0,0.0,94.8,1.059,3890.5,55,97.7,0.009,11.9,400.0,0.0,0,0.993,2992.7,0.0,0.0,152.4,2992.7,0.0,0,0.0,1.052,3842.3,1.057,1.06,0,30.0,30.0,3907.6,156.9,4104.0,1.066,3822.2,4489.0,93.5,98.9
92,92.8,48.0,5026,19:46:57.176,92.0,0.0,0.0,3.706,3092.4,95.2,2924.1,84,0.004,158.6,25,0.0,0.0,154.2,3691.0,4012.8,42.2,97.0,0.0,0.0,75,20,75,95.9,92,0.0,37,57.254,4176.3,0,91.6,10131,96.7,81,0.2,0.0,155.5,0.0,0.0,4189.8,0.0,19,0.997,0.1,2.5,97.9,25,0.0,0.0,0.0,2926.4,99.1,0.1,160.0,99.4,2869,158.5,75,0.0,11076,52.2,8.9,91,31.0,153.4,1.2,152.8,0.0,44.0,8,0.0,0.0,92.8,43.0,154.1,2.0,0.0,3988.8,0,0.0,0.0,80,0.0,3.956,51.925,3687.9,3092.4,94.3,91,0.0,0.1,1180,14.557,0.0,0.0,16,25,2.8,31.0,97.1,0.4,92.1,0.0,1.04,4094.3,42,93.3,0.0,0.0,92.0,4289.5,91.5,0.0,2.6,97.8,92,51,0.5,93.4,161.4,0.441,0.0,75,0.0,1.4,157.4,50.0,94.6,0.0,20,55.001,0.0,43.0,99.4,25,0.0,0.0,0.3,37,0.1,55,2881.6,4389.3,3.2,0.0,0.0,1.04,0.1,59.386,37.0,0,91.1,161.1,37.0,4270.8,2853.0,21.6.2026,1.025,80,0.0,0.5,558,97.7,63.6,0.0,165.3,92.7,42.0,0.0,0.0,94.6,1.023,3691.0,55,95.8,0.0,6.3,400.0,0.0,0,0.951,3092.4,0.0,0.0,153.7,3092.4,0.0,0,0.0,0.997,3960.2,1.033,1.04,0,31.0,31.0,3990.1,157.4,4176.9,1.012,3840.5,4289.5,97.6,96.7
51,65.3,48.0,4954,19:46:58.200,70.3,0.0,0.0,3.706,1097.3,66.2,1813.2,51,0.003,112.9,50,1.1,0.0,111.6,1533.7,2680.4,42.2,68.3,0.0,14.6,50,50,50,74.9,53,0.0,37,59.573,2827.8,0,71.0,10204,73.8,51,2.4,13.7,113.2,7.6,0.0,2394.1,0.0,49,0.746,0.0,1.7,57.1,50,0.0,0.0,1.532,1744.3,76.0,0.4,116.3,80.8,2941,113.9,50,0.0,11002,51.8,8.9,53,11.0,128.1,20.7,122.9,0.0,14.0,49,0.0,1.5,73.1,24.0,110.2,0.0,0.1,3143.0,0,0.0,1.0,51,1.2,3.856,54.893,2563.4,1097.3,61.6,52,1.2,42.3,1180,14.355,0.0,0.0,49,50,37.6,11.0,66.9,37.9,73.0,0.0,0.683,3098.1,42,62.8,0.0,0.0,67.9,1695.9,78.8,13.9,7.5,69.2,51,52,1.6,69.8,113.9,0.431,0.0,50,4.2,2.4,116.6,42.0,72.9,0.0,49,5.625,3.1,17.0,80.8,50,0.0,0.0,1.1,37,0.3,53,1851.3,1396.6,1.3,18.8,0.0,0.685,6.6,45.67,18.0,0,75.1,114.9,15.4,3134.3,1812.4,21.6.2026,0.677,50,0.0,1.2,558,60.2,62.7,0.0,127.7,59.0,24.0,0.0,0.0,72.9,0.705,1795.6,53,71.3,0.111,39.1,350.0,1.5,0,0.703,1097.3,0.0,0.0,113.7,1097.3,0.0,0,0.0,0.751,3135.0,0.657,0.683,0,11.0,11.0,2789.5,116.7,2731.5,0.758,2720.3,2394.1,70.0,73.1
45,0.0,46.0,4960,19:46:59.209,1.0,0.0,0.0,3.706,1097.3,4.5,24.6,47,0.008,0.4,53,0.3,0.0,0.5,1247.0,6.3,42.2,6.9,0.0,73.4,47,53,47,8.6,50,0.0,37,43.259,104.2,0,0.0,10206,11.1,48,0.0,66.3,6.5,31.4,0.0,1396.6,0.0,52,0.66,0.1,8.3,0.6,53,0.0,0.0,0.053,6.5,14.1,0.2,5.6,13.9,2935,1.4,47,5.2,11001,51.8,8.9,50,11.0,0.0,48.2,0.0,0.0,14.0,55,0.0,3.5,0.0,14.0,0.1,0.0,0.0,0.4,0,0.0,0.0,49,0.3,3.997,38.519,57.0,1097.3,10.6,48,0.0,99.3,1180,11.953,0.0,0.0,53,53,88.8,11.0,10.7,97.4,0.0,0.0,0.684,109.6,41,0.6,0.0,0.0,0.0,1396.6,0.6,77.2,7.1,0.0,49,52,0.9,13.9,5.0,0.4,0.0,47,0.0,9.8,2.8,42.0,4.8,0.0,51,4.375,13.5,14.0,13.8,53,0.0,0.0,0.6,37,0.1,50,116.9,1396.6,14.2,83.1,0.0,0.684,48.5,4.77,9.0,0,0.0,6.3,12.5,171.2,0.8,21.6.2026,0.682,47,0.0,0.0,558,2.3,62.8,0.0,7.6,0.1,14.0,0.0,0.0,4.8,0.679,897.8,50,8.1,0.0,99.9,350.0,0.0,0,0.671,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.659,0.5,0.66,0.684,0,11.0,11.0,0.4,2.8,142.7,0.717,65.3,1396.6,4.4,4.3
46,0.1,46.0,4962,19:47:0.233,0.0,0.0,0.0,3.706,1097.3,4.8,73.4,47,0.003,3.7,52,0.2,0.0,0.5,1321.8,6.5,42.2,1.0,0.0,96.6,49,52,48,1.2,50,0.0,37,4.649,14.1,0,23.1,10201,12.1,48,0.0,79.1,4.6,47.3,0.0,1596.1,0.0,52,0.682,0.0,7.9,6.3,51,0.0,0.0,0.218,68.8,18.4,0.2,1.2,23.1,2933,4.1,49,3.5,11006,51.8,8.9,50,11.0,0.0,47.0,0.0,0.0,16.0,54,0.0,8.0,0.0,16.0,1.2,0.0,0.5,0.6,0,0.0,0.0,48,0.7,2.832,1.345,57.5,1097.3,7.4,49,0.0,93.6,1180,1.78,0.0,0.0,53,51,91.9,11.0,13.3,92.9,0.0,0.0,0.687,26.1,41,0.6,0.0,0.0,3.9,1396.6,0.0,74.0,0.0,9.3,49,50,1.1,7.9,0.6,0.12,0.0,49,0.0,4.6,2.7,42.0,8.1,0.0,52,6.875,23.5,14.0,17.1,51,0.0,0.0,0.6,37,0.2,50,80.8,1596.1,0.0,98.7,0.0,0.684,28.6,4.298,10.0,0,10.2,6.6,13.2,240.8,20.8,21.6.2026,0.682,48,0.0,0.0,558,6.7,62.8,0.0,9.9,1.9,16.0,0.0,0.0,8.1,0.689,997.6,50,2.3,0.061,97.9,350.0,0.0,0,0.643,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.671,0.5,0.687,0.682,0,11.0,11.0,0.5,2.7,156.7,0.74,54.7,1596.1,8.5,4.5
46,0.1,45.0,4957,19:47:1.242,1.2,0.0,0.0,3.706,1097.3,4.9,72.0,47,0.003,1.2,53,2.3,0.0,0.4,1247.0,3.9,42.2,3.9,0.0,72.7,47,53,47,7.8,50,0.0,37,4.445,58.6,0,0.0,10205,17.3,46,0.0,58.5,5.8,17.0,0.0,1396.6,0.0,54,0.73,0.1,23.9,1.8,53,0.0,0.0,0.726,19.2,12.4,0.5,4.1,17.3,2938,4.2,47,0.0,11002,51.8,8.9,49,11.0,0.0,47.5,0.0,0.0,14.0,54,0.0,0.0,0.0,14.0,0.0,0.1,0.4,0.5,0,0.0,0.0,48,2.7,2.92,1.047,62.1,1097.3,9.3,48,1.0,98.0,1180,1.802,0.0,0.0,53,53,90.1,11.0,16.9,92.0,0.1,0.0,0.71,93.1,42,0.5,0.0,0.0,0.0,1396.6,0.9,54.5,5.0,0.0,48,50,1.8,6.0,2.6,0.136,0.0,47,0.0,14.3,2.9,42.0,4.6,0.0,52,3.125,0.0,14.0,12.8,53,0.0,0.0,1.2,37,0.3,49,101.4,1396.6,17.0,89.7,0.0,0.685,67.4,5.426,10.0,0,0.0,10.1,12.5,153.9,0.6,21.6.2026,0.72,47,0.0,0.0,558,6.6,62.7,0.0,6.4,0.1,14.0,0.0,0.0,4.6,0.704,997.6,49,7.2,0.039,99.9,350.0,0.0,0,0.646,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.675,0.6,0.72,0.71,0,11.0,11.0,0.5,2.9,241.1,0.681,65.4,1396.6,6.2,3.1
45,0.0,46.0,4957,19:47:2.229,0.7,0.0,0.0,3.706,1097.3,2.6,40.7,46,0.007,0.7,53,0.0,0.0,0.0,1421.5,0.6,42.2,3.4,0.0,76.6,47,53,47,7.8,49,0.0,37,5.404,49.4,0,0.7,10205,15.5,48,0.0,84.2,0.0,99.9,0.0,2094.9,0.0,52,0.721,0.1,7.3,1.3,53,0.1,0.0,0.0,13.0,0.0,0.1,4.5,15.5,2938,2.3,47,19.6,11002,51.8,8.9,49,11.0,0.0,49.3,0.0,0.0,14.0,55,0.0,4.6,0.0,21.0,0.1,0.0,0.2,0.5,0,0.0,0.0,46,0.2,3.357,1.498,35.0,1097.3,0.0,47,0.0,98.5,1180,2.054,0.0,0.0,54,53,99.9,11.0,15.6,95.9,0.0,0.0,0.683,108.9,41,0.0,0.0,0.0,3.8,1396.6,0.7,71.3,6.4,3.5,48,50,0.5,0.7,2.1,0.149,0.0,47,0.0,3.5,1.5,42.0,3.5,0.0,54,3.125,32.8,14.0,0.7,53,0.0,0.0,0.3,37,0.1,50,0.4,1396.6,14.6,89.2,0.0,0.683,0.0,3.621,15.0,0,0.7,8.6,14.2,0.4,1.8,21.6.2026,0.683,47,0.0,0.0,558,3.8,62.7,0.0,0.0,0.2,21.0,0.0,0.0,3.5,0.707,1496.3,49,7.3,0.002,99.8,350.0,0.0,0,0.681,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.72,0.5,0.661,0.768,0,11.0,11.0,0.4,1.5,203.7,0.735,36.7,2094.9,4.5,2.6
45,0.0,46.0,4957,19:47:3.230,0.7,0.0,0.0,3.706,1097.3,2.6,40.7,46,0.001,0.7,53,0.0,0.0,0.0,1421.5,0.6,42.2,3.4,0.0,76.6,47,53,47,7.8,49,0.0,37,3.544,49.4,0,0.7,10205,15.5,48,0.0,84.2,0.0,99.9,0.0,2094.9,0.0,52,0.721,0.1,7.3,1.3,53,0.1,0.0,0.0,13.0,0.0,0.4,4.5,15.5,2938,2.3,47,19.6,11002,51.8,8.9,77,11.0,0.0,49.3,0.0,0.0,14.0,55,0.0,4.6,0.0,21.0,0.1,0.0,0.2,0.5,0,0.0,0.0,46,0.2,2.38,0.781,35.0,1097.3,0.0,77,0.0,98.5,1180,1.411,0.0,0.0,54,53,99.9,11.0,15.6,95.9,0.0,0.0,0.683,108.9,42,0.0,0.0,0.0,3.8,1396.6,0.7,71.3,6.4,3.5,48,50,1.3,0.7,2.1,0.107,0.0,47,0.0,3.5,1.5,42.0,3.5,0.0,54,22.5,32.8,14.0,0.7,53,0.0,0.0,0.9,37,0.2,49,0.4,1396.6,14.6,89.2,0.0,0.683,0.0,15.903,15.0,0,0.7,8.6,14.2,0.4,1.8,21.6.2026,0.683,47,0.0,0.0,558,3.8,62.7,0.0,0.0,0.2,21.0,0.0,0.0,3.5,0.707,1496.3,49,7.3,0.002,99.8,350.0,0.0,0,0.681,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.72,0.5,0.661,0.768,0,11.0,11.0,0.4,1.5,203.7,0.735,36.7,2094.9,4.5,2.6
83,0.0,46.0,5060,19:47:4.236,0.9,0.0,2.7,3.706,2892.9,11.8,145.8,67,0.006,0.8,46,3.7,0.0,0.9,3441.6,23.1,42.2,11.7,0.0,67.3,55,40,54,24.1,78,0.0,37,16.976,443.0,0,1.5,10035,87.4,57,1.8,63.8,0.0,98.7,0.0,4289.5,0.0,43,1.069,0.0,2.9,3.1,45,0.0,0.0,13.93,75.1,0.0,0.4,35.5,87.4,2835,2.3,55,0.0,11172,52.6,8.9,80,29.0,0.0,47.8,0.0,0.0,45.0,17,0.0,1.9,0.0,43.0,0.2,0.0,0.0,0.7,0,0.0,1.4,51,3.7,3.269,13.14,474.5,3092.4,0.2,80,1.9,93.7,1180,4.848,0.0,0.0,33,45,99.7,31.0,91.6,90.2,0.0,0.0,1.022,909.3,42,1.0,0.0,0.0,0.0,4389.3,0.0,4.8,1.7,1.0,83,50,1.6,0.0,17.2,0.158,0.0,55,0.0,1.8,17.0,42.0,11.1,0.0,49,23.75,2.7,44.0,0.0,45,0.0,0.0,1.1,37,0.3,50,5.4,4489.0,3.2,84.5,0.0,1.027,0.0,30.74,39.0,0,1.5,147.2,34.5,0.5,51.6,21.6.2026,1.044,60,0.0,1.9,558,7.1,64.0,0.0,0.0,2.5,43.0,0.0,0.0,11.1,1.042,3890.5,52,24.2,0.003,95.4,350.0,0.0,0,0.991,2992.7,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.064,0.6,1.036,1.044,0,11.0,30.0,0.6,17.0,4039.0,1.033,547.4,4289.5,3.4,13.0
81,0.0,46.0,5069,19:47:5.234,17.9,0.0,0.6,3.706,1097.3,14.2,177.5,66,0.007,3.9,47,1.2,0.0,30.5,2543.8,710.6,42.2,39.2,0.0,26.7,53,43,53,33.1,82,0.0,37,31.278,1544.3,0,0.0,10051,72.3,49,7.2,31.2,0.2,76.5,0.0,4389.3,0.0,51,1.045,0.1,29.5,6.0,47,0.0,0.0,0.421,101.4,0.0,0.0,50.6,72.3,2826,7.0,53,0.0,11156,52.6,8.9,79,11.0,0.0,50.6,0.0,0.0,45.0,19,0.0,0.0,0.0,35.0,0.3,0.0,0.0,0.9,0,0.0,17.3,46,1.2,3.526,27.14,554.6,1097.3,0.1,79,4.5,92.8,1180,8.564,0.0,0.0,34,47,99.9,11.0,66.4,85.6,0.0,0.0,1.016,1287.8,42,16.1,0.0,0.0,0.0,2294.4,0.2,1.1,19.7,2.9,81,50,0.1,0.0,99.8,0.197,0.0,53,1.5,11.1,26.1,42.0,16.2,0.0,54,5.625,0.0,23.0,0.3,47,0.0,0.0,0.1,37,0.0,50,2.3,4489.0,29.6,20.5,0.0,1.011,5.2,25.905,39.0,0,0.0,120.7,25.5,0.6,4.9,21.6.2026,1.01,57,0.0,0.0,558,9.0,64.2,0.0,0.1,0.2,44.0,0.0,0.0,16.2,1.032,3890.5,50,33.2,0.005,99.7,350.0,1.2,0,0.991,1097.3,0.0,0.0,0.0,2394.1,0.0,0,0.0,1.064,0.6,1.04,1.01,0,24.0,11.0,0.6,26.1,2823.4,1.064,637.6,3491.5,6.9,60.6
73,0.0,46.0,5089,19:47:6.234,11.7,0.0,0.0,3.706,1097.6,12.4,110.6,63,0.001,4.3,46,0.0,0.0,19.9,2544.4,512.3,42.2,17.4,0.0,3.5,52,44,54,43.2,77,0.0,37,24.803,724.0,0,0.0,10035,67.0,50,1.1,39.5,0.3,82.3,0.0,4490.1,0.0,50,0.979,0.0,20.9,3.9,47,0.0,0.0,0.0,80.9,0.0,0.4,66.9,67.0,2806,6.2,52,0.0,11172,52.6,8.9,63,11.0,0.0,50.0,0.0,0.0,45.0,27,0.0,0.0,0.0,36.0,0.7,0.0,0.3,0.6,0,0.0,2.1,49,0.3,2.971,21.309,499.6,3093.2,0.2,63,3.0,95.5,1180,6.49,0.0,0.0,37,48,99.8,31.0,66.6,91.4,0.0,0.0,0.999,1726.6,40,11.6,0.0,0.0,2.2,1396.9,0.1,1.2,8.8,2.1,73,50,1.4,0.0,28.1,0.142,0.0,53,1.0,10.8,19.7,42.0,12.4,0.0,51,15.625,0.0,14.0,0.1,48,0.0,0.0,1.1,37,0.2,50,4.8,4490.1,49.3,70.8,0.0,1.004,4.5,19.948,39.0,0,0.0,109.6,25.5,0.4,12.4,21.6.2026,0.98,56,0.0,0.0,558,4.8,64.4,0.0,0.0,0.6,45.0,0.0,0.0,12.4,1.007,3891.4,50,43.5,0.006,99.1,350.0,9.8,0,0.986,1097.6,0.0,0.0,0.0,1097.6,0.0,0,0.0,1.019,0.9,1.029,1.005,0,11.0,11.0,0.5,19.7,2821.6,1.038,580.4,3592.1,4.9,17.4
56,0.0,46.0,5098,19:47:7.254,15.1,0.0,0.0,3.706,1097.3,12.9,137.0,74,0.007,6.6,50,1.6,0.0,25.7,2892.9,658.9,42.2,31.2,0.0,35.3,50,46,50,34.7,74,0.0,37,20.072,1321.6,0,39.9,10044,58.0,49,13.1,43.8,0.3,79.7,0.0,4489.0,0.0,51,1.014,7.1,23.4,7.0,50,8.6,0.0,2.185,115.6,0.0,0.4,55.4,58.0,2797,8.3,50,0.0,11163,52.6,8.9,82,11.0,0.0,51.0,0.1,0.0,44.0,44,0.0,0.0,0.0,35.0,0.4,0.0,0.0,0.6,0,0.0,5.0,49,1.6,3.229,16.267,515.3,2992.7,0.2,82,0.0,92.6,1180,5.508,0.0,0.0,26,50,99.8,30.0,58.2,86.0,0.0,0.0,0.993,1414.3,41,15.5,0.0,0.0,0.0,4489.0,0.0,5.6,7.5,8.3,74,50,1.3,0.0,51.5,0.174,0.0,50,0.7,5.7,20.5,42.0,18.6,0.0,51,14.375,0.0,45.0,0.0,50,0.0,0.0,0.9,37,0.2,50,5.0,4389.3,11.7,54.4,0.0,0.993,3.1,17.616,39.0,0,29.3,97.7,29.0,0.6,6.7,21.6.2026,0.989,54,0.0,0.0,558,7.7,64.5,0.0,0.0,0.3,45.0,0.0,0.0,18.6,1.014,3890.5,50,35.1,0.032,99.6,350.0,11.5,0,0.991,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.024,0.8,1.039,0.998,0,11.0,11.0,0.6,20.5,2521.8,1.06,593.1,3491.5,6.9,30.9
45,0.1,45.0,4958,19:47:8.267,9.8,0.0,0.0,3.706,997.6,4.6,32.3,46,0.004,1.1,53,0.0,0.0,13.8,947.7,355.6,42.2,7.8,0.0,58.1,47,54,47,14.0,50,0.0,37,17.616,197.5,0,0.0,10217,19.7,45,0.0,67.5,0.0,89.1,0.0,897.8,0.0,55,0.65,2.7,28.7,1.9,53,0.1,0.0,0.032,20.6,0.0,0.3,8.4,19.7,2937,2.1,47,3.3,10990,51.8,8.9,50,10.0,0.0,49.9,0.0,0.0,9.0,55,0.0,2.0,0.1,9.0,0.1,0.0,0.2,0.6,0,0.0,3.8,45,0.2,3.315,13.885,91.5,997.6,0.0,47,2.4,98.0,1180,5.674,0.0,0.0,54,53,99.9,10.0,19.5,93.0,0.1,0.0,0.674,193.1,41,9.2,0.0,0.0,2.4,897.8,0.8,42.9,6.5,1.1,47,50,1.4,0.0,8.1,0.173,0.0,47,1.3,7.5,3.8,42.0,5.0,0.0,55,1.25,13.9,9.0,0.7,53,0.0,0.0,0.9,37,0.2,49,0.5,897.8,22.4,79.7,0.0,0.679,0.0,7.437,4.0,0,0.0,12.2,9.5,0.4,2.3,21.6.2026,0.674,46,0.0,0.0,558,2.8,62.7,0.0,0.0,0.2,9.0,0.0,0.0,5.0,0.665,399.0,50,13.8,0.004,99.7,350.0,3.5,0,0.631,997.6,0.0,0.0,0.0,997.6,0.0,0,0.0,0.644,0.7,0.65,0.679,0,10.0,10.0,0.5,3.8,294.2,0.675,104.6,897.8,3.4,8.3
