P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],Leia total [MB],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Gravar total [MB],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Taxa de carga [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Total download [MB],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],GPU D3D Uso (avg) [%],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Voltagem da bateria [V],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],Total upload [MB],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Package C8 Ocupação [%],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
54,0.0,42.0,6342,21:19:33.463,25.7,0.0,0.3,4.236,2593.7,27.2,170.5,55,0.004,48.1,50,3.5,0.0,39.5,2643.5,1008.1,43.8,19.8,0.0,12220,10.5,52,49,50,49.1,58,0.0,2661,44,20.676,798.7,0,2.7,11085,5.6,45,6.9,50.1,28.5,62.5,3591.2,0.0,55,0.929,0.1,7.1,78.6,50,0.1,7.001,876.2,0.0,0.1,82.5,79.6,1553,9.4,50,0.0,9610,46.4,3.3,61,26.0,48.0,27.2,0.0,0.0,36.0,46,0.0,0.0,28.2,36.0,39.9,0.0,0.7,1234.5,0,0.0,5.3,49,4.2,3.796,16.318,0.0,621.5,1097.3,46.8,61,0.0,19.2,428,5.88,0.0,0.0,45,50,52.1,11.0,0.0,84.3,0.0,0.3,0.942,2123.8,51,24.7,0.0,0.0,66.1,4489.0,27.9,55.7,0.6,79.6,55,47,0.0,47.8,31.0,60,0.174,0.0,50,10.3,4.9,27.3,0.0,29.9,300.0,51,26.25,0.0,45.0,0.0,48,0.0,0.0,0.2,44,0.0,46,522.0,3591.2,30.8,71.8,0.0,0.923,0.1,19.694,16.368,8.0,0,16.7,0.1,26.5,0.5,721.2,21.6.2026,0.909,51,0.0,3,0.7,0,15.3,80.3,0.0,0.0,64.7,36.0,0.0,0.0,0.0,29.9,0.938,798.0,45,48.7,2.914,32.4,0.0,6.7,0,0.643,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,0.899,0.8,0.914,0.952,584,11.0,11.0,0.4,27.2,1.2,1.033,641.1,3591.2,16.5,20.6
41,0.1,42.0,5522,21:19:34.482,2.9,0.0,0.0,4.236,1097.3,22.1,377.7,42,0.004,44.5,55,8.8,0.0,4.8,1783.1,116.0,43.8,17.8,0.0,12228,47.7,45,56,45,21.6,45,0.0,2661,43,20.039,457.2,0,0.0,12065,0.0,45,3.5,69.9,29.3,91.3,2394.1,0.0,55,0.732,0.7,5.7,72.5,55,0.4,8.392,810.4,0.0,0.4,22.3,73.3,2373,20.9,45,0.0,8630,41.7,3.3,47,11.0,7.2,24.9,0.1,0.0,18.0,59,0.0,0.0,7.1,22.0,35.9,0.0,0.2,171.7,0,0.0,13.8,44,9.0,3.658,15.804,0.0,305.8,1097.3,47.7,47,0.0,26.1,417,5.587,0.0,0.0,58,55,50.9,11.0,0.6,65.8,0.1,1.6,0.727,543.6,51,4.5,0.0,0.0,59.0,2493.9,8.4,82.9,6.6,73.3,45,47,0.0,48.0,18.7,60,0.18,0.0,45,0.0,3.7,15.4,0.0,22.5,350.0,56,7.5,0.0,25.0,1.6,55,0.0,0.0,1.1,43,0.3,45,531.6,1795.6,15.8,57.7,0.0,0.719,1.0,19.059,16.367,8.0,0,4.5,0.4,17.9,0.7,648.6,21.6.2026,0.692,44,0.0,3,0.6,0,33.5,69.9,0.0,0.0,58.3,24.0,0.0,0.0,0.0,22.5,0.722,798.0,45,22.5,0.328,39.0,0.0,0.0,0,0.646,1596.1,42.0,0.0,0.1,1596.1,0.0,0,0.0,0.745,1.2,0.697,0.687,584,16.0,16.0,0.9,15.4,9.9,0.775,248.1,2194.6,33.2,17.7
43,0.0,42.0,5510,21:19:35.470,4.8,0.0,0.0,4.236,1097.3,19.7,199.4,42,0.004,44.0,55,8.8,0.0,2.6,1359.2,58.9,43.8,10.9,0.0,12228,61.3,44,56,45,15.0,45,0.0,2661,44,8.272,178.7,0,0.0,12083,0.0,44,3.7,77.4,29.1,90.7,1695.9,0.0,56,0.69,0.7,2.6,72.1,56,0.4,8.392,798.8,0.0,0.2,11.8,73.1,2385,11.0,45,0.0,8612,41.6,3.3,45,11.0,7.9,26.8,0.1,0.0,17.0,57,0.0,0.0,8.7,17.0,34.9,0.0,0.2,183.3,0,0.0,5.8,44,9.0,3.917,3.766,0.0,238.8,1097.3,48.2,45,0.0,26.6,417,2.913,0.0,0.0,58,55,50.7,11.0,0.1,81.8,0.1,0.9,0.691,268.8,52,3.8,0.0,0.0,57.7,1396.6,8.0,79.7,2.6,73.1,45,47,0.0,47.9,7.6,60,0.206,0.0,44,0.0,2.1,12.4,0.0,19.7,300.0,56,5.0,0.0,14.0,0.0,56,0.0,0.0,0.6,44,0.1,45,533.8,1695.9,7.6,77.7,0.0,0.685,3.7,6.668,16.367,11.0,0,0.0,0.1,13.6,0.5,641.7,21.6.2026,0.69,44,0.0,3,0.0,0,17.8,69.7,0.0,0.0,58.0,17.0,0.0,0.0,0.0,19.7,0.69,1097.3,45,16.4,0.328,40.8,0.0,5.0,0,0.648,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,0.69,1.0,0.687,0.686,584,11.0,11.0,0.5,12.4,0.8,0.705,186.8,1695.9,19.0,10.4
43,0.0,42.0,5513,21:19:36.476,2.6,0.0,0.0,4.236,1097.3,18.9,229.3,44,0.002,43.1,55,6.5,0.0,2.5,1396.6,55.0,43.8,14.3,0.0,12230,67.2,45,55,45,13.3,45,0.0,2675,44,6.465,242.6,0,22.5,12090,37.6,45,0.0,75.2,23.9,90.4,1695.9,0.0,55,0.693,0.4,9.4,68.7,55,0.3,2.107,792.2,0.0,0.3,10.8,68.5,2381,12.5,45,0.0,8605,41.5,3.3,45,11.0,6.2,26.1,0.0,0.0,17.0,57,0.0,0.0,8.2,17.0,37.6,0.0,2.6,137.6,0,0.0,0.0,45,9.1,3.682,2.228,0.0,233.3,1097.3,37.8,45,0.0,29.7,417,2.413,0.0,0.0,56,55,61.1,11.0,0.2,79.0,0.0,1.2,0.689,230.9,52,3.3,0.0,0.0,59.9,1695.9,6.9,72.7,8.0,68.5,45,47,0.0,38.2,11.1,60,0.165,0.0,45,0.0,3.7,12.3,0.0,24.7,300.0,55,4.375,0.0,17.0,0.0,55,0.0,0.0,0.8,44,0.2,45,429.5,1695.9,9.7,70.6,0.0,0.69,2.5,6.119,16.366,8.0,0,13.1,0.2,14.0,0.6,678.5,21.6.2026,0.687,45,0.0,3,0.0,0,20.5,69.8,0.0,0.0,59.2,17.0,0.0,0.0,0.0,24.7,0.692,798.0,45,14.3,14.738,38.8,0.0,0.0,0,0.648,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,0.692,0.7,0.698,0.687,584,11.0,11.0,0.6,12.3,2.4,0.699,177.8,1695.9,20.0,13.6
43,0.0,42.0,5525,21:19:37.476,2.6,0.0,0.0,4.236,1097.3,18.9,139.7,44,0.006,43.1,55,13.3,0.0,2.4,1396.6,55.8,43.8,14.3,0.0,12246,67.2,45,55,45,14.5,45,0.0,2675,44,6.757,206.9,0,0.0,12089,0.0,45,0.0,75.2,27.1,90.4,1396.6,0.0,55,0.69,0.5,9.4,68.7,55,0.2,16.659,785.5,0.0,0.4,11.0,70.6,2370,7.7,45,0.0,8606,41.5,3.3,45,11.0,2.5,26.1,0.0,0.0,17.0,57,0.0,0.0,8.2,17.0,35.7,0.0,0.2,55.9,0,0.0,0.0,45,13.5,3.924,2.265,0.0,233.3,1097.3,37.8,45,0.0,29.7,417,2.549,0.0,0.0,56,55,61.1,11.0,0.2,79.0,0.0,1.7,0.691,246.8,53,3.3,0.0,0.0,58.0,1396.6,1.6,72.7,8.0,70.6,45,47,0.0,44.7,9.8,60,0.18,0.0,45,0.0,3.7,12.3,0.0,24.7,300.0,55,3.75,0.0,17.0,0.0,55,0.0,0.0,1.1,44,0.3,45,497.4,4389.3,9.7,70.6,0.0,1.076,2.5,6.73,16.367,8.0,0,12.1,0.1,14.0,0.5,649.3,21.6.2026,0.686,45,0.0,3,0.0,0,20.5,69.9,0.0,0.0,59.2,17.0,0.0,0.0,0.0,19.2,0.692,1995.1,45,14.3,0.138,38.8,0.0,0.0,0,0.728,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,0.691,0.5,1.064,0.686,584,11.0,11.0,0.4,11.6,1.2,0.781,171.5,1396.6,12.2,13.9
43,0.0,42.0,5525,21:19:38.468,2.6,0.0,0.0,4.236,1097.3,18.3,139.7,44,0.0,43.1,56,8.6,0.0,2.4,1621.0,55.8,43.8,14.4,0.0,12254,44.5,44,56,44,14.5,45,0.0,2676,44,6.359,206.9,0,0.0,12089,0.0,43,0.0,63.6,27.1,86.6,1396.6,0.0,57,0.69,0.7,6.5,70.0,56,0.4,7.742,785.5,0.0,0.1,11.0,70.6,2370,7.7,44,0.0,8606,41.5,3.3,45,11.0,2.5,26.4,0.0,0.0,44.0,57,0.0,0.0,3.3,14.0,35.7,0.0,0.2,55.9,0,0.0,0.0,44,8.9,3.583,2.248,0.0,220.0,1097.3,44.6,45,0.0,28.4,417,2.369,0.0,0.0,56,56,54.3,11.0,0.1,87.4,0.0,0.4,0.691,246.8,53,2.7,0.0,0.0,58.0,1396.6,1.6,87.5,43.5,70.6,44,47,0.0,44.7,9.8,60,0.149,0.0,44,0.0,11.7,11.6,0.0,19.2,300.0,56,3.75,0.0,14.0,0.0,56,0.0,0.0,0.3,44,0.1,45,497.4,4389.3,34.8,35.9,0.0,1.076,8.5,6.902,16.365,20.0,0,12.1,0.1,16.2,0.5,649.3,21.6.2026,0.686,44,0.0,3,0.0,0,12.3,69.9,0.0,0.0,57.3,14.0,0.0,0.0,0.0,19.2,0.796,1995.1,45,15.1,0.847,41.4,0.0,0.0,0,0.728,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,0.691,0.5,1.064,0.686,584,11.0,11.0,0.4,11.6,1.2,0.781,171.5,1396.6,12.2,13.9
44,0.0,42.0,5702,21:19:39.497,15.5,0.0,0.0,4.236,1097.3,20.5,261.7,46,0.009,47.0,56,8.4,0.0,11.8,1559.1,300.6,43.8,19.3,0.0,12264,52.7,44,56,44,36.8,45,0.0,2676,44,7.185,980.7,0,17.9,11912,0.0,44,0.0,53.9,21.4,82.8,1396.6,0.0,56,1.042,0.0,53.4,74.8,56,0.0,10.61,868.9,0.0,0.5,56.5,77.2,2193,14.2,44,0.0,8783,42.4,3.3,56,11.0,54.9,24.9,0.0,0.0,45.0,56,0.0,0.0,7.2,14.0,30.3,0.0,0.1,1420.0,0,0.0,0.0,44,8.5,3.891,2.718,0.0,254.9,1097.3,45.4,56,0.0,23.7,417,2.644,0.0,0.0,54,56,53.5,11.0,0.1,85.1,0.0,2.2,1.011,1456.2,54,2.6,0.0,0.0,48.0,1396.6,34.8,36.1,28.8,77.2,46,47,0.0,32.7,38.5,60,0.176,0.0,44,0.0,13.9,13.4,0.0,24.9,300.0,56,11.875,0.0,14.0,0.0,56,0.0,0.0,1.4,44,0.4,45,394.5,4489.0,16.5,44.1,0.0,1.031,12.4,7.536,16.366,39.0,0,19.0,1.0,15.6,0.4,553.4,21.6.2026,1.001,44,0.0,3,0.5,0,14.4,72.2,0.0,0.0,61.1,14.0,0.0,0.0,0.0,27.7,0.771,3890.5,45,21.5,0.09,36.8,0.0,0.0,0,0.988,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,1.044,0.6,1.042,1.001,584,11.0,11.0,0.5,23.0,25.5,1.046,513.2,1396.6,23.3,27.3
72,0.0,42.0,5702,21:19:40.498,15.5,0.0,0.0,4.236,1097.3,24.3,261.7,58,0.003,47.0,50,5.2,0.0,11.8,1633.5,300.6,43.8,26.5,0.0,12273,38.1,50,47,50,36.8,73,0.0,2676,44,17.239,980.7,0,17.9,11912,0.0,51,15.6,44.7,21.4,84.6,1396.6,0.0,49,1.042,0.2,53.8,77.4,50,0.2,9.473,868.9,0.0,0.1,56.5,77.2,2193,14.2,48,0.0,8783,42.4,3.3,77,11.0,54.9,30.4,0.0,0.0,45.0,28,0.0,0.0,34.8,14.0,30.3,0.0,0.1,1420.0,0,0.0,10.8,48,5.2,3.948,12.601,0.0,521.9,1097.3,34.8,77,0.0,21.1,417,4.936,0.0,0.0,42,52,64.2,11.0,0.9,76.4,0.0,0.4,1.011,1456.2,54,7.7,0.0,0.0,48.0,1396.6,34.8,1.8,6.8,77.2,72,47,0.0,32.7,38.5,60,0.259,0.0,50,0.0,9.1,23.0,0.0,27.7,300.0,52,15.625,0.0,14.0,0.0,50,0.0,0.0,0.2,44,0.1,45,394.5,4489.0,7.0,54.0,0.0,1.031,4.7,19.141,16.365,39.0,0,19.0,1.0,16.4,0.4,553.4,21.6.2026,1.001,53,0.0,3,0.8,0,23.2,72.2,0.0,0.0,49.5,14.0,0.0,0.0,0.0,27.7,1.027,3890.5,46,36.7,0.085,48.0,0.0,6.7,0,0.988,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,1.044,0.6,1.042,1.001,584,11.0,11.0,0.5,23.0,25.5,1.046,513.2,1396.6,23.3,27.3
65,0.0,42.0,5702,21:19:41.485,26.5,0.0,0.3,4.236,1097.3,27.3,206.5,51,0.004,46.6,50,5.7,0.0,43.7,2905.4,1128.8,43.5,14.8,0.0,12277,57.0,50,48,50,23.6,55,0.0,2677,44,19.153,570.1,0,0.0,11899,40.3,55,8.6,48.0,32.5,53.0,4289.5,0.0,45,0.929,0.0,32.5,77.5,50,0.1,4.112,856.7,0.0,0.4,35.2,77.6,2193,11.4,50,0.0,8796,42.5,3.3,62,11.0,77.2,27.8,0.0,0.0,43.0,35,0.0,0.0,48.6,39.0,38.5,0.0,0.0,2012.7,0,0.0,7.4,48,5.7,3.94,14.567,0.0,581.0,1097.3,53.2,62,0.0,21.0,417,5.328,0.0,0.0,49,50,45.8,11.0,0.0,81.0,0.0,1.5,1.008,897.6,54,26.7,0.0,0.0,64.9,4389.3,47.9,10.3,3.2,77.6,65,47,0.0,55.3,22.5,60,0.254,0.0,50,17.7,5.6,25.6,0.0,31.1,300.0,52,14.375,0.0,44.0,1.5,50,0.0,0.0,1.0,44,0.3,45,588.5,4289.5,7.9,71.8,0.0,1.029,0.8,19.396,16.365,39.0,0,0.0,0.1,29.1,0.7,708.3,21.6.2026,1.046,52,0.0,3,0.0,0,18.5,72.2,0.0,0.0,64.0,43.0,0.0,0.0,0.0,31.1,1.02,3890.5,45,23.6,0.056,34.7,0.0,6.1,0,0.981,1097.3,36.0,0.0,0.0,3092.4,0.0,0,0.0,1.055,0.9,1.03,0.984,584,31.0,11.0,0.6,25.6,1.1,1.081,590.9,3890.5,21.2,14.7
75,0.0,43.0,5716,21:19:42.489,22.3,0.0,1.1,4.236,1097.3,27.3,223.8,64,0.004,44.5,48,1.7,0.0,34.8,2768.2,875.5,43.8,24.4,0.0,12280,40.5,52,45,52,33.0,73,0.0,2677,44,20.271,943.0,0,12.0,11901,0.0,48,7.8,45.0,28.8,55.5,4489.0,0.0,52,1.051,0.0,6.7,73.6,48,0.0,2.816,813.3,0.0,0.3,50.7,74.1,2179,12.2,52,0.0,8794,42.4,3.3,66,11.0,71.4,28.7,0.1,0.0,45.0,25,0.0,0.0,42.1,44.0,38.4,0.0,0.0,1825.2,0,0.0,6.0,47,1.7,4.027,15.588,0.0,599.5,1097.3,48.3,66,0.0,24.1,417,5.753,0.0,0.0,36,48,50.7,11.0,0.0,79.4,0.0,1.1,0.689,1275.3,54,22.4,0.0,0.0,63.9,4389.3,41.9,28.0,9.6,74.1,75,47,0.0,47.6,37.4,60,0.262,0.0,52,8.5,5.0,26.5,0.0,28.9,350.0,53,15.0,0.0,44.0,0.0,48,0.0,0.0,0.7,44,0.2,46,534.8,4489.0,12.9,55.9,0.0,0.784,10.0,20.058,16.365,39.0,0,8.2,0.1,27.8,0.9,698.9,21.6.2026,0.69,55,0.0,3,0.0,0,20.1,72.3,0.0,0.0,63.1,45.0,0.0,0.0,0.0,28.9,0.882,3890.5,46,33.4,0.08,35.8,0.0,17.5,0,0.988,1097.3,42.0,0.0,0.1,1097.3,0.0,0,0.0,1.058,1.1,1.036,0.684,584,11.0,11.0,1.0,26.5,1.2,1.066,615.7,4389.3,19.7,24.1
79,0.0,43.0,5735,21:19:43.489,20.2,0.0,4.2,4.236,1097.3,28.0,301.5,63,0.002,42.3,46,1.5,0.0,30.6,2755.8,762.9,43.8,34.8,0.0,12283,39.3,54,44,54,31.8,79,0.0,2677,45,19.861,1399.7,0,8.4,11884,15.9,46,10.1,36.7,31.8,55.0,4489.0,0.0,54,1.065,0.3,49.0,69.9,46,0.2,2.993,771.8,0.0,0.2,49.9,70.4,2160,16.4,54,0.0,8811,42.5,3.3,69,11.0,54.2,26.7,0.0,0.0,45.0,21,0.0,0.0,33.2,44.0,39.4,0.0,0.0,1390.1,0,0.0,11.5,46,1.5,3.838,15.384,0.0,600.5,1097.3,52.3,69,0.0,24.5,417,5.747,0.0,0.0,37,46,46.7,11.0,0.4,72.1,0.0,0.9,0.982,1259.1,54,20.4,0.0,0.0,65.7,4289.5,32.8,8.8,6.7,70.4,79,47,0.0,52.9,55.1,60,0.249,0.0,54,9.6,10.7,26.7,0.0,32.5,350.0,54,23.75,0.0,43.0,17.8,46,0.0,0.0,0.6,45,0.1,46,577.8,4489.0,14.5,43.5,0.0,0.69,11.2,19.818,16.365,39.0,0,12.1,0.7,27.6,0.5,724.5,21.6.2026,0.977,56,0.0,3,0.0,0,27.2,72.6,0.0,0.0,65.6,45.0,0.0,0.0,0.0,32.5,0.982,3890.5,46,31.9,0.0,33.5,0.0,5.8,0,0.991,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,1.055,0.6,1.047,0.977,584,11.0,11.0,0.8,26.7,17.2,1.061,613.3,4389.3,27.1,34.7
45,0.0,43.0,5568,21:19:44.495,4.0,0.0,0.0,4.236,1097.3,26.5,484.0,47,0.005,35.3,53,1.5,0.0,5.9,1670.9,143.2,43.8,44.1,0.0,12285,36.7,48,53,47,42.1,50,0.0,2677,45,16.294,1652.9,0,7.1,12061,2.9,46,4.8,39.3,23.5,88.1,4389.3,0.0,54,0.687,0.0,70.1,58.6,52,0.0,2.709,648.5,0.0,0.5,61.7,66.6,2327,26.4,48,0.0,8634,41.7,3.3,45,11.0,29.1,26.9,0.0,0.0,38.0,55,0.0,0.0,19.5,4.0,39.9,0.0,0.1,742.0,0,0.0,11.6,45,1.6,4.034,11.637,0.0,532.0,1097.3,38.8,45,0.0,40.3,417,5.138,0.0,0.0,53,52,60.4,11.0,0.1,55.9,0.0,1.9,0.689,1545.1,54,4.2,0.0,0.0,66.6,399.0,19.0,0.0,5.9,58.7,48,47,0.0,38.9,66.2,60,0.239,0.0,48,1.4,11.2,24.0,0.0,27.8,350.0,55,5.625,0.0,4.0,0.0,52,0.0,0.0,1.3,45,0.3,45,430.3,3790.7,10.1,32.6,0.0,0.689,3.7,13.717,16.364,8.0,0,7.1,0.1,16.8,0.6,734.7,21.6.2026,0.683,47,0.0,3,0.0,0,43.8,70.5,0.0,0.0,66.5,44.0,0.0,0.0,0.0,27.8,0.808,798.0,45,42.2,0.285,32.7,0.0,8.3,0,0.646,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,1.047,0.5,0.923,0.689,584,11.0,11.0,0.6,24.0,1.9,1.058,525.2,399.0,43.2,44.0
47,0.0,43.0,5542,21:19:45.497,1.1,0.0,0.0,4.236,1097.3,22.0,245.1,52,0.002,50.5,54,1.8,0.0,1.1,1845.5,22.3,43.8,20.9,0.0,12288,7.7,46,54,46,21.5,53,0.0,2677,45,6.876,351.6,0,0.0,12100,0.0,45,0.0,53.8,31.2,83.5,399.0,0.0,55,1.025,0.2,14.9,83.1,54,0.2,3.253,918.2,0.0,0.1,15.6,84.6,2353,12.5,46,0.0,8595,41.5,3.3,45,11.0,3.4,23.2,0.0,0.0,23.0,53,0.0,0.0,3.4,44.0,35.1,0.0,0.0,79.1,0,0.0,6.1,44,1.9,3.626,2.717,0.0,264.5,1097.3,51.7,45,0.0,15.7,417,2.54,0.0,0.0,48,54,47.2,11.0,0.1,77.4,0.0,0.4,0.679,330.3,54,1.7,0.0,0.0,58.8,3291.9,2.8,79.0,18.0,84.6,52,47,0.0,52.4,17.4,60,0.135,0.0,46,0.0,13.6,13.9,0.0,25.3,300.0,56,4.375,0.0,33.0,38.8,54,0.0,0.0,0.3,45,0.1,45,571.6,2294.4,62.3,45.1,0.0,0.699,13.2,6.49,16.364,8.0,0,1.1,0.0,18.5,0.5,653.5,21.6.2026,0.698,46,0.0,3,0.0,0,22.2,70.1,0.0,0.0,59.1,4.0,0.0,0.0,0.0,25.3,0.759,798.0,45,21.6,0.04,39.5,0.0,0.0,0,0.646,1097.3,36.0,0.0,0.0,1097.3,0.0,0,0.0,0.68,0.5,0.746,0.679,584,11.0,11.0,0.4,13.9,0.8,0.863,201.1,4389.3,22.8,20.3
