P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],Tensões de linhas GPU (avg) [V],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
39,0.0,41.0,5398,18:4:19.918,2.1,0.0,0.0,5.693,1895.8,5.1,0.5,44,0.005,0.1,56,0.2,0.0,2.8,1708.7,59.2,40.2,26.0,0.0,37.8,44,57,44,18.0,45,0.0,37,16.265,796.9,0,0.0,10277,11.9,43,0.0,67.9,0.2,95.7,0.0,1796.0,0.0,57,19.841,0.703,0.1,0.0,0.1,56,0.1,0.0,0.055,1.5,0.1,0.4,14.9,25.4,2497,0.0,44,1.0,10930,51.5,7.3,45,19.0,0.0,50.3,0.0,0.0,14.0,61,0.0,1.7,0.0,18.0,0.4,0.0,0.5,0.4,0,0.0,3.3,42,0.7,3.327,12.337,148.2,1895.8,0.3,43,0.0,99.8,975,4.673,0.0,0.0,56,56,99.7,19.0,13.0,99.9,0.0,0.0,0.761,365.8,40,3.1,0.0,0.0,0.0,1097.6,0.0,86.8,15.2,0.0,44,45,1.5,0.0,31.2,0.256,0.0,44,0.0,6.8,5.9,42.0,4.8,0.0,58,1.875,8.6,11.0,0.0,56,0.0,1.0,37,0.3,45,3.6,1396.9,38.9,51.4,0.0,0.76,0.0,7.532,5.0,2,0.3,21.0,17.1,0.8,6.5,21.6.2026,0.761,43,0.0,0.0,595,0.0,68.3,0.0,0.0,0.4,18.0,0.0,0.0,4.8,0.725,498.9,45,18.4,0.03,99.4,350.0,0.0,0,0.618,1895.8,0.0,0.0,0.0,1895.8,0.0,0,0.0,0.693,0.8,0.701,0.761,0,19.0,19.0,0.7,5.9,541.2,0.656,177.6,1796.0,0.0,25.4
40,0.0,42.0,5398,18:4:20.911,2.6,0.0,0.0,5.693,1895.4,3.0,0.5,41,0.007,0.1,57,0.0,0.0,1.6,1621.0,39.1,40.2,12.2,0.0,0.0,43,58,43,19.3,45,0.0,37,7.532,211.4,0,20.2,10277,0.0,43,0.0,67.9,0.1,96.8,0.0,1097.3,0.0,57,19.841,0.708,0.1,0.0,0.2,57,0.0,0.0,0.0,1.7,0.0,0.5,11.1,20.2,2497,0.0,43,0.0,10930,51.5,7.3,45,19.0,0.0,49.8,0.0,0.0,19.0,60,0.0,0.0,0.0,19.0,0.7,0.0,0.5,0.5,0,0.0,0.0,41,0.5,3.147,3.795,44.3,1097.3,0.1,43,0.0,99.8,975,2.641,0.0,0.0,59,57,99.8,11.0,0.4,99.9,0.0,0.0,0.77,253.6,41,2.1,0.0,0.0,1.6,1097.3,0.6,99.5,8.2,0.7,43,45,1.8,0.7,9.4,0.167,0.0,43,0.0,10.7,2.0,36.0,5.1,0.0,59,2.5,0.0,11.0,0.6,57,0.0,1.2,37,0.3,45,1.2,1895.4,77.0,75.3,0.0,0.77,0.0,5.145,5.0,2,0.6,0.4,16.2,0.4,12.3,21.6.2026,0.758,42,0.0,0.0,595,0.0,68.3,0.0,0.0,1.0,11.0,0.0,0.0,5.1,0.724,498.8,45,19.4,0.012,98.8,300.0,0.0,0,0.618,1995.1,0.0,0.0,0.0,1995.1,0.0,0,0.0,0.654,0.3,0.708,0.77,0,20.0,20.0,0.5,2.0,9.9,0.658,52.9,1895.4,0.6,13.3
39,0.1,42.0,5398,18:4:21.907,2.0,0.0,0.0,5.693,1097.3,3.1,0.5,42,0.007,0.1,57,0.1,0.0,1.4,1583.6,34.8,40.2,11.3,0.0,60.0,43,58,43,20.0,45,0.0,37,5.14,187.9,0,0.0,10276,11.1,43,0.0,84.2,0.5,96.9,0.0,1695.9,0.0,57,19.841,0.703,0.0,0.0,0.2,57,0.0,0.0,0.171,1.7,0.1,0.1,13.5,20.0,2497,0.0,42,17.0,10931,51.5,7.3,45,11.0,0.0,49.7,0.0,0.0,18.0,61,0.0,4.3,0.0,18.0,0.8,0.0,0.0,0.4,0,0.0,0.0,41,0.1,3.088,1.522,47.8,1795.6,0.6,43,0.0,99.8,975,1.833,0.0,0.0,58,58,99.3,18.0,0.3,99.9,0.1,0.0,0.751,321.0,40,2.2,0.0,0.0,2.5,897.8,1.4,99.5,4.9,1.6,43,44,0.4,2.0,7.7,0.139,0.0,43,0.0,2.3,2.0,42.0,4.5,0.0,59,1.875,31.9,9.0,1.5,57,0.0,0.3,37,0.1,45,8.0,1795.6,13.3,80.4,0.0,0.751,0.0,3.771,9.0,2,0.0,0.2,15.9,1.1,13.4,21.6.2026,0.751,42,0.0,0.0,595,0.0,68.3,0.0,0.0,1.1,17.0,0.0,0.0,4.5,0.719,897.8,45,20.7,0.0,98.7,350.0,0.0,0,0.631,1795.6,0.0,0.0,0.0,1795.6,0.0,0,0.0,0.683,0.7,0.702,0.751,0,18.0,18.0,0.5,2.0,4.0,0.658,57.2,1795.6,1.4,11.0
40,0.1,41.0,5398,18:4:22.914,1.2,0.0,0.0,5.693,1895.4,3.4,0.5,42,0.002,0.1,57,0.1,0.0,0.7,1720.8,16.9,40.2,14.2,0.0,26.5,43,58,43,20.9,44,0.0,37,3.772,236.0,0,19.9,10276,0.9,43,0.0,70.7,0.0,98.3,0.0,1795.6,0.0,57,19.841,0.703,0.0,0.0,0.2,57,0.0,0.0,0.016,1.7,0.0,0.5,14.0,20.9,2497,0.0,43,1.7,10931,51.5,7.3,45,19.0,0.0,49.7,0.0,0.0,18.0,60,0.0,1.7,0.0,14.0,0.9,0.0,0.2,0.4,0,0.0,0.0,39,0.3,2.424,0.979,52.3,1895.4,0.0,43,0.0,99.7,975,1.457,0.0,0.0,58,57,99.9,19.0,1.1,99.9,0.0,0.0,0.765,327.9,40,1.4,0.0,0.0,0.0,1197.1,0.0,98.8,22.2,0.0,43,44,2.0,0.0,9.8,0.109,0.0,43,0.0,8.5,2.2,36.0,5.2,0.0,61,1.875,12.5,12.0,0.0,57,0.0,1.3,37,0.3,44,0.4,1795.6,45.8,59.2,0.0,0.765,0.0,5.114,6.0,2,5.7,1.1,17.2,0.4,15.2,21.6.2026,0.768,42,0.0,0.0,595,0.0,68.3,0.0,0.0,1.5,18.0,0.0,0.0,5.2,0.728,598.5,45,21.9,0.048,98.3,300.0,0.0,0,0.621,1895.4,0.0,0.0,0.0,1895.4,0.0,0,0.0,0.693,0.4,0.703,0.765,0,19.0,19.0,0.6,2.2,27.0,0.663,62.5,1396.6,0.0,13.3
39,0.1,41.0,5399,18:4:23.909,3.3,0.0,0.0,5.693,1695.9,3.4,0.5,42,0.007,0.1,58,0.0,0.0,1.5,1646.0,35.1,40.2,15.3,0.0,39.9,42,58,42,18.6,45,0.0,37,5.116,261.1,0,0.4,10276,0.0,43,0.0,77.9,0.1,95.5,0.0,1695.9,0.0,57,19.841,0.693,0.3,0.0,0.2,58,0.4,0.0,0.0,1.9,0.1,0.2,12.7,18.6,2496,0.0,43,5.3,10931,51.5,7.3,45,17.0,0.0,49.7,0.0,0.0,14.0,61,0.0,8.4,0.0,17.0,1.1,0.0,0.3,0.5,0,0.0,0.0,42,0.3,3.093,1.484,51.4,1795.6,0.3,43,0.0,99.8,975,1.868,0.0,0.0,58,57,99.6,18.0,0.2,99.9,0.1,0.0,0.751,287.8,40,3.0,0.0,0.0,5.0,1296.8,0.4,99.6,3.8,0.6,43,44,0.9,3.5,11.3,0.144,0.0,42,0.0,4.9,2.3,42.0,4.2,0.0,58,1.875,22.4,13.0,0.5,58,0.0,0.6,37,0.1,45,4.2,1396.6,35.1,76.5,0.0,0.751,0.0,4.577,7.0,2,2.0,0.2,16.5,1.0,19.5,21.6.2026,0.736,42,0.0,0.0,595,0.1,68.3,0.0,0.0,1.7,17.0,0.0,0.0,4.2,0.72,698.3,45,19.2,0.086,98.1,350.0,0.0,0,0.651,1795.6,0.0,0.0,0.0,1795.6,0.0,0,0.0,0.688,0.6,0.692,0.751,0,18.0,18.0,0.6,2.3,3.8,0.695,61.4,1695.9,0.4,15.5
55,62.0,42.0,5983,18:4:24.913,67.9,0.0,0.3,5.693,3092.4,66.3,2014.5,58,0.003,106.4,43,0.2,0.0,98.4,3416.6,2570.9,40.2,71.1,0.0,7.2,57,43,57,69.7,59,0.0,37,4.589,2617.9,0,63.0,9097,76.1,58,0.0,18.8,106.4,26.8,0.0,3790.7,0.0,42,19.841,0.962,0.0,0.3,64.9,43,0.0,0.0,0.031,2007.3,63.4,0.5,101.2,76.1,1912,106.9,57,1.8,12110,57.1,7.3,58,31.0,98.2,17.6,94.3,0.0,40.0,45,0.0,0.4,65.2,32.0,105.2,0.5,0.2,2581.8,0,0.0,4.8,56,0.4,2.757,1.385,2377.2,3092.4,64.6,58,0.0,34.0,975,1.687,0.0,0.0,42,43,33.9,31.0,76.3,34.1,62.5,0.0,0.967,2551.6,41,68.1,0.0,0.0,63.1,3990.2,65.1,22.4,1.9,64.8,58,44,1.8,63.9,102.0,0.12,0.0,57,0.0,2.8,101.5,42.0,66.5,0.0,44,37.501,3.7,40.0,63.7,43,0.0,1.2,37,0.3,46,1999.2,3990.2,17.8,18.9,0.0,0.982,0.5,27.103,39.0,2,63.9,115.2,34.2,2422.2,1966.7,21.6.2026,0.972,57,0.0,1.1,595,65.1,75.7,0.0,93.4,63.6,38.0,0.0,0.0,66.5,0.982,3890.5,46,69.4,0.072,34.0,350.0,0.0,0,0.986,3092.4,0.0,0.0,91.1,3092.4,0.0,0,0.0,0.973,2416.1,0.971,0.972,0,31.0,31.0,2371.2,101.5,3007.6,1.058,2450.5,3192.2,65.1,71.9
59,88.2,42.0,6005,18:4:25.922,85.1,0.0,9.2,5.693,3092.4,84.3,2515.5,59,0.008,135.6,40,0.0,0.0,128.2,3591.2,3295.6,40.2,82.0,0.0,0.0,60,40,60,79.9,62,0.0,37,27.294,3287.3,0,88.8,9091,86.0,59,4.4,0.4,144.0,0.0,0.0,4189.8,0.0,41,19.841,0.964,0.4,2.6,81.9,40,0.0,0.0,0.0,2477.7,83.4,0.6,120.8,96.9,1890,137.1,60,0.0,12116,57.1,7.3,61,31.0,136.5,3.8,126.4,0.0,43.0,41,0.0,0.0,87.8,35.0,128.3,3.3,0.0,3516.1,0,0.0,4.0,59,0.0,3.923,22.366,3051.6,3092.4,95.1,61,12.7,7.5,975,7.535,0.0,0.0,41,40,0.0,31.0,85.9,2.0,82.9,0.0,1.035,3080.6,40,84.2,0.0,0.0,77.3,4389.3,88.8,1.8,1.7,82.8,60,45,1.9,96.9,127.1,0.588,0.0,60,0.9,7.1,131.5,42.0,84.9,0.0,41,31.875,0.0,44.0,83.1,40,0.0,1.3,37,0.3,48,2631.2,4289.5,6.7,0.0,0.0,1.043,10.7,33.798,38.0,2,83.6,132.0,36.0,3254.7,2342.5,21.6.2026,1.033,60,0.0,9.9,595,84.1,76.0,0.0,124.2,76.6,42.0,0.0,0.0,84.9,1.024,3790.7,48,79.3,0.0,11.8,350.0,0.0,0,0.963,3092.4,0.0,0.0,137.7,3092.4,0.0,0,0.0,1.014,3239.7,1.02,1.035,0,31.0,31.0,3545.6,131.5,3432.7,1.046,3162.6,3491.5,84.7,82.1
59,88.2,42.0,6005,18:4:26.910,85.1,0.0,9.2,5.693,3092.4,84.3,2515.5,59,0.007,135.6,40,0.0,0.0,128.2,3591.2,3295.6,40.2,82.0,0.0,0.0,60,40,60,79.9,62,0.0,37,33.74,3287.3,0,88.8,9091,86.0,59,4.4,0.4,144.0,0.0,0.0,4189.8,0.0,41,19.841,0.964,0.4,2.6,81.9,40,0.0,0.0,0.0,2477.7,83.4,0.2,120.8,96.9,1890,137.1,60,0.0,12116,57.1,7.3,62,31.0,136.5,3.8,126.4,0.0,43.0,41,0.0,0.0,87.8,35.0,128.3,3.3,0.0,3516.1,0,0.0,4.0,59,0.0,4.193,28.398,3051.6,3092.4,95.1,62,12.7,7.5,975,9.574,0.0,0.0,41,40,0.0,31.0,85.9,2.0,82.9,0.0,1.035,3080.6,40,84.2,0.0,0.0,77.3,4389.3,88.8,1.8,1.7,82.8,60,45,0.7,96.9,127.1,0.74,0.0,60,0.9,7.1,131.5,42.0,84.9,0.0,41,33.126,0.0,44.0,83.1,40,0.0,0.4,37,0.1,48,2631.2,4289.5,6.7,0.0,0.0,1.043,10.7,35.859,38.0,2,83.6,132.0,36.0,3254.7,2342.5,21.6.2026,1.033,60,0.0,9.9,595,84.1,76.0,0.0,124.2,76.6,42.0,0.0,0.0,84.9,1.024,3790.7,48,79.3,0.0,11.8,350.0,0.0,0,0.963,3092.4,0.0,0.0,137.7,3092.4,0.0,0,0.0,1.014,3239.7,1.02,1.035,0,31.0,31.0,3545.6,131.5,3432.7,1.046,3162.6,3491.5,84.7,82.1
63,80.7,42.0,5999,18:4:27.911,84.1,0.0,7.5,5.693,3092.4,83.4,2489.7,56,0.01,138.7,39,0.0,0.0,128.0,3528.9,3270.6,40.5,84.0,0.0,0.0,61,39,61,90.2,63,0.0,37,39.686,3175.8,0,81.7,9095,91.7,59,0.0,0.2,135.9,0.7,0.0,3092.4,0.0,41,19.841,1.039,0.3,5.5,82.5,39,0.5,0.0,0.0,2545.3,80.8,0.6,136.8,91.7,1896,136.3,61,0.0,12112,57.1,7.3,68,31.0,128.8,4.7,129.9,0.0,44.0,37,0.0,0.0,83.6,43.0,130.3,4.8,0.2,3320.5,0,0.0,3.1,64,0.2,4.275,34.822,3030.7,3092.4,80.2,68,10.2,8.8,975,10.263,0.0,0.0,44,39,13.6,31.0,90.8,7.8,86.5,0.0,1.055,3493.8,40,83.6,0.0,0.0,78.4,4090.0,83.9,0.0,6.5,83.3,64,45,2.2,81.4,125.4,0.753,0.0,61,2.6,7.8,131.5,42.0,84.1,0.0,36,40.001,0.0,41.0,81.4,39,0.0,1.5,37,0.4,48,2473.2,4389.3,1.8,0.1,0.0,1.049,6.6,39.712,39.0,2,86.8,142.2,35.4,3213.0,2357.0,21.6.2026,1.075,61,0.0,19.3,595,80.9,75.9,0.0,125.3,77.0,31.0,0.0,0.0,84.1,1.048,3890.5,48,89.8,0.006,1.4,350.0,0.0,0,0.986,3092.4,0.0,0.0,120.0,3092.4,0.0,0,0.0,0.967,3332.3,1.071,1.075,0,31.0,31.0,3054.1,131.5,3643.3,1.056,3133.4,4289.5,81.9,84.8
73,81.4,44.0,5993,18:4:28.921,86.0,0.0,6.6,5.693,3092.4,81.5,2277.6,70,0.01,131.8,42,0.3,0.0,130.6,3778.3,3256.0,40.8,78.3,0.0,0.0,58,35,58,94.1,68,0.0,37,39.686,3038.9,0,84.5,9415,92.9,68,0.0,0.0,131.1,0.0,0.0,4489.0,0.0,32,19.841,1.055,0.0,5.3,79.3,42,0.0,0.0,0.438,2372.2,82.5,0.2,155.3,94.1,1902,129.6,58,0.0,11792,55.6,7.3,74,31.0,124.9,5.4,136.3,0.0,45.0,27,0.0,0.0,72.9,45.0,136.0,9.6,0.3,2969.1,0,0.0,0.9,76,0.6,4.275,34.822,3046.7,3092.4,76.5,74,10.8,12.9,975,10.263,0.0,0.0,30,42,12.5,31.0,92.8,13.3,86.0,0.0,1.055,3976.9,41,82.0,0.0,0.0,82.7,4389.3,80.0,0.0,9.0,79.2,76,46,0.8,80.6,121.2,0.753,0.0,58,0.9,8.4,133.1,42.0,83.9,0.0,24,45.001,0.0,44.0,83.8,42,0.0,0.5,37,0.1,49,2287.0,4489.0,1.7,0.0,0.0,1.055,8.0,42.157,38.0,2,83.3,145.8,37.9,3272.9,2376.0,21.6.2026,1.055,65,0.0,16.1,561,74.8,75.9,0.0,127.0,79.0,45.0,0.0,0.0,83.9,1.053,3790.7,49,93.0,0.005,2.9,350.0,0.0,0,0.966,3092.4,0.0,0.0,127.5,3092.4,0.0,0,0.0,1.049,3718.0,1.055,1.055,0,31.0,31.0,3206.6,133.1,3809.3,1.043,3191.1,4489.0,78.1,82.2
72,91.1,44.0,5386,18:4:29.907,87.9,0.0,7.7,5.693,1895.4,87.1,2414.5,74,0.005,144.7,47,0.7,0.0,136.9,2992.7,3752.4,40.8,97.6,0.0,0.0,53,38,53,83.0,74,0.0,37,26.92,4272.8,0,85.4,10269,91.9,68,0.9,0.0,142.9,0.0,0.0,4489.0,0.0,32,19.841,1.075,0.1,3.5,80.0,47,0.2,0.0,0.253,2370.9,91.7,0.4,126.6,93.4,2509,141.7,53,0.0,10938,51.5,7.4,68,19.0,127.3,4.4,145.9,0.0,45.0,28,0.0,0.0,74.7,45.0,142.0,4.3,0.3,3018.7,0,0.0,0.0,67,1.0,3.651,22.564,3236.6,1097.3,92.5,68,7.2,10.7,979,7.054,0.0,0.0,26,47,1.6,11.0,91.7,8.5,89.6,0.0,0.961,3233.6,41,93.4,0.0,0.0,86.5,4489.0,81.5,0.0,0.0,89.7,74,46,1.4,89.6,149.5,0.336,0.0,53,0.0,4.1,140.1,42.0,88.0,0.0,33,19.375,0.0,45.0,89.6,47,0.0,1.0,37,0.2,48,2530.1,4489.0,2.2,0.0,0.0,0.958,2.2,26.821,39.0,2,93.4,144.0,30.0,3677.7,2333.7,21.6.2026,0.981,62,0.0,5.7,561,82.7,68.2,0.0,139.3,78.1,45.0,0.0,0.0,88.0,1.014,3890.5,48,81.8,3.79,13.3,350.0,0.0,0,0.991,1895.4,0.0,0.0,140.5,1097.3,0.0,0,0.0,1.06,3483.3,1.041,0.976,0,11.0,19.0,3981.5,140.1,3770.1,1.06,3405.4,4489.0,86.6,90.5
43,0.0,43.0,5378,18:4:30.921,3.6,0.0,0.0,5.693,1596.1,2.9,0.9,44,0.007,0.1,56,0.0,0.0,4.1,2531.3,90.6,41.0,10.7,0.0,61.8,44,56,44,17.5,46,0.0,37,11.488,214.4,0,0.0,10276,0.0,44,4.5,82.6,0.1,94.0,0.0,1197.1,0.0,56,19.841,0.997,0.0,0.0,0.1,56,0.0,0.0,0.0,0.9,0.0,0.4,22.0,51.1,2517,0.0,44,6.3,10931,51.5,7.4,45,16.0,0.0,51.0,0.0,0.0,44.0,57,0.0,1.3,0.0,44.0,2.6,0.0,0.0,0.9,0,0.0,6.7,49,0.0,2.9,8.112,74.1,1596.1,0.2,45,0.0,99.9,979,3.308,0.0,0.0,56,56,99.8,16.0,0.2,99.9,0.0,0.0,1.004,559.0,40,4.5,0.0,0.0,0.7,997.6,0.0,99.7,4.7,0.1,49,47,1.4,0.1,83.3,0.131,0.0,44,0.0,2.0,9.6,36.0,6.1,0.0,51,3.125,14.5,10.0,0.0,56,0.0,1.0,37,0.2,46,1.6,4389.3,11.6,74.8,0.0,1.024,0.0,11.485,5.0,2,0.0,2.5,25.4,0.2,17.0,21.6.2026,0.999,44,0.0,0.0,561,0.1,68.1,0.0,0.0,1.5,12.0,0.0,0.0,6.1,0.919,498.8,45,17.7,0.0,96.8,300.0,0.0,0,0.616,2992.7,0.0,0.0,0.0,3092.4,0.0,0,0.0,0.656,0.5,1.017,0.999,0,31.0,30.0,0.3,9.6,3.3,0.655,88.8,4389.3,0.0,51.1
41,0.0,42.0,5378,18:4:31.928,2.5,0.0,0.0,5.693,1695.9,3.2,4.5,45,0.004,0.2,56,0.0,0.0,3.6,1496.3,76.6,41.0,11.3,0.0,58.8,44,56,44,2.6,45,0.0,37,3.967,180.8,0,0.0,10277,0.0,44,0.0,79.3,1.3,91.2,0.0,1695.9,0.0,56,19.841,0.692,0.0,0.0,0.2,56,0.0,0.0,0.0,2.8,0.0,0.3,4.2,48.2,2517,0.3,44,12.2,10930,51.5,7.4,45,17.0,0.0,49.6,7.2,0.0,14.0,59,0.0,4.4,0.0,17.0,0.1,0.0,0.5,0.4,0,0.0,0.0,43,0.5,2.592,0.941,49.8,1695.9,2.2,44,0.0,99.7,979,1.628,0.0,0.0,55,56,97.6,17.0,1.8,99.5,15.9,0.0,0.736,93.3,40,2.9,0.0,0.0,0.0,897.8,0.0,98.0,16.1,0.0,45,46,0.9,1.6,7.5,0.119,0.0,44,0.0,4.7,2.1,42.0,5.4,0.0,57,3.125,26.3,9.0,0.0,56,0.0,0.6,37,0.1,46,23.9,1396.6,16.8,69.2,0.0,0.75,4.8,3.967,4.0,2,48.2,1.4,15.0,0.5,0.9,21.6.2026,0.736,44,0.0,0.0,561,0.4,68.1,0.0,0.0,0.1,17.0,0.0,0.0,5.4,0.709,399.0,45,3.6,0.019,99.9,350.0,0.0,0,0.611,1795.6,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.682,177.8,0.691,0.736,0,11.0,18.0,0.5,2.1,35.7,0.649,59.0,1695.9,0.0,9.9
