Date,Time,"Mem√≥ria virtual comprometida [MB]","Mem√≥ria virtual dispon√≠vel [MB]","Carga da mem√≥ria virtual [%]","Mem√≥ria f√≠sica utilizada [MB]","Mem√≥ria f√≠sica dispon√≠vel [MB]","Carga da mem√≥ria f√≠sica [%]","Utiliza√ß√£o do arquivo de pagina√ß√£o [%]","Page File Total [MB]","Page File Used [MB]","Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Rel√≥gios n√∫cleo (avg) [MHz]","Core 0 Rel√≥gio [MHz]","Core 1 Rel√≥gio [MHz]","Core 2 Rel√≥gio [MHz]","Core 3 Rel√≥gio (perf #1) [MHz]","Rel√≥gio de barramento [MHz]","Rel√≥gios efetivos n√∫cleo (avg) [MHz]","Core 0 T0 Rel√≥gio efetivo [MHz]","Core 0 T1 Rel√≥gio efetivo [MHz]","Core 1 T0 Rel√≥gio efetivo [MHz]","Core 1 T1 Rel√≥gio efetivo [MHz]","Core 2 T0 Rel√≥gio efetivo [MHz]","Core 2 T1 Rel√≥gio efetivo [MHz]","Core 3 T0 Rel√≥gio efetivo [MHz]","Core 3 T1 Rel√≥gio efetivo [MHz]","Rel√≥gio efetivo m√©dio [MHz]","Uso do n√∫cleo (avg) [%]","Core 0 T0 Uso [%]","Core 0 T1 Uso [%]","Core 1 T0 Uso [%]","Core 1 T1 Uso [%]","Core 2 T0 Uso [%]","Core 2 T1 Uso [%]","Core 3 T0 Uso [%]","Core 3 T1 Uso [%]","Uso m√°ximo de CPU / thread [%]","Uso total da CPU [%]","Utiliza√ß√£o do n√∫cleo (avg) [%]","Core 0 T0 Utiliza√ß√£o [%]","Core 0 T1 Utiliza√ß√£o [%]","Core 1 T0 Utiliza√ß√£o [%]","Core 1 T1 Utiliza√ß√£o [%]","Core 2 T0 Utiliza√ß√£o [%]","Core 2 T1 Utiliza√ß√£o [%]","Core 3 T0 Utiliza√ß√£o [%]","Core 3 T1 Utiliza√ß√£o [%]","Utiliza√ß√£o total da CPU [%]","Rela√ß√£o do rel√≥gio do n√∫cleo (avg) [x]","Core 0 Rela√ß√£o [x]","Core 1 Rela√ß√£o [x]","Core 2 Rela√ß√£o [x]","Core 3 Rela√ß√£o [x]","Rel√≥gio da mem√≥ria [MHz]","Rela√ß√£o do rel√≥gio da mem√≥ria [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","CPU (Tctl/Tdie) [¬∞C]","CPU SOC [¬∞C]","APU GFX [¬∞C]","Temperaturas centrais (avg) [¬∞C]","Core0 [¬∞C]","Core1 [¬∞C]","Core2 [¬∞C]","Core3 [¬∞C]","L3 Cache [¬∞C]","Tens√£o do n√∫cleo da CPU (SVI2 TFN) [V]","SoC Voltagem (SVI2 TFN) [V]","CPU Core VID (Effective) [V]","Corrente do n√∫cleo da CPU (SVI2 TFN) [A]","Corrente do SoC (SVI2 TFN) [A]","CPU TDC [A]","Pot√™ncia total da CPU [W]","Pot√™ncia dos n√∫cleos (avg) [W]","Core 0 Pot√™ncia [W]","Core 1 Pot√™ncia [W]","Core 2 Pot√™ncia [W]","Core 3 Pot√™ncia [W]","CPU Pot√™ncia do n√∫cleo (SVI2 TFN) [W]","Pot√™ncia da SoC CPU (SVI2 TFN) [W]","Core+SoC Pot√™ncia (SVI2 TFN) [W]","APU STAPM [W]","Infinity Fabric Rel√≥gio (FCLK) [MHz]","Rel√≥gio do controlador de mem√≥ria (UCLK) [MHz]","Limite de CPU TDC [%]","CPU PPT FAST Limit [%]","CPU PPT SLOW Limit [%]","APU STAPM Limit [%]","Estrangulamento t√©rmico (HTC) [Yes/No]","Estrangulamento t√©rmico (PROCHOT CPU) [Yes/No]","Estrangulamento t√©rmico (PROCHOT EXT) [Yes/No]","CPU [RPM]","Temperatura do disco [¬∞C]","Vida restante do disco [%]","Reserva dispon√≠vel do disco [%]","Falha de disco [Yes/No]","Aviso de disco [Yes/No]","Total de grava√ß√µes de host [GB]","Total de leituras de host [GB]","Atividade de leitura [%]","Atividade de grava√ß√£o [%]","Atividade total [%]","Taxa de leituras [MB/s]","Taxa de grava√ß√µes [MB/s]","Leia total [MB]","Gravar total [MB]","Temperatura GPU [¬∞C]","GPU Core Voltage (VDDCR_GFX) [V]","GPU Clock [MHz]","Rel√≥gio de mem√≥ria GPU [MHz]","GPU SoC Rel√≥gio [MHz]","GPU VCN Rel√≥gio [MHz]","Utiliza√ß√£o de GPU [%]","Utiliza√ß√£o de D3D GPU [%]","Utiliza√ß√µes de D3D GPU (avg) [%]","GPU Video Decode 0 Uso [%]","GPU Computing (High Priority Compute) Uso [%]","GPU Computing (Compute 0) Uso [%]","GPU Computing (Compute 1) Uso [%]","Mem√≥ria dedicada D3D GPU [MB]","Mem√≥ria din√¢mica D3D GPU [MB]","Velocidade do link PCIe [GT/s]","Uso de mem√≥ria GPU [MB]","Taxa de quadros [FPS]","Voltagem da bateria [V]","Capacidade restante [Wh]","N√≠vel de carga [%]","Taxa de carga [W]","N√≠vel de desgaste [%]","Taxa de quadros Presented (avg) [FPS]","Taxa de quadros Presented (99%) [FPS]","Taxa de quadros Presented (1%) [FPS]","Taxa de quadros Presented (0.1%) [FPS]","Taxa de quadros Presented (1% low) [FPS]","Taxa de quadros Presented (0.1% low) [FPS]","Taxa de quadros Displayed (avg) [FPS]","Taxa de quadros Displayed (99%) [FPS]","Taxa de quadros Displayed (1%) [FPS]","Taxa de quadros Displayed (0.1%) [FPS]","Taxa de quadros Displayed (1% low) [FPS]","Taxa de quadros Displayed (0.1% low) [FPS]","Frame Time Presented (avg) [ms]","Frame Time Presented (99%) [ms]","Frame Time Presented (1%) [ms]","Frame Time Presented (0.1%) [ms]","Frame Time Displayed (1% high) [ms]","Frame Time Displayed (0.1% high) [ms]","GPU Busy (avg) [ms]","GPU Wait (avg) [ms]","CPU Busy (avg) [ms]","CPU Wait (avg) [ms]","Animation Error (avg) [ms]","Total download [MB]","Total upload [MB]","Taxa de download atual [KB/s]","Taxa de upload atual [KB/s]","Total de erros []",
21.6.2026,15:10:46.967,4055,8947,31.1,2776,3314,45.5,2.6,6912,176,1.097,1.144,1.081,1.081,1.081,2755.0,3294.1,2575.4,2575.4,2575.4,99.8,86.2,193.1,143.0,76.2,83.9,57.7,27.9,79.6,28.2,86.2,4.0,7.9,5.8,4.1,2.4,4.8,1.2,4.4,1.4,7.9,4.0,3.9,9.1,6.6,3.3,3.7,2.5,1.0,3.5,1.2,3.9,27.6,33.0,25.8,25.8,25.8,1197.8,12.00,17,17,17,39,56,421,2,48.2,47.3,45.7,46.1,46.3,46.1,46.3,45.7,46.9,0.782,0.830,1.062,1.950,1.071,1.947,4.585,0.143,0.266,0.144,0.067,0.093,1.772,0.927,2.700,5.549,778.1,778.1,5.6,17.2,28.3,41.1,N„o,N„o,N„o,3200,44,82.0,100.0,N„o,N„o,42575,86457,0.0,0.0,0.0,0.000,0.002,79455,74453,45.0,0.680,200.0,933.0,207.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,142,24,8.0,143,0.0,7.850,17.544,100.0,0.000,52.7,6.7,60.6,1.9,1.8,1.8,1.8,6.7,56.4,1.9,1.8,1.8,1.8,149.58,533.04,16.48,15.53,548.99,548.99,0.52,149.04,149.39,0.18,85.98,22,5,0.0,0.0,0,
21.6.2026,15:10:48.954,4070,8933,31.3,2778,3313,45.6,2.6,6912,176,0.997,1.013,0.988,0.981,1.006,2963.4,3119.4,3119.4,3119.4,2495.5,99.8,458.3,645.3,478.7,774.1,352.1,654.3,212.9,402.7,146.2,458.3,16.0,23.2,15.5,26.2,12.3,23.1,6.8,15.6,5.2,26.2,16.0,21.2,30.5,22.1,36.3,16.0,30.7,9.3,18.3,6.4,21.2,29.7,31.2,31.2,31.2,25.0,1197.8,12.00,17,17,17,39,56,421,2,49.5,48.5,45.9,48.2,48.7,48.6,48.2,47.4,48.8,0.935,0.855,1.019,5.928,1.468,3.883,9.405,0.935,1.072,1.116,0.919,0.634,5.850,1.302,7.152,5.559,866.7,866.7,11.1,35.1,28.8,41.2,N„o,N„o,N„o,3100,47,82.0,100.0,N„o,N„o,42575,86457,9.3,2.9,12.2,9.163,1.296,79472,74456,45.0,0.681,200.0,933.0,202.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,142,24,8.0,143,0.0,7.850,17.544,100.0,0.000,52.7,31.7,64.8,4.0,3.2,3.2,3.2,31.7,60.2,4.0,3.2,3.2,3.2,31.53,248.37,15.37,15.24,315.72,315.72,1.03,30.50,31.32,0.21,26.44,22,5,0.2,0.1,0,
21.6.2026,15:10:50.956,4079,8923,31.3,2800,3290,45.9,2.6,6912,176,1.047,1.100,1.019,1.038,1.031,3058.2,3219.2,3219.2,3219.2,2575.4,99.8,364.3,452.2,205.8,421.9,303.5,718.0,193.7,311.7,307.6,364.3,12.1,15.5,7.1,14.1,9.9,23.1,6.6,10.9,9.4,23.1,12.1,16.8,20.0,9.5,19.7,14.0,34.0,9.1,14.2,14.0,16.8,30.6,32.2,32.2,32.2,25.8,1197.8,12.00,17,17,17,39,56,421,2,57.6,49.3,46.5,48.9,49.2,49.0,49.4,48.0,49.6,0.927,0.864,1.013,5.283,1.474,5.999,9.009,0.826,0.712,0.771,1.162,0.658,5.308,1.330,6.638,5.607,858.4,858.4,17.1,33.3,34.5,41.5,N„o,N„o,N„o,3100,43,82.0,100.0,N„o,N„o,42575,86457,0.3,6.5,6.9,0.384,0.571,79473,74457,43.0,0.681,200.0,933.0,200.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,141,24,8.0,142,0.0,7.850,17.544,100.0,0.000,52.7,18.9,61.4,2.7,2.5,2.5,2.5,18.9,60.3,2.8,2.5,2.5,2.5,52.96,366.38,16.21,16.20,403.84,403.84,1.71,51.24,52.73,0.22,51.63,22,5,0.0,0.0,0,
21.6.2026,15:10:52.948,4082,8921,31.3,2800,3290,45.9,2.6,6912,176,0.969,0.994,0.994,0.894,0.994,2718.8,3119.4,3144.3,2096.2,2515.5,99.8,254.7,459.4,68.0,278.5,271.1,358.6,140.9,233.7,227.1,254.7,8.8,16.5,2.6,8.7,9.0,12.7,4.6,8.6,8.0,16.5,8.8,11.6,21.3,3.1,11.9,12.4,16.6,6.6,10.6,10.4,11.6,27.2,31.2,31.5,21.0,25.2,1197.8,12.00,17,17,17,39,56,421,2,54.8,48.7,46.6,48.1,48.4,48.3,48.1,47.5,48.7,0.920,0.851,1.006,4.453,1.348,4.385,7.685,0.526,0.561,0.536,0.570,0.438,4.255,1.189,5.444,5.627,844.2,844.2,12.5,28.6,34.2,41.7,N„o,N„o,N„o,3100,43,82.0,100.0,N„o,N„o,42575,86457,0.0,0.3,0.3,0.020,0.112,79473,74457,46.0,0.680,200.0,933.0,498.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,141,24,8.0,142,0.0,7.850,17.544,100.0,0.000,52.7,24.0,65.0,2.1,1.8,1.8,1.8,24.0,60.6,2.1,1.8,1.8,1.8,41.63,485.51,15.37,15.20,567.35,567.35,0.59,41.05,41.43,0.20,50.33,22,5,0.0,0.0,0,
21.6.2026,15:10:54.968,4149,8854,31.9,2872,3218,47.1,2.6,6912,176,1.019,1.056,0.981,1.056,0.981,2872.3,3119.4,3219.2,2575.4,2575.4,99.8,611.8,853.4,426.6,721.7,583.8,643.7,535.9,611.3,518.0,611.8,20.1,29.1,14.3,24.4,19.2,21.8,16.7,20.6,14.4,29.1,20.1,28.7,40.1,19.8,34.5,27.0,30.1,25.0,28.6,24.2,28.7,28.8,31.2,32.2,25.8,25.8,1197.8,12.00,17,17,17,39,56,421,2,53.1,50.7,47.3,50.4,50.6,51.0,50.3,49.7,51.0,0.967,0.916,1.025,6.862,1.713,6.608,10.845,1.150,1.192,1.196,1.124,1.090,6.779,1.630,8.409,5.675,972.9,972.9,18.9,40.2,38.4,42.0,N„o,N„o,N„o,3200,45,82.0,100.0,N„o,N„o,42575,86457,0.1,0.3,0.4,0.206,0.431,79473,74458,47.0,0.682,200.0,933.0,289.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,145,31,8.0,146,0.0,7.850,17.544,100.0,0.000,52.7,3.9,62.6,1.6,1.5,1.5,1.5,3.9,55.1,1.6,1.5,1.5,1.5,253.89,640.51,16.03,14.63,651.55,651.55,0.85,252.99,253.69,0.20,439.82,22,5,0.0,0.0,0,
21.6.2026,15:10:56.965,4108,8894,31.5,2823,3267,46.3,2.6,6912,176,1.048,1.100,1.031,1.031,1.031,1916.5,2575.4,1696.9,1696.9,1696.9,99.8,381.3,337.2,160.1,462.3,199.3,367.5,361.7,952.6,209.8,381.3,12.8,12.3,4.6,15.6,6.1,11.1,11.5,32.0,9.0,32.0,12.8,17.7,15.2,7.2,21.7,9.1,16.7,16.7,45.1,9.5,17.7,19.2,25.8,17.0,17.0,17.0,1197.8,12.00,17,17,17,39,56,421,2,52.0,50.2,47.6,50.0,49.7,50.2,49.8,50.2,50.5,0.918,0.922,1.006,5.109,1.546,5.564,8.942,0.826,0.537,0.720,0.763,1.283,5.117,1.477,6.594,5.710,927.7,927.7,15.9,33.1,39.3,42.3,N„o,N„o,N„o,3300,45,82.0,100.0,N„o,N„o,42575,86457,0.0,0.3,0.3,0.000,0.142,79473,74458,47.0,0.682,200.0,933.0,226.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,141,24,8.0,142,0.0,7.850,17.544,100.0,0.000,52.7,3.9,62.6,1.6,1.5,1.5,1.5,3.9,55.1,1.6,1.5,1.5,1.5,253.89,640.51,16.03,14.63,651.55,651.55,0.85,252.99,253.69,0.20,439.82,22,5,0.0,0.0,0,
21.6.2026,15:10:58.969,4100,8902,31.5,2815,3275,46.2,2.6,6912,176,1.058,1.081,1.119,1.013,1.019,2408.2,2146.1,3194.2,2146.1,2146.1,99.8,240.8,173.3,400.5,376.8,55.3,403.9,135.8,298.1,82.4,240.8,7.9,6.4,12.2,11.5,1.4,13.3,4.1,10.4,3.6,13.3,7.9,11.0,7.8,19.0,16.3,2.3,19.0,6.3,13.8,3.6,11.0,24.1,21.5,32.0,21.5,21.5,1197.8,12.00,17,17,17,39,56,421,2,59.8,49.9,47.5,49.1,49.7,49.2,49.5,48.1,49.9,0.874,0.843,1.019,3.966,1.190,3.643,7.273,0.676,0.927,0.608,0.695,0.472,4.183,1.041,5.224,5.723,828.9,828.9,10.4,27.1,36.5,42.4,N„o,N„o,N„o,3400,46,82.0,100.0,N„o,N„o,42575,86457,0.0,0.2,0.2,0.000,0.091,79473,74458,47.0,0.680,200.0,933.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,24,8.0,142,0.0,7.850,17.544,100.0,0.000,52.7,3.9,62.6,1.6,1.5,1.5,1.5,3.9,55.1,1.6,1.5,1.5,1.5,253.89,640.51,16.03,14.63,651.55,651.55,0.85,252.99,253.69,0.20,439.82,22,5,0.0,0.0,0,
21.6.2026,15:11:0.997,4119,8884,31.6,2831,3259,46.4,2.6,6912,176,1.008,1.013,1.006,1.006,1.006,2762.1,3169.3,2555.4,2129.5,3194.2,99.8,524.2,331.8,627.3,1561.4,628.3,291.3,188.6,133.1,431.8,524.2,16.2,10.9,20.6,45.5,19.4,9.4,6.9,4.3,12.8,45.5,16.2,24.8,15.7,29.8,75.0,29.4,13.5,8.7,5.9,20.1,24.8,27.7,31.8,25.6,21.3,32.0,1197.8,12.00,17,17,17,39,56,421,2,58.6,51.7,48.1,52.4,51.4,55.9,50.7,51.5,52.4,1.112,0.928,1.006,7.712,1.589,6.658,12.482,1.312,1.189,2.629,0.692,0.736,8.639,1.516,10.154,5.772,1041.5,1041.5,19.0,46.3,40.4,42.8,N„o,N„o,N„o,3500,45,82.0,100.0,N„o,N„o,42575,86457,0.0,0.4,0.4,0.000,0.162,79473,74459,48.0,0.680,200.0,933.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,24,8.0,142,0.0,7.850,17.544,100.0,0.000,52.7,3.9,62.6,1.6,1.5,1.5,1.5,3.9,55.1,1.6,1.5,1.5,1.5,253.89,640.51,16.03,14.63,651.55,651.55,0.85,252.99,253.69,0.20,439.82,22,5,0.0,0.0,0,
21.6.2026,15:11:2.999,4125,8877,31.7,2841,3249,46.6,2.6,6912,176,1.041,1.081,0.994,1.044,1.044,2280.6,2146.1,3693.3,1641.5,1641.5,99.8,313.8,333.3,165.5,1184.7,89.6,285.4,55.7,152.2,243.8,313.8,9.9,12.1,5.6,30.3,3.0,10.0,2.4,6.8,9.4,30.3,9.9,13.9,15.7,7.8,46.3,4.5,14.7,2.7,7.4,12.3,13.9,22.8,21.5,37.0,16.4,16.4,1197.8,12.00,17,17,17,39,56,421,2,56.2,50.7,48.4,50.2,50.0,51.3,50.0,49.5,50.7,0.907,0.868,1.275,4.317,1.291,5.327,7.884,0.723,0.606,1.343,0.463,0.482,4.525,1.154,5.679,5.813,797.1,797.1,15.2,29.2,41.3,43.1,N„o,N„o,N„o,3500,45,82.0,100.0,N„o,N„o,42575,86457,0.0,0.1,0.1,0.000,0.024,79473,74459,48.0,0.680,200.0,933.0,200.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,141,25,8.0,142,0.0,7.850,17.544,100.0,0.000,52.7,3.9,62.6,1.6,1.5,1.5,1.5,3.9,55.1,1.6,1.5,1.5,1.5,253.89,640.51,16.03,14.63,651.55,651.55,0.85,252.99,253.69,0.20,439.82,22,5,0.0,0.0,0,
21.6.2026,15:11:5.005,4154,8849,31.9,2871,3219,47.1,2.6,6912,176,1.045,1.094,1.031,1.025,1.031,2731.3,2555.4,2575.4,2575.4,3219.2,99.8,496.0,180.0,145.2,2234.8,175.5,420.3,222.6,417.8,171.7,496.0,15.6,7.2,5.3,67.8,5.4,13.3,7.0,13.3,5.4,67.8,15.6,23.2,8.2,6.4,111.7,7.3,17.8,9.5,17.8,7.2,23.2,27.4,25.6,25.8,25.8,32.2,1197.8,12.00,17,17,17,39,56,421,2,56.1,51.4,48.6,51.9,50.0,55.9,50.4,51.3,51.9,1.114,0.893,1.006,6.805,1.457,6.264,11.308,1.215,0.401,2.980,0.681,0.798,7.653,1.358,9.012,5.855,877.9,877.9,17.9,41.9,42.7,43.4,N„o,N„o,N„o,3600,44,82.0,100.0,N„o,N„o,42575,86457,0.0,0.2,0.2,0.000,0.040,79473,74459,45.0,0.680,200.0,933.0,199.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,148,26,8.0,148,0.0,7.850,17.544,100.0,0.000,52.7,7.0,74.1,0.4,0.3,0.3,0.3,7.0,60.4,0.4,0.3,0.3,0.3,142.93,2353.34,13.44,13.11,3050.71,3050.71,1.60,141.33,142.73,0.20,253.63,22,5,0.0,0.0,0,
