Date,Time,"Mem√≥ria virtual comprometida [MB]","Mem√≥ria virtual dispon√≠vel [MB]","Carga da mem√≥ria virtual [%]","Mem√≥ria f√≠sica utilizada [MB]","Mem√≥ria f√≠sica dispon√≠vel [MB]","Carga da mem√≥ria f√≠sica [%]","Utiliza√ß√£o do arquivo de pagina√ß√£o [%]","Page File Total [MB]","Page File Used [MB]","Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Rel√≥gios n√∫cleo (avg) [MHz]","Core 0 Rel√≥gio [MHz]","Core 1 Rel√≥gio [MHz]","Core 2 Rel√≥gio [MHz]","Core 3 Rel√≥gio (perf #1) [MHz]","Rel√≥gio de barramento [MHz]","Rel√≥gios efetivos n√∫cleo (avg) [MHz]","Core 0 T0 Rel√≥gio efetivo [MHz]","Core 0 T1 Rel√≥gio efetivo [MHz]","Core 1 T0 Rel√≥gio efetivo [MHz]","Core 1 T1 Rel√≥gio efetivo [MHz]","Core 2 T0 Rel√≥gio efetivo [MHz]","Core 2 T1 Rel√≥gio efetivo [MHz]","Core 3 T0 Rel√≥gio efetivo [MHz]","Core 3 T1 Rel√≥gio efetivo [MHz]","Rel√≥gio efetivo m√©dio [MHz]","Uso do n√∫cleo (avg) [%]","Core 0 T0 Uso [%]","Core 0 T1 Uso [%]","Core 1 T0 Uso [%]","Core 1 T1 Uso [%]","Core 2 T0 Uso [%]","Core 2 T1 Uso [%]","Core 3 T0 Uso [%]","Core 3 T1 Uso [%]","Uso m√°ximo de CPU / thread [%]","Uso total da CPU [%]","Utiliza√ß√£o do n√∫cleo (avg) [%]","Core 0 T0 Utiliza√ß√£o [%]","Core 0 T1 Utiliza√ß√£o [%]","Core 1 T0 Utiliza√ß√£o [%]","Core 1 T1 Utiliza√ß√£o [%]","Core 2 T0 Utiliza√ß√£o [%]","Core 2 T1 Utiliza√ß√£o [%]","Core 3 T0 Utiliza√ß√£o [%]","Core 3 T1 Utiliza√ß√£o [%]","Utiliza√ß√£o total da CPU [%]","Rela√ß√£o do rel√≥gio do n√∫cleo (avg) [x]","Core 0 Rela√ß√£o [x]","Core 1 Rela√ß√£o [x]","Core 2 Rela√ß√£o [x]","Core 3 Rela√ß√£o [x]","Rel√≥gio da mem√≥ria [MHz]","Rela√ß√£o do rel√≥gio da mem√≥ria [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","CPU (Tctl/Tdie) [¬∞C]","CPU SOC [¬∞C]","APU GFX [¬∞C]","Temperaturas centrais (avg) [¬∞C]","Core0 [¬∞C]","Core1 [¬∞C]","Core2 [¬∞C]","Core3 [¬∞C]","L3 Cache [¬∞C]","Tens√£o do n√∫cleo da CPU (SVI2 TFN) [V]","SoC Voltagem (SVI2 TFN) [V]","CPU Core VID (Effective) [V]","Corrente do n√∫cleo da CPU (SVI2 TFN) [A]","Corrente do SoC (SVI2 TFN) [A]","CPU TDC [A]","Pot√™ncia total da CPU [W]","Pot√™ncia dos n√∫cleos (avg) [W]","Core 0 Pot√™ncia [W]","Core 1 Pot√™ncia [W]","Core 2 Pot√™ncia [W]","Core 3 Pot√™ncia [W]","CPU Pot√™ncia do n√∫cleo (SVI2 TFN) [W]","Pot√™ncia da SoC CPU (SVI2 TFN) [W]","Core+SoC Pot√™ncia (SVI2 TFN) [W]","APU STAPM [W]","Infinity Fabric Rel√≥gio (FCLK) [MHz]","Rel√≥gio do controlador de mem√≥ria (UCLK) [MHz]","Limite de CPU TDC [%]","CPU PPT FAST Limit [%]","CPU PPT SLOW Limit [%]","APU STAPM Limit [%]","Estrangulamento t√©rmico (HTC) [Yes/No]","Estrangulamento t√©rmico (PROCHOT CPU) [Yes/No]","Estrangulamento t√©rmico (PROCHOT EXT) [Yes/No]","CPU [RPM]","Temperatura do disco [¬∞C]","Vida restante do disco [%]","Reserva dispon√≠vel do disco [%]","Falha de disco [Yes/No]","Aviso de disco [Yes/No]","Total de grava√ß√µes de host [GB]","Total de leituras de host [GB]","Atividade de leitura [%]","Atividade de grava√ß√£o [%]","Atividade total [%]","Taxa de leituras [MB/s]","Taxa de grava√ß√µes [MB/s]","Leia total [MB]","Gravar total [MB]","Temperatura GPU [¬∞C]","GPU Core Voltage (VDDCR_GFX) [V]","GPU Clock [MHz]","Rel√≥gio de mem√≥ria GPU [MHz]","GPU SoC Rel√≥gio [MHz]","GPU VCN Rel√≥gio [MHz]","Utiliza√ß√£o de GPU [%]","Utiliza√ß√£o de D3D GPU [%]","Utiliza√ß√µes de D3D GPU (avg) [%]","GPU Video Decode 0 Uso [%]","GPU Computing (High Priority Compute) Uso [%]","GPU Computing (Compute 0) Uso [%]","GPU Computing (Compute 1) Uso [%]","Mem√≥ria dedicada D3D GPU [MB]","Mem√≥ria din√¢mica D3D GPU [MB]","Velocidade do link PCIe [GT/s]","Uso de mem√≥ria GPU [MB]","Taxa de quadros [FPS]","Voltagem da bateria [V]","Capacidade restante [Wh]","N√≠vel de carga [%]","Taxa de carga [W]","N√≠vel de desgaste [%]","Taxa de quadros Presented (avg) [FPS]","Taxa de quadros Presented (99%) [FPS]","Taxa de quadros Presented (1%) [FPS]","Taxa de quadros Presented (0.1%) [FPS]","Taxa de quadros Presented (1% low) [FPS]","Taxa de quadros Presented (0.1% low) [FPS]","Taxa de quadros Displayed (avg) [FPS]","Taxa de quadros Displayed (99%) [FPS]","Taxa de quadros Displayed (1%) [FPS]","Taxa de quadros Displayed (0.1%) [FPS]","Taxa de quadros Displayed (1% low) [FPS]","Taxa de quadros Displayed (0.1% low) [FPS]","Frame Time Presented (avg) [ms]","Frame Time Presented (99%) [ms]","Frame Time Presented (1%) [ms]","Frame Time Presented (0.1%) [ms]","Frame Time Displayed (1% high) [ms]","Frame Time Displayed (0.1% high) [ms]","GPU Busy (avg) [ms]","GPU Wait (avg) [ms]","CPU Busy (avg) [ms]","CPU Wait (avg) [ms]","Animation Error (avg) [ms]","Total download [MB]","Total upload [MB]","Taxa de download atual [KB/s]","Taxa de upload atual [KB/s]","Total de erros []",
21.6.2026,18:40:17.755,4239,8763,32.6,3002,3088,49.2,4.4,6912,303,1.000,1.006,0.994,1.000,1.000,2785.0,2475.5,3094.4,3094.4,2475.5,99.8,196.2,223.1,207.2,271.1,203.1,279.4,114.6,121.3,149.5,196.2,6.5,7.8,7.0,9.4,7.1,8.6,4.0,3.3,5.0,9.4,6.5,8.9,10.4,9.8,12.5,9.3,12.4,5.2,5.2,6.7,8.9,27.9,24.8,31.0,31.0,24.8,1197.8,12.00,17,17,17,39,56,421,2,53.4,52.6,50.8,51.2,51.1,50.8,51.8,50.9,52.3,0.869,0.831,1.000,3.536,1.222,2.806,6.450,0.369,0.404,0.443,0.412,0.216,3.250,1.055,4.305,9.504,793.1,793.1,8.0,24.1,32.4,70.4,N„o,N„o,N„o,4400,46,82.0,100.0,N„o,N„o,42578,86460,0.5,0.6,1.0,0.620,0.075,83463,76585,50.0,0.680,200.0,933.0,199.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,151,36,8.0,156,0.0,7.850,17.544,100.0,0.000,52.7,24.2,62.7,12.4,11.9,11.9,11.9,24.2,60.5,12.6,12.1,12.1,12.1,41.25,80.55,15.92,15.92,83.99,83.99,0.80,40.45,41.04,0.21,21.68,359,15,0.0,0.0,0,
21.6.2026,18:40:19.755,4246,8757,32.6,2998,3092,49.2,4.4,6912,303,0.994,0.988,1.000,0.994,0.994,2522.5,3094.4,3119.4,2079.6,1796.8,99.8,403.6,420.7,189.4,504.9,550.7,660.3,134.6,398.2,370.0,403.6,14.1,15.6,7.3,17.3,18.6,23.4,4.4,14.4,11.3,23.4,14.1,18.6,18.7,8.8,23.4,25.7,31.1,6.1,18.4,16.8,18.6,25.3,31.0,31.2,20.8,18.0,1197.8,12.00,17,17,17,39,56,421,2,54.5,53.7,50.9,53.3,53.0,53.8,53.3,53.2,53.9,0.941,0.859,0.912,5.844,1.484,5.032,9.559,0.938,0.716,1.140,0.963,0.933,5.779,1.320,7.099,9.493,895.3,895.3,14.4,35.3,34.2,70.3,N„o,N„o,N„o,4300,47,82.0,100.0,N„o,N„o,42578,86460,5.2,1.7,6.9,4.628,1.694,83472,76589,51.0,0.680,200.0,933.0,497.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,147,36,8.0,151,0.0,7.850,17.544,100.0,0.000,52.7,42.5,71.3,10.0,10.0,10.0,10.0,42.5,60.8,10.0,10.0,10.0,10.0,23.54,99.65,14.02,13.93,99.80,99.80,0.71,22.82,23.34,0.20,5.68,359,15,0.0,0.0,0,
21.6.2026,18:40:21.747,4245,8758,32.6,2999,3091,49.2,4.4,6912,303,1.017,1.056,1.000,1.013,1.000,2547.5,2079.6,2495.5,2495.5,3119.4,99.8,215.5,222.9,192.1,544.8,208.3,259.6,118.9,121.8,55.3,215.5,7.4,8.3,6.6,16.4,7.3,9.5,4.0,4.8,1.9,16.4,7.4,9.9,9.9,9.0,25.4,9.5,12.0,5.3,5.4,2.4,9.9,25.5,20.8,25.0,25.0,31.2,1197.8,12.00,17,17,17,39,56,421,2,61.5,53.0,50.8,52.0,51.6,52.7,52.0,51.8,52.9,0.919,0.843,0.988,4.205,1.266,4.789,7.558,0.548,0.418,1.083,0.498,0.192,4.188,1.104,5.293,9.483,827.8,827.8,13.7,28.1,35.4,70.2,N„o,N„o,N„o,4300,47,82.0,100.0,N„o,N„o,42578,86460,0.0,0.5,0.5,0.000,0.341,83472,76589,50.0,0.681,200.0,933.0,289.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,150,36,8.0,154,0.0,7.850,17.544,100.0,0.000,52.7,18.8,74.5,1.9,1.7,1.7,1.7,18.8,60.7,1.9,1.7,1.7,1.7,53.27,519.57,13.30,12.99,601.52,601.52,0.69,52.58,53.07,0.20,74.32,359,15,0.0,0.0,0,
21.6.2026,18:40:23.740,4319,8683,33.2,3065,3025,50.3,4.4,6912,303,0.952,0.975,0.944,0.944,0.944,2079.6,2079.6,2079.6,2079.6,2079.6,99.8,605.7,679.4,350.7,696.4,600.9,757.5,484.5,815.7,460.9,605.7,20.5,24.0,11.2,22.6,19.8,26.6,15.6,29.0,15.1,29.0,20.5,28.3,31.7,16.2,32.4,27.9,35.5,22.7,38.4,21.3,28.3,20.8,20.8,20.8,20.8,20.8,1197.8,12.00,17,17,17,39,56,421,2,59.4,54.5,51.0,54.5,54.3,55.2,54.3,54.4,54.8,0.984,0.911,0.988,7.124,1.750,5.871,11.278,1.263,1.106,1.360,1.297,1.290,7.175,1.646,8.821,9.477,975.4,975.4,16.8,41.8,37.2,70.2,N„o,N„o,N„o,4300,48,82.0,100.0,N„o,N„o,42578,86460,56.5,1.4,58.0,42.705,0.349,83554,76590,50.0,0.681,200.0,933.0,226.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,161,43,8.0,165,0.0,7.850,17.544,100.0,0.000,52.7,24.4,69.6,6.9,6.6,6.6,6.6,24.6,60.1,7.0,6.7,6.7,6.7,40.97,144.28,14.41,14.27,151.07,151.07,1.64,39.33,40.75,0.22,41.39,359,15,0.0,0.0,0,
21.6.2026,18:40:25.764,4282,8720,32.9,3043,3048,49.9,4.4,6912,303,1.053,1.075,1.031,1.100,1.006,2342.4,2129.5,2555.4,2555.4,2129.5,99.8,310.5,577.9,220.6,439.4,237.8,383.3,142.7,354.8,127.1,310.5,10.3,18.7,8.0,13.7,7.7,13.4,4.6,12.0,4.1,18.7,10.3,14.2,26.6,10.2,20.2,10.8,17.6,6.2,16.3,5.6,14.2,23.5,21.3,25.6,25.6,21.3,1197.8,12.00,17,17,17,39,56,421,2,57.0,53.9,51.1,52.9,53.3,52.8,53.0,52.6,53.5,0.931,0.888,1.019,4.904,1.454,5.757,8.487,0.702,0.872,0.769,0.634,0.535,4.830,1.337,6.167,9.484,903.4,903.4,16.4,31.5,39.6,70.3,N„o,N„o,N„o,4400,44,82.0,100.0,N„o,N„o,42578,86460,0.0,1.1,1.1,0.032,0.123,83554,76590,51.0,0.681,200.0,1200.0,207.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,150,36,8.0,154,0.0,7.850,17.544,100.0,0.000,52.7,35.2,72.4,5.4,4.7,4.6,4.6,35.2,61.2,5.4,4.7,4.6,4.6,28.38,184.91,13.79,13.74,216.57,216.57,1.16,27.22,28.15,0.23,23.49,359,15,0.0,0.0,0,
21.6.2026,18:40:27.762,4268,8734,32.8,3030,3061,49.7,4.4,6912,303,1.017,1.006,1.038,1.006,1.019,2377.0,2112.9,3169.3,2112.9,2112.9,99.8,179.1,224.7,120.5,390.2,44.1,206.6,88.2,287.9,70.5,179.1,6.2,8.3,3.4,13.0,2.1,8.3,3.1,9.3,2.0,13.0,6.2,8.1,10.3,5.3,17.7,2.0,9.4,3.9,13.2,3.0,8.1,23.8,21.2,31.8,21.2,21.2,1197.8,12.00,17,17,17,39,56,421,2,55.0,52.7,50.8,51.5,51.2,51.7,51.6,51.3,52.4,0.807,0.802,1.019,2.752,1.041,3.462,5.620,0.422,0.405,0.575,0.346,0.361,2.763,0.854,3.617,9.456,746.7,746.7,9.9,20.9,36.3,70.0,N„o,N„o,N„o,4400,46,82.0,100.0,N„o,N„o,42578,86460,0.4,0.8,1.2,0.300,0.046,83554,76590,50.0,0.680,200.0,933.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,36,8.0,154,0.0,7.850,17.544,100.0,0.000,52.7,35.2,72.4,5.4,4.7,4.6,4.6,35.2,61.2,5.4,4.7,4.6,4.6,28.38,184.91,13.79,13.74,216.57,216.57,1.16,27.22,28.15,0.23,23.49,359,15,0.0,0.0,0,
21.6.2026,18:40:29.755,4272,8730,32.8,3045,3045,49.9,4.4,6912,303,1.120,1.212,0.994,1.206,1.069,2318.0,2212.7,1486.2,3344.0,2229.3,99.8,525.8,116.5,92.4,610.0,47.3,2112.5,602.3,385.8,239.5,525.8,15.6,5.0,3.4,18.9,1.2,59.2,17.2,12.7,7.3,59.2,15.6,24.7,5.2,4.0,29.5,2.2,100.2,27.9,17.7,10.9,24.7,23.2,22.2,14.9,33.5,22.3,1197.8,12.00,17,17,17,39,56,421,2,65.1,55.4,51.1,56.1,55.5,54.2,60.4,54.1,55.9,1.162,0.897,1.081,7.937,1.543,6.078,13.036,1.454,0.359,0.941,3.590,0.926,9.260,1.426,10.686,9.457,1001.5,1001.5,17.4,48.4,38.7,70.1,N„o,N„o,N„o,4300,48,82.0,100.0,N„o,N„o,42578,86460,3.5,0.7,4.1,3.527,0.054,83561,76590,48.0,0.680,200.0,1200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,36,8.0,154,0.0,7.850,17.544,100.0,0.000,52.7,35.2,72.4,5.4,4.7,4.6,4.6,35.2,61.2,5.4,4.7,4.6,4.6,28.38,184.91,13.79,13.74,216.57,216.57,1.16,27.22,28.15,0.23,23.49,359,15,0.0,0.0,0,
21.6.2026,18:40:31.775,4305,8697,33.1,3085,3005,50.6,4.4,6912,303,1.072,1.019,1.087,1.100,1.081,2293.6,1508.4,2555.4,2555.4,2555.4,99.8,412.9,178.0,176.1,201.5,77.7,963.0,789.3,754.6,163.3,412.9,12.4,6.7,4.5,6.7,2.5,29.0,22.5,21.9,4.9,29.0,12.4,19.3,8.1,8.1,9.0,3.3,45.2,37.0,35.7,7.5,19.3,23.0,15.1,25.6,25.6,25.6,1197.8,12.00,17,17,17,39,56,421,2,63.2,55.6,51.6,55.7,55.6,53.7,57.6,55.8,56.1,1.065,0.886,1.019,6.703,1.490,7.511,11.396,1.288,0.677,0.251,2.435,1.790,7.646,1.363,9.009,9.493,945.0,945.0,21.5,42.2,45.1,70.3,N„o,N„o,N„o,4400,45,82.0,100.0,N„o,N„o,42578,86460,1.1,0.9,2.0,1.535,0.134,83564,76591,51.0,0.680,200.0,933.0,199.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,150,34,8.0,154,0.0,7.850,17.544,100.0,0.000,52.7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5945.16,5945.16,5945.16,5945.16,5945.16,5945.16,1.22,5943.89,5944.85,0.30,5927.22,359,15,0.0,0.1,0,
21.6.2026,18:40:33.766,4300,8703,33.0,3081,3009,50.5,4.4,6912,303,1.025,1.006,1.006,1.006,1.081,2622.4,3169.3,3593.5,1597.1,2129.5,99.8,447.1,276.9,226.8,2025.7,46.6,85.6,625.0,170.3,119.8,447.1,13.6,9.0,8.7,54.8,2.3,2.8,18.4,7.2,5.2,54.8,13.6,20.8,12.8,10.5,91.3,2.2,4.2,32.0,7.7,5.6,20.8,26.3,31.8,36.0,16.0,21.3,1197.8,12.00,17,17,17,39,56,421,2,61.6,54.4,51.4,54.8,53.8,57.4,54.3,53.7,54.9,1.132,0.830,1.094,6.194,1.172,5.789,10.610,1.165,0.618,2.558,1.046,0.440,7.411,1.005,8.416,9.496,757.1,757.1,16.5,39.4,44.6,70.3,N„o,N„o,N„o,4400,47,82.0,100.0,N„o,N„o,42578,86460,1.0,0.9,1.9,0.995,0.165,83566,76591,51.0,0.680,200.0,933.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,34,8.0,154,0.0,7.850,17.544,100.0,0.000,52.7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5945.16,5945.16,5945.16,5945.16,5945.16,5945.16,1.22,5943.89,5944.85,0.30,5927.22,359,15,0.0,0.0,0,
21.6.2026,18:40:35.771,4318,8684,33.2,3097,2994,50.8,4.4,6912,303,0.975,0.981,1.006,0.906,1.006,2092.1,2079.6,1796.8,2695.1,1796.8,99.8,252.9,187.0,128.1,595.5,166.0,315.7,76.6,382.8,171.3,252.9,9.8,7.8,5.7,25.9,5.8,11.4,4.0,12.3,5.5,25.9,9.8,12.7,8.6,5.9,38.7,7.1,13.5,3.2,16.9,7.3,12.7,21.0,20.8,18.0,27.0,18.0,1197.8,12.00,17,17,17,39,56,421,2,59.1,53.9,51.5,53.4,52.7,54.3,53.0,53.5,54.1,0.907,0.845,0.988,4.315,1.317,5.653,7.742,0.582,0.405,0.916,0.485,0.522,4.326,1.162,5.488,9.504,824.6,824.6,16.2,28.7,44.9,70.4,N„o,N„o,N„o,4400,46,82.0,100.0,N„o,N„o,42578,86460,1.0,0.2,1.2,1.080,0.097,83568,76591,51.0,0.680,200.0,933.0,199.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,155,35,8.0,159,0.0,7.850,17.544,100.0,0.000,52.7,3.5,59.4,1.0,1.0,1.0,1.0,3.5,56.4,1.0,1.0,1.0,1.0,283.30,986.99,16.79,15.85,1015.94,1015.94,0.97,282.34,283.09,0.21,508.26,359,15,0.0,0.0,0,
